"Ligands","Receptors","source","Organism"
"AT5G06390","AT2G47900","STRING","Arabidopsis thaliana"
"AT5G06730","AT4G27270","STRING","Arabidopsis thaliana"
"AT5G06920","AT5G60490","STRING","Arabidopsis thaliana"
"AT5G06920","AT4G31370","STRING","Arabidopsis thaliana"
"AT5G06920","AT1G03870","STRING","Arabidopsis thaliana"
"AT5G06920","AT3G46550","STRING","Arabidopsis thaliana"
"AT5G06920","AT2G24450","STRING","Arabidopsis thaliana"
"AT5G06920","AT4G12730","STRING","Arabidopsis thaliana"
"AT5G06920","AT3G12660","STRING","Arabidopsis thaliana"
"AT5G06920","AT5G03170","STRING","Arabidopsis thaliana"
"AT5G07190","AT1G32090","STRING","Arabidopsis thaliana"
"AT5G07230","AT3G13220","STRING","Arabidopsis thaliana"
"AT5G07230","AT3G23870","STRING","Arabidopsis thaliana"
"AT5G07230","AT5G40260","STRING","Arabidopsis thaliana"
"AT5G07410","AT3G07160","STRING","Arabidopsis thaliana"
"AT5G07830","AT1G24140","STRING","Arabidopsis thaliana"
"AT5G07830","AT2G45040","STRING","Arabidopsis thaliana"
"AT5G07830","AT1G59970","STRING","Arabidopsis thaliana"
"AT5G07830","AT1G70170","STRING","Arabidopsis thaliana"
"AT5G07830","AT4G16640","STRING","Arabidopsis thaliana"
"AT5G08370","AT3G09840","STRING","Arabidopsis thaliana"
"AT5G08370","AT1G65590","STRING","Arabidopsis thaliana"
"AT5G08370","AT1G05590","STRING","Arabidopsis thaliana"
"AT5G08380","AT3G09840","STRING","Arabidopsis thaliana"
"AT5G08380","AT1G65590","STRING","Arabidopsis thaliana"
"AT5G08380","AT1G05590","STRING","Arabidopsis thaliana"
"AT5G08380","AT4G25830","STRING","Arabidopsis thaliana"
"AT5G09520","AT2G48130","STRING","Arabidopsis thaliana"
"AT5G09520","AT1G03103","STRING","Arabidopsis thaliana"
"AT5G09520","AT3G22600","STRING","Arabidopsis thaliana"
"AT5G09520","AT4G14815","STRING","Arabidopsis thaliana"
"AT5G09520","AT5G13900","STRING","Arabidopsis thaliana"
"AT5G09520","AT2G48140","STRING","Arabidopsis thaliana"
"AT5G09530","AT2G48130","STRING","Arabidopsis thaliana"
"AT5G09530","AT1G03103","STRING","Arabidopsis thaliana"
"AT5G09530","AT3G22600","STRING","Arabidopsis thaliana"
"AT5G09530","AT4G14815","STRING","Arabidopsis thaliana"
"AT5G09530","AT2G04780","STRING","Arabidopsis thaliana"
"AT5G09530","AT4G09030","STRING","Arabidopsis thaliana"
"AT5G09530","AT3G22620","STRING","Arabidopsis thaliana"
"AT5G09640","AT1G44120","STRING","Arabidopsis thaliana"
"AT5G09640","AT1G77460","STRING","Arabidopsis thaliana"
"AT5G10130","AT5G10150","STRING","Arabidopsis thaliana"
"AT5G10560","AT5G09870","STRING","Arabidopsis thaliana"
"AT5G10760","AT5G10380","STRING","Arabidopsis thaliana"
"AT5G10760","AT1G21250","STRING","Arabidopsis thaliana"
"AT5G10760","AT5G54610","STRING","Arabidopsis thaliana"
"AT5G10760","AT1G35710","STRING","Arabidopsis thaliana"
"AT5G10760","AT4G04490","STRING","Arabidopsis thaliana"
"AT5G10760","AT4G11890","STRING","Arabidopsis thaliana"
"AT5G10760","AT4G23140","STRING","Arabidopsis thaliana"
"AT5G10760","AT2G32680","STRING","Arabidopsis thaliana"
"AT5G11920","AT5G58090","STRING","Arabidopsis thaliana"
"AT5G11920","AT4G31140","STRING","Arabidopsis thaliana"
"AT5G11920","AT1G66250","STRING","Arabidopsis thaliana"
"AT5G11920","AT1G11820","STRING","Arabidopsis thaliana"
"AT5G11920","AT2G01630","STRING","Arabidopsis thaliana"
"AT5G11920","AT3G13560","STRING","Arabidopsis thaliana"
"AT5G12370","AT2G31680","STRING","Arabidopsis thaliana"
"AT5G12370","AT3G53610","STRING","Arabidopsis thaliana"
"AT5G12370","AT4G35020","STRING","Arabidopsis thaliana"
"AT5G12370","AT4G19640","STRING","Arabidopsis thaliana"
"AT5G12370","AT3G11820","STRING","Arabidopsis thaliana"
"AT5G12370","AT2G38120","STRING","Arabidopsis thaliana"
"AT5G12370","AT3G09900","STRING","Arabidopsis thaliana"
"AT5G12370","AT3G54840","STRING","Arabidopsis thaliana"
"AT5G12370","AT5G03520","STRING","Arabidopsis thaliana"
"AT5G12370","AT1G16920","STRING","Arabidopsis thaliana"
"AT5G12370","AT1G17140","STRING","Arabidopsis thaliana"
"AT5G12370","AT3G46060","STRING","Arabidopsis thaliana"
"AT5G12990","AT3G55950","STRING","Arabidopsis thaliana"
"AT5G12990","AT1G65380","STRING","Arabidopsis thaliana"
"AT5G12990","AT1G75820","STRING","Arabidopsis thaliana"
"AT5G12990","AT5G61480","STRING","Arabidopsis thaliana"
"AT5G12990","AT3G59420","STRING","Arabidopsis thaliana"
"AT5G12990","AT3G02130","STRING","Arabidopsis thaliana"
"AT5G12990","AT5G13290","STRING","Arabidopsis thaliana"
"AT5G14450","AT5G64080","STRING","Arabidopsis thaliana"
"AT5G15180","AT1G63430","STRING","Arabidopsis thaliana"
"AT5G15180","AT2G42960","STRING","Arabidopsis thaliana"
"AT5G17820","AT4G40090","STRING","Arabidopsis thaliana"
"AT5G19730","AT3G54920","STRING","Arabidopsis thaliana"
"AT5G19890","AT2G25680","STRING","Arabidopsis thaliana"
"AT5G21100","AT1G70530","STRING","Arabidopsis thaliana"
"AT5G22410","AT4G40090","STRING","Arabidopsis thaliana"
"AT5G22410","AT5G49270","STRING","Arabidopsis thaliana"
"AT5G22410","AT2G20520","STRING","Arabidopsis thaliana"
"AT5G22960","AT4G18780","STRING","Arabidopsis thaliana"
"AT5G22960","AT5G44030","STRING","Arabidopsis thaliana"
"AT5G22980","AT4G18780","STRING","Arabidopsis thaliana"
"AT5G22980","AT5G44030","STRING","Arabidopsis thaliana"
"AT5G23210","AT1G08230","STRING","Arabidopsis thaliana"
"AT5G23870","AT1G18280","STRING","Arabidopsis thaliana"
"AT5G24090","AT3G02210","STRING","Arabidopsis thaliana"
"AT5G24090","AT1G65590","STRING","Arabidopsis thaliana"
"AT5G24090","AT1G05590","STRING","Arabidopsis thaliana"
"AT5G28288","AT4G05110","STRING","Arabidopsis thaliana"
"AT5G28288","AT4G05130","STRING","Arabidopsis thaliana"
"AT5G28288","AT4G05140","STRING","Arabidopsis thaliana"
"AT5G28288","AT4G05120","STRING","Arabidopsis thaliana"
"AT5G33340","AT1G03103","STRING","Arabidopsis thaliana"
"AT5G33370","AT5G53390","STRING","Arabidopsis thaliana"
"AT5G34940","AT1G24140","STRING","Arabidopsis thaliana"
"AT5G34940","AT4G23140","STRING","Arabidopsis thaliana"
"AT5G34940","AT1G70170","STRING","Arabidopsis thaliana"
"AT5G34940","AT2G45040","STRING","Arabidopsis thaliana"
"AT5G34940","AT4G16640","STRING","Arabidopsis thaliana"
"AT5G34940","AT1G59970","STRING","Arabidopsis thaliana"
"AT5G37180","AT1G06490","STRING","Arabidopsis thaliana"
"AT5G37180","AT1G09960","STRING","Arabidopsis thaliana"
"AT5G38440","AT5G10530","STRING","Arabidopsis thaliana"
"AT5G38910","AT5G25260","STRING","Arabidopsis thaliana"
"AT5G39130","AT5G42100","STRING","Arabidopsis thaliana"
"AT5G39180","AT3G22231","STRING","Arabidopsis thaliana"
"AT5G39180","AT5G64440","STRING","Arabidopsis thaliana"
"AT5G39270","AT1G66570","STRING","Arabidopsis thaliana"
"AT5G39270","AT5G06170","STRING","Arabidopsis thaliana"
"AT5G39310","AT1G21240","STRING","Arabidopsis thaliana"
"AT5G39365","AT1G04300","STRING","Arabidopsis thaliana"
"AT5G39580","AT4G38830","STRING","Arabidopsis thaliana"
"AT5G39580","AT5G25260","STRING","Arabidopsis thaliana"
"AT5G39580","AT2G35980","STRING","Arabidopsis thaliana"
"AT5G41300","AT3G46330","STRING","Arabidopsis thaliana"
"AT5G42180","AT2G36100","STRING","Arabidopsis thaliana"
"AT5G43285","AT4G08850","STRING","Arabidopsis thaliana"
"AT5G43285","AT4G28650","STRING","Arabidopsis thaliana"
"AT5G43285","AT5G20690","STRING","Arabidopsis thaliana"
"AT5G43285","AT3G42880","STRING","Arabidopsis thaliana"
"AT5G43510","AT5G20690","STRING","Arabidopsis thaliana"
"AT5G43510","AT1G79860","STRING","Arabidopsis thaliana"
"AT5G43510","AT5G35390","STRING","Arabidopsis thaliana"
"AT5G43510","AT5G45840","STRING","Arabidopsis thaliana"
"AT5G43510","AT3G42880","STRING","Arabidopsis thaliana"
"AT5G43510","AT4G08850","STRING","Arabidopsis thaliana"
"AT5G43510","AT4G28650","STRING","Arabidopsis thaliana"
"AT5G43513","AT4G28650","STRING","Arabidopsis thaliana"
"AT5G43513","AT3G42880","STRING","Arabidopsis thaliana"
"AT5G43513","AT4G08850","STRING","Arabidopsis thaliana"
"AT5G43518","AT4G28650","STRING","Arabidopsis thaliana"
"AT5G43518","AT3G42880","STRING","Arabidopsis thaliana"
"AT5G43518","AT4G08850","STRING","Arabidopsis thaliana"
"AT5G43525","AT3G57770","STRING","Arabidopsis thaliana"
"AT5G43525","AT5G20690","STRING","Arabidopsis thaliana"
"AT5G43525","AT3G42880","STRING","Arabidopsis thaliana"
"AT5G44360","AT5G10770","STRING","Arabidopsis thaliana"
"AT5G44360","AT5G64440","STRING","Arabidopsis thaliana"
"AT5G44380","AT5G64440","STRING","Arabidopsis thaliana"
"AT5G44390","AT5G64440","STRING","Arabidopsis thaliana"
"AT5G44400","AT5G64440","STRING","Arabidopsis thaliana"
"AT5G45280","AT1G18280","STRING","Arabidopsis thaliana"
"AT5G45670","AT1G29510","STRING","Arabidopsis thaliana"
"AT5G45670","AT1G18280","STRING","Arabidopsis thaliana"
"AT5G45950","AT1G55260","STRING","Arabidopsis thaliana"
"AT5G46871","AT3G53350","STRING","Arabidopsis thaliana"
"AT5G48540","AT4G19370","STRING","Arabidopsis thaliana"
"AT5G48540","AT1G07560","STRING","Arabidopsis thaliana"
"AT5G48540","AT1G51800","STRING","Arabidopsis thaliana"
"AT5G49180","AT3G54920","STRING","Arabidopsis thaliana"
"AT5G49360","AT5G21170","STRING","Arabidopsis thaliana"
"AT5G49680","AT2G23130","STRING","Arabidopsis thaliana"
"AT5G51451","AT4G26540","STRING","Arabidopsis thaliana"
"AT5G51490","AT3G54920","STRING","Arabidopsis thaliana"
"AT5G51500","AT3G54920","STRING","Arabidopsis thaliana"
"AT5G51890","AT1G20850","STRING","Arabidopsis thaliana"
"AT5G53470","AT3G60720","STRING","Arabidopsis thaliana"
"AT5G53470","AT3G15730","STRING","Arabidopsis thaliana"
"AT5G53470","AT1G53910","STRING","Arabidopsis thaliana"
"AT5G55590","AT3G54920","STRING","Arabidopsis thaliana"
"AT5G56320","AT3G20190","STRING","Arabidopsis thaliana"
"AT5G56870","AT5G21170","STRING","Arabidopsis thaliana"
"AT5G57530","AT5G49270","STRING","Arabidopsis thaliana"
"AT5G57530","AT4G40090","STRING","Arabidopsis thaliana"
"AT5G57530","AT2G20520","STRING","Arabidopsis thaliana"
"AT5G57540","AT5G49270","STRING","Arabidopsis thaliana"
"AT5G57540","AT2G20520","STRING","Arabidopsis thaliana"
"AT5G58480","AT2G35980","STRING","Arabidopsis thaliana"
"AT5G58480","AT4G26540","STRING","Arabidopsis thaliana"
"AT5G58650","AT5G53890","STRING","Arabidopsis thaliana"
"AT5G58650","AT1G72300","STRING","Arabidopsis thaliana"
"AT5G58650","AT2G02220","STRING","Arabidopsis thaliana"
"AT5G59090","AT1G61590","STRING","Arabidopsis thaliana"
"AT5G59090","AT2G32270","STRING","Arabidopsis thaliana"
"AT5G59090","AT3G22600","STRING","Arabidopsis thaliana"
"AT5G59305","AT5G61480","STRING","Arabidopsis thaliana"
"AT5G60020","AT5G15630","STRING","Arabidopsis thaliana"
"AT5G60020","AT4G18780","STRING","Arabidopsis thaliana"
"AT5G60020","AT5G44030","STRING","Arabidopsis thaliana"
"AT5G60020","AT5G03170","STRING","Arabidopsis thaliana"
"AT5G60020","AT5G17420","STRING","Arabidopsis thaliana"
"AT5G60640","AT3G63080","STRING","Arabidopsis thaliana"
"AT5G60805","AT1G12480","STRING","Arabidopsis thaliana"
"AT5G60805","AT1G62280","STRING","Arabidopsis thaliana"
"AT5G60805","AT1G62262","STRING","Arabidopsis thaliana"
"AT5G60810","AT4G26540","STRING","Arabidopsis thaliana"
"AT5G61250","AT1G24140","STRING","Arabidopsis thaliana"
"AT5G61250","AT2G45040","STRING","Arabidopsis thaliana"
"AT5G61250","AT1G59970","STRING","Arabidopsis thaliana"
"AT5G61250","AT1G70170","STRING","Arabidopsis thaliana"
"AT5G61250","AT4G16640","STRING","Arabidopsis thaliana"
"AT5G61680","AT2G27810","STRING","Arabidopsis thaliana"
"AT5G63800","AT5G09870","STRING","Arabidopsis thaliana"
"AT5G63800","AT3G46550","STRING","Arabidopsis thaliana"
"AT5G63800","AT2G35620","STRING","Arabidopsis thaliana"
"AT5G64720","AT1G31820","STRING","Arabidopsis thaliana"
"AT5G65730","AT1G11820","STRING","Arabidopsis thaliana"
"AT5G65870","AT5G53890","STRING","Arabidopsis thaliana"
"AT5G65870","AT3G25717","STRING","Arabidopsis thaliana"
"AT5G65870","AT4G13395","STRING","Arabidopsis thaliana"
"AT5G65870","AT2G02220","STRING","Arabidopsis thaliana"
"AT5G66815","AT5G49660","STRING","Arabidopsis thaliana"
"AT5G66815","AT1G72180","STRING","Arabidopsis thaliana"
"AT5G67070","AT1G55910","STRING","Arabidopsis thaliana"
"AT5G67400","AT4G40090","STRING","Arabidopsis thaliana"
"AT5G67400","AT1G70460","STRING","Arabidopsis thaliana"
"AT5G67400","AT3G60280","STRING","Arabidopsis thaliana"
"AT5G67400","AT4G34580","STRING","Arabidopsis thaliana"
"AT5G67400","AT2G20520","STRING","Arabidopsis thaliana"
"AT5G67400","AT4G29180","STRING","Arabidopsis thaliana"
"AT1G14700","AT1G07550","IntAct","Arabidopsis thaliana"
"AT1G14700","AT1G12460","IntAct","Arabidopsis thaliana"
"AT1G14700","AT2G28960","IntAct","Arabidopsis thaliana"
"AT1G14700","AT4G31250","IntAct","Arabidopsis thaliana"
"AT1G14700","AT5G16900","IntAct","Arabidopsis thaliana"
"AT5G43510","AT5G45840","IntAct","Arabidopsis thaliana"
"AT1G69970","AT5G59650","IntAct","Arabidopsis thaliana"
"AT1G14700","AT5G65710","IntAct","Arabidopsis thaliana"
"AT3G12490","AT3G56170","IntAct","Arabidopsis thaliana"
"AT2G26010","AT4G35580","IntAct","Arabidopsis thaliana"
"AT4G22214","AT4G35580","IntAct","Arabidopsis thaliana"
"AT4G22212","AT4G35580","IntAct","Arabidopsis thaliana"
"AT1G75880","AT4G35580","IntAct","Arabidopsis thaliana"
"AT5G67210","AT4G35580","IntAct","Arabidopsis thaliana"
"AT5G44420","AT4G35580","IntAct","Arabidopsis thaliana"
"AT1G16950","AT4G35580","IntAct","Arabidopsis thaliana"
"AT4G28780","AT4G35580","IntAct","Arabidopsis thaliana"
"AT1G14700","AT2G23200","IntAct","Arabidopsis thaliana"
"AT1G14700","AT2G41820","IntAct","Arabidopsis thaliana"
"AT1G14700","AT4G37220","IntAct","Arabidopsis thaliana"
"AT1G14700","AT2G19130","IntAct","Arabidopsis thaliana"
"AT1G14700","AT1G61370","IntAct","Arabidopsis thaliana"
"AT1G69970","AT2G26180","IntAct","Arabidopsis thaliana"
"AT1G06225","AT2G26180","IntAct","Arabidopsis thaliana"
"AT3G22060","AT2G26180","IntAct","Arabidopsis thaliana"
"AT1G14700","AT5G53130","IntAct","Arabidopsis thaliana"
"AT1G14700","AT2G23980","IntAct","Arabidopsis thaliana"
"AT2G05520","AT5G19280","IntAct","Arabidopsis thaliana"
"AT1G14700","AT4G34460","IntAct","Arabidopsis thaliana"
"AT3G01610","AT3G09840","IntAct","Arabidopsis thaliana"
"AT1G06225","AT1G31812","IntAct","Arabidopsis thaliana"
"AT4G23170","AT3G43810","IntAct","Arabidopsis thaliana"
"AT1G14700","AT4G23210","IntAct","Arabidopsis thaliana"
"AT1G14700","AT4G31110","IntAct","Arabidopsis thaliana"
"AT1G14700","AT5G12480","IntAct","Arabidopsis thaliana"
"AT1G14700","AT1G77380","IntAct","Arabidopsis thaliana"
"AT2G05520","AT1G21250","IntAct","Arabidopsis thaliana"
"AT2G05380","AT1G21250","IntAct","Arabidopsis thaliana"
"AT3G14210","AT4G26090","IntAct","Arabidopsis thaliana"
"AT2G29960","AT1G13980","IntAct","Arabidopsis thaliana"
"AT1G14700","AT1G44100","IntAct","Arabidopsis thaliana"
"AT1G14700","AT4G23270","IntAct","Arabidopsis thaliana"
"AT1G14700","AT5G49760","IntAct","Arabidopsis thaliana"
"AT1G14700","AT1G69850","IntAct","Arabidopsis thaliana"
"AT1G14700","AT4G23220","IntAct","Arabidopsis thaliana"
"AT1G78860","AT4G30360","IntAct","Arabidopsis thaliana"
"AT1G14700","AT4G10850","IntAct","Arabidopsis thaliana"
"AT1G14700","AT5G57940","IntAct","Arabidopsis thaliana"
"AT1G14700","AT1G79670","IntAct","Arabidopsis thaliana"
"AT1G14700","AT2G23450","IntAct","Arabidopsis thaliana"
"AT5G43510","AT4G08850","IntAct","Arabidopsis thaliana"
"AT2G45220","AT5G08080","IntAct","Arabidopsis thaliana"
"AT1G14700","AT1G70300","IntAct","Arabidopsis thaliana"
"AT2G01880","AT5G67130","IntAct","Arabidopsis thaliana"
"AT1G14700","AT5G05170","IntAct","Arabidopsis thaliana"
"AT1G14700","AT5G12420","IntAct","Arabidopsis thaliana"
"AT1G14700","AT5G48380","IntAct","Arabidopsis thaliana"
"AT2G01890","AT4G23640","IntAct","Arabidopsis thaliana"
"AT5G43510","AT5G61480","IntAct","Arabidopsis thaliana"
"AT1G14700","AT5G24010","IntAct","Arabidopsis thaliana"
"AT1G14700","AT5G16590","IntAct","Arabidopsis thaliana"
"AT1G14700","AT5G59700","IntAct","Arabidopsis thaliana"
"AT1G69970","AT5G06320","IntAct","Arabidopsis thaliana"
"AT1G06225","AT5G06320","IntAct","Arabidopsis thaliana"
"AT3G50220","AT5G06320","IntAct","Arabidopsis thaliana"
"AT1G14700","AT3G17690","IntAct","Arabidopsis thaliana"
"AT1G14700","AT3G20190","IntAct","Arabidopsis thaliana"
"AT2G05520","AT1G21230","IntAct","Arabidopsis thaliana"
"AT1G69970","AT1G21240","IntAct","Arabidopsis thaliana"
"AT1G06225","AT1G21240","IntAct","Arabidopsis thaliana"
"AT2G05520","AT1G21240","IntAct","Arabidopsis thaliana"
"AT3G50220","AT1G21240","IntAct","Arabidopsis thaliana"
"AT1G14700","AT1G24400","IntAct","Arabidopsis thaliana"
"AT1G14700","AT5G49770","IntAct","Arabidopsis thaliana"
"AT1G14700","AT5G10530","IntAct","Arabidopsis thaliana"
"AT1G14700","AT5G01540","IntAct","Arabidopsis thaliana"
"AT5G43510","AT4G28650","IntAct","Arabidopsis thaliana"
"AT1G14700","AT3G45430","IntAct","Arabidopsis thaliana"
"AT1G06225","AT3G48890","IntAct","Arabidopsis thaliana"
"AT1G14700","AT3G49190","IntAct","Arabidopsis thaliana"
"AT1G14700","AT3G02880","IntAct","Arabidopsis thaliana"
"AT1G14700","AT1G18880","IntAct","Arabidopsis thaliana"
"AT1G14700","AT3G05360","IntAct","Arabidopsis thaliana"
"AT1G02900","AT3G51550","IntAct","Arabidopsis thaliana"
"AT1G54010","AT2G40270","IntAct","Arabidopsis thaliana"
"AT5G53470","AT1G53910","IntAct","Arabidopsis thaliana"
"AT1G14700","AT4G20390","IntAct","Arabidopsis thaliana"
"AT1G14700","AT1G61610","IntAct","Arabidopsis thaliana"
"AT1G14700","AT4G04540","IntAct","Arabidopsis thaliana"
"AT1G05260","AT2G01950","IntAct","Arabidopsis thaliana"
"AT5G15230","AT2G01950","IntAct","Arabidopsis thaliana"
"AT2G28100","AT2G01950","IntAct","Arabidopsis thaliana"
"AT1G54010","AT2G01950","IntAct","Arabidopsis thaliana"
"AT5G14920","AT2G01950","IntAct","Arabidopsis thaliana"
"AT3G14220","AT2G01950","IntAct","Arabidopsis thaliana"
"AT1G13750","AT2G01950","IntAct","Arabidopsis thaliana"
"AT3G16370","AT2G01950","IntAct","Arabidopsis thaliana"
"AT4G21960","AT2G01950","IntAct","Arabidopsis thaliana"
"AT4G36360","AT2G01950","IntAct","Arabidopsis thaliana"
"AT3G13750","AT2G01950","IntAct","Arabidopsis thaliana"
"AT1G14700","AT3G59740","IntAct","Arabidopsis thaliana"
"AT4G28250","AT3G11820","IntAct","Arabidopsis thaliana"
"AT1G14700","AT2G39060","IntAct","Arabidopsis thaliana"
"AT2G38540","AT5G37780","BIOGRID","Arabidopsis thaliana"
"AT2G29960","AT1G13980","BIOGRID","Arabidopsis thaliana"
"AT2G05520","AT1G21250","BIOGRID","Arabidopsis thaliana"
"AT2G05520","AT5G19280","BIOGRID","Arabidopsis thaliana"
"AT2G27250","AT1G75820","BIOGRID","Arabidopsis thaliana"
"AT2G03670","AT4G34460","BIOGRID","Arabidopsis thaliana"
"AT5G03260","AT4G01010","BIOGRID","Arabidopsis thaliana"
"AT5G53470","AT3G15730","BIOGRID","Arabidopsis thaliana"
"AT5G04200","AT3G09840","BIOGRID","Arabidopsis thaliana"
"AT5G04200","AT1G04750","BIOGRID","Arabidopsis thaliana"
"AT5G04200","AT2G18960","BIOGRID","Arabidopsis thaliana"
"AT5G04200","AT3G61260","BIOGRID","Arabidopsis thaliana"
"AT3G12490","AT2G40410","BIOGRID","Arabidopsis thaliana"
"AT1G28490","AT3G11820","BIOGRID","Arabidopsis thaliana"
"AT1G53130","AT1G50610","BIOGRID","Arabidopsis thaliana"
"AT1G69970","AT5G06320","BIOGRID","Arabidopsis thaliana"
"AT1G06225","AT1G31812","BIOGRID","Arabidopsis thaliana"
"AT1G06225","AT5G06320","BIOGRID","Arabidopsis thaliana"
"AT1G69970","AT2G26180","BIOGRID","Arabidopsis thaliana"
"AT1G69970","AT1G21240","BIOGRID","Arabidopsis thaliana"
"AT1G69970","AT5G59650","BIOGRID","Arabidopsis thaliana"
"AT1G06225","AT2G26180","BIOGRID","Arabidopsis thaliana"
"AT1G06225","AT3G48890","BIOGRID","Arabidopsis thaliana"
"AT1G06225","AT1G21240","BIOGRID","Arabidopsis thaliana"
"AT4G23170","AT5G37780","BIOGRID","Arabidopsis thaliana"
"AT4G23170","AT3G43810","BIOGRID","Arabidopsis thaliana"
"AT2G26010","AT4G35580","BIOGRID","Arabidopsis thaliana"
"AT3G14210","AT4G26090","BIOGRID","Arabidopsis thaliana"
"AT2G05520","AT1G21240","BIOGRID","Arabidopsis thaliana"
"AT2G05520","AT1G21230","BIOGRID","Arabidopsis thaliana"
"AT5G67210","AT4G35580","BIOGRID","Arabidopsis thaliana"
"AT3G13790","AT4G34460","BIOGRID","Arabidopsis thaliana"
"AT5G64120","AT3G26090","BIOGRID","Arabidopsis thaliana"
"AT5G57560","AT3G26090","BIOGRID","Arabidopsis thaliana"
"AT5G51890","AT3G26090","BIOGRID","Arabidopsis thaliana"
"AT5G14180","AT3G26090","BIOGRID","Arabidopsis thaliana"
"AT4G08950","AT3G26090","BIOGRID","Arabidopsis thaliana"
"AT4G08770","AT3G26090","BIOGRID","Arabidopsis thaliana"
"AT3G49120","AT3G26090","BIOGRID","Arabidopsis thaliana"
"AT3G32980","AT3G26090","BIOGRID","Arabidopsis thaliana"
"AT3G14210","AT3G26090","BIOGRID","Arabidopsis thaliana"
"AT3G01610","AT3G26090","BIOGRID","Arabidopsis thaliana"
"AT1G78670","AT3G26090","BIOGRID","Arabidopsis thaliana"
"AT2G06850","AT2G26300","BIOGRID","Arabidopsis thaliana"
"AT2G20875","AT2G26330","BIOGRID","Arabidopsis thaliana"
"AT1G34245","AT2G26330","BIOGRID","Arabidopsis thaliana"
"AT2G20875","AT5G62230","BIOGRID","Arabidopsis thaliana"
"AT1G34245","AT5G62230","BIOGRID","Arabidopsis thaliana"
"AT1G34245","AT1G80080","BIOGRID","Arabidopsis thaliana"
"AT4G28250","AT3G11820","BIOGRID","Arabidopsis thaliana"
"AT2G45220","AT5G08080","BIOGRID","Arabidopsis thaliana"
"AT1G69970","AT5G16590","BIOGRID","Arabidopsis thaliana"
"AT2G30370","AT2G37170","BIOGRID","Arabidopsis thaliana"
"AT4G18510","AT1G75820","BIOGRID","Arabidopsis thaliana"
"AT1G28490","AT4G35100","BIOGRID","Arabidopsis thaliana"
"AT1G02900","AT3G51550","BIOGRID","Arabidopsis thaliana"
"AT2G27250","AT5G65700","BIOGRID","Arabidopsis thaliana"
"AT2G27250","AT3G49670","BIOGRID","Arabidopsis thaliana"
"AT4G28780","AT5G43980","BIOGRID","Arabidopsis thaliana"
"AT5G49360","AT5G43980","BIOGRID","Arabidopsis thaliana"
"AT5G07530","AT3G21630","BIOGRID","Arabidopsis thaliana"
"AT5G48485","AT3G21630","BIOGRID","Arabidopsis thaliana"
"AT1G14700","AT1G24400","BIOGRID","Arabidopsis thaliana"
"AT1G14700","AT3G17690","BIOGRID","Arabidopsis thaliana"
"AT1G14700","AT5G57940","BIOGRID","Arabidopsis thaliana"
"AT1G78860","AT4G30360","BIOGRID","Arabidopsis thaliana"
"AT1G14700","AT5G12480","BIOGRID","Arabidopsis thaliana"
"AT1G14700","AT1G70300","BIOGRID","Arabidopsis thaliana"
"AT1G14700","AT4G23220","BIOGRID","Arabidopsis thaliana"
"AT1G14700","AT4G04540","BIOGRID","Arabidopsis thaliana"
"AT1G14700","AT1G44100","BIOGRID","Arabidopsis thaliana"
"AT1G14700","AT1G77380","BIOGRID","Arabidopsis thaliana"
"AT1G14700","AT2G23980","BIOGRID","Arabidopsis thaliana"
"AT1G14700","AT1G79670","BIOGRID","Arabidopsis thaliana"
"AT1G14700","AT5G53130","BIOGRID","Arabidopsis thaliana"
"AT1G14700","AT5G16590","BIOGRID","Arabidopsis thaliana"
"AT1G14700","AT5G65710","BIOGRID","Arabidopsis thaliana"
"AT1G14700","AT3G05360","BIOGRID","Arabidopsis thaliana"
"AT1G14700","AT1G69850","BIOGRID","Arabidopsis thaliana"
"AT1G14700","AT4G23270","BIOGRID","Arabidopsis thaliana"
"AT2G01890","AT4G23640","BIOGRID","Arabidopsis thaliana"
"AT1G14700","AT5G48380","BIOGRID","Arabidopsis thaliana"
"AT1G14700","AT4G23210","BIOGRID","Arabidopsis thaliana"
"AT1G14700","AT5G01540","BIOGRID","Arabidopsis thaliana"
"AT1G14700","AT5G05170","BIOGRID","Arabidopsis thaliana"
"AT1G14700","AT4G34460","BIOGRID","Arabidopsis thaliana"
"AT1G13750","AT2G01950","BIOGRID","Arabidopsis thaliana"
"AT3G14220","AT2G01950","BIOGRID","Arabidopsis thaliana"
"AT3G16370","AT2G01950","BIOGRID","Arabidopsis thaliana"
"AT5G14920","AT2G01950","BIOGRID","Arabidopsis thaliana"
"AT5G15230","AT2G01950","BIOGRID","Arabidopsis thaliana"
"AT1G05260","AT2G01950","BIOGRID","Arabidopsis thaliana"
"AT1G54010","AT2G01950","BIOGRID","Arabidopsis thaliana"
"AT4G21960","AT2G01950","BIOGRID","Arabidopsis thaliana"
"AT2G28100","AT2G01950","BIOGRID","Arabidopsis thaliana"
"AT3G13750","AT2G01950","BIOGRID","Arabidopsis thaliana"
"AT4G36360","AT2G01950","BIOGRID","Arabidopsis thaliana"
"AT5G44420","AT4G35580","BIOGRID","Arabidopsis thaliana"
"AT2G38380","AT2G45960","BIOGRID","Arabidopsis thaliana"
"AT3G10380","AT2G45960","BIOGRID","Arabidopsis thaliana"
"AT4G02350","AT2G45960","BIOGRID","Arabidopsis thaliana"
"AT4G12420","AT2G45960","BIOGRID","Arabidopsis thaliana"
"AT5G12370","AT2G45960","BIOGRID","Arabidopsis thaliana"
