"Ligands","Receptors","source","Organism"
"AT2G47730","AT1G21240","orthologs","Arabidopsis thaliana"
"AT1G17250","AT1G21240","orthologs","Arabidopsis thaliana"
"AT5G52640","AT1G21240","orthologs","Arabidopsis thaliana"
"AT3G52590","AT1G21240","orthologs","Arabidopsis thaliana"
"AT1G02920","AT1G21240","orthologs","Arabidopsis thaliana"
"AT1G17240","AT1G21240","orthologs","Arabidopsis thaliana"
"AT5G03240","AT1G21240","orthologs","Arabidopsis thaliana"
"AT3G03190","AT1G21240","orthologs","Arabidopsis thaliana"
"AT5G17220","AT1G21240","orthologs","Arabidopsis thaliana"
"AT3G12145","AT1G21240","orthologs","Arabidopsis thaliana"
"AT4G02890","AT1G21240","orthologs","Arabidopsis thaliana"
"AT5G37640","AT1G21240","orthologs","Arabidopsis thaliana"
"AT1G23410","AT1G21240","orthologs","Arabidopsis thaliana"
"AT4G24190","AT1G21240","orthologs","Arabidopsis thaliana"
"AT2G30860","AT1G21240","orthologs","Arabidopsis thaliana"
"AT3G23010","AT1G21240","orthologs","Arabidopsis thaliana"
"AT2G42800","AT1G21240","orthologs","Arabidopsis thaliana"
"AT1G74200","AT1G21240","orthologs","Arabidopsis thaliana"
"AT2G02930","AT1G21240","orthologs","Arabidopsis thaliana"
"AT1G02950","AT1G21240","orthologs","Arabidopsis thaliana"
"AT1G49860","AT1G21240","orthologs","Arabidopsis thaliana"
"AT4G02520","AT1G21240","orthologs","Arabidopsis thaliana"
"AT4G05050","AT1G21240","orthologs","Arabidopsis thaliana"
"AT2G36170","AT1G21240","orthologs","Arabidopsis thaliana"
"AT3G62760","AT1G21240","orthologs","Arabidopsis thaliana"
"AT1G13230","AT1G21240","orthologs","Arabidopsis thaliana"
"AT3G62250","AT1G21240","orthologs","Arabidopsis thaliana"
"AT1G02930","AT1G21240","orthologs","Arabidopsis thaliana"
"AT2G26300","AT1G21240","orthologs","Arabidopsis thaliana"
"AT5G06860","AT1G21240","orthologs","Arabidopsis thaliana"
"AT1G80080","AT1G21240","orthologs","Arabidopsis thaliana"
"AT1G02940","AT1G21240","orthologs","Arabidopsis thaliana"
"AT3G12610","AT1G21240","orthologs","Arabidopsis thaliana"
"AT2G47110","AT1G21240","orthologs","Arabidopsis thaliana"
"AT5G06870","AT1G21240","orthologs","Arabidopsis thaliana"
"AT1G68090","AT1G21240","orthologs","Arabidopsis thaliana"
"AT3G28890","AT1G21240","orthologs","Arabidopsis thaliana"
"AT1G23490","AT1G21240","orthologs","Arabidopsis thaliana"
"AT4G05320","AT1G21240","orthologs","Arabidopsis thaliana"
"AT5G56030","AT1G21240","orthologs","Arabidopsis thaliana"
"AT5G56000","AT1G21240","orthologs","Arabidopsis thaliana"
"AT1G70490","AT1G21240","orthologs","Arabidopsis thaliana"
"AT5G56010","AT1G21240","orthologs","Arabidopsis thaliana"
"AT4G05050","AT1G21270","orthologs","Arabidopsis thaliana"
"AT1G02950","AT1G21270","orthologs","Arabidopsis thaliana"
"AT2G42800","AT1G21270","orthologs","Arabidopsis thaliana"
"AT4G05320","AT1G21270","orthologs","Arabidopsis thaliana"
"AT5G52640","AT1G21270","orthologs","Arabidopsis thaliana"
"AT5G17220","AT1G21270","orthologs","Arabidopsis thaliana"
"AT1G13230","AT1G21270","orthologs","Arabidopsis thaliana"
"AT5G37640","AT1G21270","orthologs","Arabidopsis thaliana"
"AT1G17250","AT1G21270","orthologs","Arabidopsis thaliana"
"AT4G02520","AT1G21270","orthologs","Arabidopsis thaliana"
"AT1G49860","AT1G21270","orthologs","Arabidopsis thaliana"
"AT1G23410","AT1G21270","orthologs","Arabidopsis thaliana"
"AT1G68090","AT1G21270","orthologs","Arabidopsis thaliana"
"AT3G23010","AT1G21270","orthologs","Arabidopsis thaliana"
"AT3G52590","AT1G21270","orthologs","Arabidopsis thaliana"
"AT1G02930","AT1G21270","orthologs","Arabidopsis thaliana"
"AT2G47110","AT1G21270","orthologs","Arabidopsis thaliana"
"AT5G03240","AT1G21270","orthologs","Arabidopsis thaliana"
"AT4G24190","AT1G21270","orthologs","Arabidopsis thaliana"
"AT3G12610","AT1G21270","orthologs","Arabidopsis thaliana"
"AT2G02930","AT1G21270","orthologs","Arabidopsis thaliana"
"AT3G03190","AT1G21270","orthologs","Arabidopsis thaliana"
"AT1G23490","AT1G21270","orthologs","Arabidopsis thaliana"
"AT5G06870","AT1G21270","orthologs","Arabidopsis thaliana"
"AT1G70490","AT1G21270","orthologs","Arabidopsis thaliana"
"AT3G62250","AT1G21270","orthologs","Arabidopsis thaliana"
"AT1G80080","AT1G21270","orthologs","Arabidopsis thaliana"
"AT1G74200","AT1G21270","orthologs","Arabidopsis thaliana"
"AT2G30870","AT1G21270","orthologs","Arabidopsis thaliana"
"AT5G56000","AT1G21270","orthologs","Arabidopsis thaliana"
"AT2G30860","AT1G21270","orthologs","Arabidopsis thaliana"
"AT1G02920","AT1G21270","orthologs","Arabidopsis thaliana"
"AT3G28890","AT1G21270","orthologs","Arabidopsis thaliana"
"AT5G56030","AT1G21270","orthologs","Arabidopsis thaliana"
"AT1G17240","AT1G21270","orthologs","Arabidopsis thaliana"
"AT2G26300","AT1G21270","orthologs","Arabidopsis thaliana"
"AT2G36170","AT1G21270","orthologs","Arabidopsis thaliana"
"AT5G56010","AT1G21270","orthologs","Arabidopsis thaliana"
"AT2G47730","AT1G21270","orthologs","Arabidopsis thaliana"
"AT4G02890","AT1G21270","orthologs","Arabidopsis thaliana"
"AT3G62760","AT1G21270","orthologs","Arabidopsis thaliana"
"AT1G02940","AT1G21270","orthologs","Arabidopsis thaliana"
"AT5G06860","AT1G21270","orthologs","Arabidopsis thaliana"
"AT3G12145","AT1G21270","orthologs","Arabidopsis thaliana"
"AT1G70490","AT1G17910","orthologs","Arabidopsis thaliana"
"AT5G56010","AT1G17910","orthologs","Arabidopsis thaliana"
"AT1G23410","AT1G17910","orthologs","Arabidopsis thaliana"
"AT1G02950","AT1G17910","orthologs","Arabidopsis thaliana"
"AT2G02930","AT1G17910","orthologs","Arabidopsis thaliana"
"AT2G47110","AT1G17910","orthologs","Arabidopsis thaliana"
"AT2G36170","AT1G17910","orthologs","Arabidopsis thaliana"
"AT2G42800","AT1G17910","orthologs","Arabidopsis thaliana"
"AT2G30870","AT1G17910","orthologs","Arabidopsis thaliana"
"AT3G23010","AT1G17910","orthologs","Arabidopsis thaliana"
"AT5G17220","AT1G17910","orthologs","Arabidopsis thaliana"
"AT5G06870","AT1G17910","orthologs","Arabidopsis thaliana"
"AT1G02940","AT1G17910","orthologs","Arabidopsis thaliana"
"AT1G02930","AT1G17910","orthologs","Arabidopsis thaliana"
"AT2G47730","AT1G17910","orthologs","Arabidopsis thaliana"
"AT3G52590","AT1G17910","orthologs","Arabidopsis thaliana"
"AT4G05320","AT1G17910","orthologs","Arabidopsis thaliana"
"AT2G26300","AT1G17910","orthologs","Arabidopsis thaliana"
"AT1G74200","AT1G17910","orthologs","Arabidopsis thaliana"
"AT4G02520","AT1G17910","orthologs","Arabidopsis thaliana"
"AT5G03240","AT1G17910","orthologs","Arabidopsis thaliana"
"AT1G17250","AT1G17910","orthologs","Arabidopsis thaliana"
"AT5G06860","AT1G17910","orthologs","Arabidopsis thaliana"
"AT3G28890","AT1G17910","orthologs","Arabidopsis thaliana"
"AT5G56030","AT1G17910","orthologs","Arabidopsis thaliana"
"AT4G24190","AT1G17910","orthologs","Arabidopsis thaliana"
"AT1G02920","AT1G17910","orthologs","Arabidopsis thaliana"
"AT1G17240","AT1G17910","orthologs","Arabidopsis thaliana"
"AT3G62250","AT1G17910","orthologs","Arabidopsis thaliana"
"AT3G62760","AT1G17910","orthologs","Arabidopsis thaliana"
"AT1G49860","AT1G17910","orthologs","Arabidopsis thaliana"
"AT3G12145","AT1G17910","orthologs","Arabidopsis thaliana"
"AT5G52640","AT1G17910","orthologs","Arabidopsis thaliana"
"AT1G23490","AT1G17910","orthologs","Arabidopsis thaliana"
"AT2G30860","AT1G17910","orthologs","Arabidopsis thaliana"
"AT4G05050","AT1G17910","orthologs","Arabidopsis thaliana"
"AT1G68090","AT1G17910","orthologs","Arabidopsis thaliana"
"AT3G12610","AT1G17910","orthologs","Arabidopsis thaliana"
"AT5G56000","AT1G17910","orthologs","Arabidopsis thaliana"
"AT5G37640","AT1G17910","orthologs","Arabidopsis thaliana"
"AT1G80080","AT1G17910","orthologs","Arabidopsis thaliana"
"AT3G03190","AT1G17910","orthologs","Arabidopsis thaliana"
"AT1G13230","AT1G17910","orthologs","Arabidopsis thaliana"
"AT4G02890","AT1G17910","orthologs","Arabidopsis thaliana"
"AT5G03240","AT1G19390","orthologs","Arabidopsis thaliana"
"AT3G23010","AT1G19390","orthologs","Arabidopsis thaliana"
"AT5G52640","AT1G19390","orthologs","Arabidopsis thaliana"
"AT1G74200","AT1G19390","orthologs","Arabidopsis thaliana"
"AT1G17240","AT1G19390","orthologs","Arabidopsis thaliana"
"AT1G49860","AT1G19390","orthologs","Arabidopsis thaliana"
"AT5G06870","AT1G19390","orthologs","Arabidopsis thaliana"
"AT2G02930","AT1G19390","orthologs","Arabidopsis thaliana"
"AT1G02920","AT1G19390","orthologs","Arabidopsis thaliana"
"AT4G02890","AT1G19390","orthologs","Arabidopsis thaliana"
"AT2G42800","AT1G19390","orthologs","Arabidopsis thaliana"
"AT2G47110","AT1G19390","orthologs","Arabidopsis thaliana"
"AT4G05050","AT1G19390","orthologs","Arabidopsis thaliana"
"AT1G70490","AT1G19390","orthologs","Arabidopsis thaliana"
"AT5G17220","AT1G19390","orthologs","Arabidopsis thaliana"
"AT2G30870","AT1G19390","orthologs","Arabidopsis thaliana"
"AT4G02520","AT1G19390","orthologs","Arabidopsis thaliana"
"AT1G68090","AT1G19390","orthologs","Arabidopsis thaliana"
"AT3G62250","AT1G19390","orthologs","Arabidopsis thaliana"
"AT3G12610","AT1G19390","orthologs","Arabidopsis thaliana"
"AT1G02940","AT1G19390","orthologs","Arabidopsis thaliana"
"AT3G52590","AT1G19390","orthologs","Arabidopsis thaliana"
"AT2G30860","AT1G19390","orthologs","Arabidopsis thaliana"
"AT5G56000","AT1G19390","orthologs","Arabidopsis thaliana"
"AT5G06860","AT1G19390","orthologs","Arabidopsis thaliana"
"AT5G56010","AT1G19390","orthologs","Arabidopsis thaliana"
"AT3G12145","AT1G19390","orthologs","Arabidopsis thaliana"
"AT2G36170","AT1G19390","orthologs","Arabidopsis thaliana"
"AT1G02950","AT1G19390","orthologs","Arabidopsis thaliana"
"AT2G26300","AT1G19390","orthologs","Arabidopsis thaliana"
"AT1G23410","AT1G19390","orthologs","Arabidopsis thaliana"
"AT1G02930","AT1G19390","orthologs","Arabidopsis thaliana"
"AT1G80080","AT1G19390","orthologs","Arabidopsis thaliana"
"AT5G37640","AT1G19390","orthologs","Arabidopsis thaliana"
"AT3G03190","AT1G19390","orthologs","Arabidopsis thaliana"
"AT1G17250","AT1G19390","orthologs","Arabidopsis thaliana"
"AT5G56030","AT1G19390","orthologs","Arabidopsis thaliana"
"AT1G13230","AT1G19390","orthologs","Arabidopsis thaliana"
"AT2G47730","AT1G19390","orthologs","Arabidopsis thaliana"
"AT1G23490","AT1G19390","orthologs","Arabidopsis thaliana"
"AT3G62760","AT1G19390","orthologs","Arabidopsis thaliana"
"AT4G05320","AT1G19390","orthologs","Arabidopsis thaliana"
"AT3G28890","AT1G19390","orthologs","Arabidopsis thaliana"
"AT4G24190","AT1G19390","orthologs","Arabidopsis thaliana"
"AT3G01420","AT1G17420","orthologs","Arabidopsis thaliana"
"AT1G73680","AT1G17420","orthologs","Arabidopsis thaliana"
"AT1G70170","AT1G48480","orthologs","Arabidopsis thaliana"
"AT1G59970","AT1G48480","orthologs","Arabidopsis thaliana"
"AT1G24140","AT1G48480","orthologs","Arabidopsis thaliana"
"AT1G24140","AT1G50610","orthologs","Arabidopsis thaliana"
"AT1G70170","AT1G50610","orthologs","Arabidopsis thaliana"
"AT1G59970","AT1G50610","orthologs","Arabidopsis thaliana"
"AT1G23490","AT3G16785","orthologs","Arabidopsis thaliana"
"AT1G70490","AT3G16785","orthologs","Arabidopsis thaliana"
"AT1G70170","AT3G28450","orthologs","Arabidopsis thaliana"
"AT1G24140","AT3G28450","orthologs","Arabidopsis thaliana"
"AT1G59970","AT3G28450","orthologs","Arabidopsis thaliana"
"AT1G17250","AT3G25490","orthologs","Arabidopsis thaliana"
"AT2G30860","AT3G25490","orthologs","Arabidopsis thaliana"
"AT5G03240","AT3G25490","orthologs","Arabidopsis thaliana"
"AT5G56010","AT3G25490","orthologs","Arabidopsis thaliana"
"AT3G23010","AT3G25490","orthologs","Arabidopsis thaliana"
"AT4G05050","AT3G25490","orthologs","Arabidopsis thaliana"
"AT1G80080","AT3G25490","orthologs","Arabidopsis thaliana"
"AT1G68090","AT3G25490","orthologs","Arabidopsis thaliana"
"AT1G02930","AT3G25490","orthologs","Arabidopsis thaliana"
"AT2G30870","AT3G25490","orthologs","Arabidopsis thaliana"
"AT2G47730","AT3G25490","orthologs","Arabidopsis thaliana"
"AT4G02520","AT3G25490","orthologs","Arabidopsis thaliana"
"AT3G28890","AT3G25490","orthologs","Arabidopsis thaliana"
"AT4G05320","AT3G25490","orthologs","Arabidopsis thaliana"
"AT2G02930","AT3G25490","orthologs","Arabidopsis thaliana"
"AT5G17220","AT3G25490","orthologs","Arabidopsis thaliana"
"AT1G13230","AT3G25490","orthologs","Arabidopsis thaliana"
"AT2G42800","AT3G25490","orthologs","Arabidopsis thaliana"
"AT1G02920","AT3G25490","orthologs","Arabidopsis thaliana"
"AT2G36170","AT3G25490","orthologs","Arabidopsis thaliana"
"AT3G03190","AT3G25490","orthologs","Arabidopsis thaliana"
"AT1G70490","AT3G25490","orthologs","Arabidopsis thaliana"
"AT1G74200","AT3G25490","orthologs","Arabidopsis thaliana"
"AT1G49860","AT3G25490","orthologs","Arabidopsis thaliana"
"AT1G02950","AT3G25490","orthologs","Arabidopsis thaliana"
"AT1G02940","AT3G25490","orthologs","Arabidopsis thaliana"
"AT5G06870","AT3G25490","orthologs","Arabidopsis thaliana"
"AT3G62250","AT3G25490","orthologs","Arabidopsis thaliana"
"AT4G24190","AT3G25490","orthologs","Arabidopsis thaliana"
"AT1G17240","AT3G25490","orthologs","Arabidopsis thaliana"
"AT5G37640","AT3G25490","orthologs","Arabidopsis thaliana"
"AT3G12610","AT3G25490","orthologs","Arabidopsis thaliana"
"AT5G52640","AT3G25490","orthologs","Arabidopsis thaliana"
"AT3G12145","AT3G25490","orthologs","Arabidopsis thaliana"
"AT5G06860","AT3G25490","orthologs","Arabidopsis thaliana"
"AT2G26300","AT3G25490","orthologs","Arabidopsis thaliana"
"AT5G56000","AT3G25490","orthologs","Arabidopsis thaliana"
"AT3G62760","AT3G25490","orthologs","Arabidopsis thaliana"
"AT5G56030","AT3G25490","orthologs","Arabidopsis thaliana"
"AT1G23490","AT3G25490","orthologs","Arabidopsis thaliana"
"AT4G02890","AT3G25490","orthologs","Arabidopsis thaliana"
"AT2G47110","AT3G25490","orthologs","Arabidopsis thaliana"
"AT1G23410","AT3G25490","orthologs","Arabidopsis thaliana"
"AT3G52590","AT3G25490","orthologs","Arabidopsis thaliana"
"AT1G24140","AT3G14350","orthologs","Arabidopsis thaliana"
"AT1G70170","AT3G14350","orthologs","Arabidopsis thaliana"
"AT1G59970","AT3G14350","orthologs","Arabidopsis thaliana"
"AT3G01420","AT3G22400","orthologs","Arabidopsis thaliana"
"AT1G73680","AT3G22400","orthologs","Arabidopsis thaliana"
"AT1G24140","AT3G17840","orthologs","Arabidopsis thaliana"
"AT1G59970","AT3G17840","orthologs","Arabidopsis thaliana"
"AT1G70170","AT3G17840","orthologs","Arabidopsis thaliana"
"AT1G70170","AT5G58300","orthologs","Arabidopsis thaliana"
"AT1G59970","AT5G58300","orthologs","Arabidopsis thaliana"
"AT1G24140","AT5G58300","orthologs","Arabidopsis thaliana"
"AT1G59970","AT5G58150","orthologs","Arabidopsis thaliana"
"AT1G24140","AT5G58150","orthologs","Arabidopsis thaliana"
"AT1G70170","AT5G58150","orthologs","Arabidopsis thaliana"
"AT2G43790","AT3G46290","orthologs","Arabidopsis thaliana"
"AT3G59790","AT3G46290","orthologs","Arabidopsis thaliana"
"AT1G59970","AT3G46290","orthologs","Arabidopsis thaliana"
"AT5G24010","AT3G46290","orthologs","Arabidopsis thaliana"
"AT2G47110","AT3G46290","orthologs","Arabidopsis thaliana"
"AT1G70170","AT3G46290","orthologs","Arabidopsis thaliana"
"AT4G01370","AT3G46290","orthologs","Arabidopsis thaliana"
"AT4G02890","AT3G46290","orthologs","Arabidopsis thaliana"
"AT5G54380","AT3G46290","orthologs","Arabidopsis thaliana"
"AT5G37640","AT3G46290","orthologs","Arabidopsis thaliana"
"AT3G51550","AT3G46290","orthologs","Arabidopsis thaliana"
"AT5G56000","AT3G46290","orthologs","Arabidopsis thaliana"
"AT1G59580","AT3G46290","orthologs","Arabidopsis thaliana"
"AT2G18170","AT3G46290","orthologs","Arabidopsis thaliana"
"AT3G45640","AT3G46290","orthologs","Arabidopsis thaliana"
"AT2G23200","AT3G46290","orthologs","Arabidopsis thaliana"
"AT5G61350","AT3G46290","orthologs","Arabidopsis thaliana"
"AT4G05320","AT3G46290","orthologs","Arabidopsis thaliana"
"AT5G03240","AT3G46290","orthologs","Arabidopsis thaliana"
"AT5G52640","AT3G46290","orthologs","Arabidopsis thaliana"
"AT3G04690","AT3G46290","orthologs","Arabidopsis thaliana"
"AT3G62250","AT3G46290","orthologs","Arabidopsis thaliana"
"AT1G24140","AT3G46290","orthologs","Arabidopsis thaliana"
"AT2G46070","AT3G46290","orthologs","Arabidopsis thaliana"
"AT5G28680","AT3G46290","orthologs","Arabidopsis thaliana"
"AT4G05050","AT3G46290","orthologs","Arabidopsis thaliana"
"AT5G56030","AT3G46290","orthologs","Arabidopsis thaliana"
"AT2G21480","AT3G46290","orthologs","Arabidopsis thaliana"
"AT3G52590","AT3G46290","orthologs","Arabidopsis thaliana"
"AT5G39000","AT3G46290","orthologs","Arabidopsis thaliana"
"AT4G36450","AT3G46290","orthologs","Arabidopsis thaliana"
"AT2G39360","AT3G46290","orthologs","Arabidopsis thaliana"
"AT5G56010","AT3G46290","orthologs","Arabidopsis thaliana"
"AT4G39110","AT3G46290","orthologs","Arabidopsis thaliana"
"AT2G36170","AT3G46290","orthologs","Arabidopsis thaliana"
"AT1G23410","AT3G46290","orthologs","Arabidopsis thaliana"
"AT5G39020","AT3G46290","orthologs","Arabidopsis thaliana"
"AT1G10210","AT3G46290","orthologs","Arabidopsis thaliana"
"AT5G39030","AT3G46290","orthologs","Arabidopsis thaliana"
"AT1G07880","AT3G46290","orthologs","Arabidopsis thaliana"
"AT4G11330","AT3G46290","orthologs","Arabidopsis thaliana"
"AT1G01560","AT3G46290","orthologs","Arabidopsis thaliana"
"AT1G30570","AT3G46290","orthologs","Arabidopsis thaliana"
"AT5G38990","AT3G46290","orthologs","Arabidopsis thaliana"
"AT5G56030","AT5G02070","orthologs","Arabidopsis thaliana"
"AT3G23010","AT5G02070","orthologs","Arabidopsis thaliana"
"AT3G12610","AT5G02070","orthologs","Arabidopsis thaliana"
"AT1G13230","AT5G02070","orthologs","Arabidopsis thaliana"
"AT1G49860","AT5G02070","orthologs","Arabidopsis thaliana"
"AT2G42800","AT5G02070","orthologs","Arabidopsis thaliana"
"AT5G17220","AT5G02070","orthologs","Arabidopsis thaliana"
"AT3G62250","AT5G02070","orthologs","Arabidopsis thaliana"
"AT2G47110","AT5G02070","orthologs","Arabidopsis thaliana"
"AT5G37640","AT5G02070","orthologs","Arabidopsis thaliana"
"AT4G02520","AT5G02070","orthologs","Arabidopsis thaliana"
"AT4G05050","AT5G02070","orthologs","Arabidopsis thaliana"
"AT1G80080","AT5G02070","orthologs","Arabidopsis thaliana"
"AT1G02930","AT5G02070","orthologs","Arabidopsis thaliana"
"AT1G17250","AT5G02070","orthologs","Arabidopsis thaliana"
"AT5G06860","AT5G02070","orthologs","Arabidopsis thaliana"
"AT3G52590","AT5G02070","orthologs","Arabidopsis thaliana"
"AT1G70490","AT5G02070","orthologs","Arabidopsis thaliana"
"AT2G36170","AT5G02070","orthologs","Arabidopsis thaliana"
"AT1G02950","AT5G02070","orthologs","Arabidopsis thaliana"
"AT2G30860","AT5G02070","orthologs","Arabidopsis thaliana"
"AT5G03240","AT5G02070","orthologs","Arabidopsis thaliana"
"AT4G05320","AT5G02070","orthologs","Arabidopsis thaliana"
"AT2G47730","AT5G02070","orthologs","Arabidopsis thaliana"
"AT3G28890","AT5G02070","orthologs","Arabidopsis thaliana"
"AT5G56000","AT5G02070","orthologs","Arabidopsis thaliana"
"AT1G02920","AT5G02070","orthologs","Arabidopsis thaliana"
"AT1G68090","AT5G02070","orthologs","Arabidopsis thaliana"
"AT3G12145","AT5G02070","orthologs","Arabidopsis thaliana"
"AT5G06870","AT5G02070","orthologs","Arabidopsis thaliana"
"AT1G74200","AT5G02070","orthologs","Arabidopsis thaliana"
"AT4G24190","AT5G02070","orthologs","Arabidopsis thaliana"
"AT3G62760","AT5G02070","orthologs","Arabidopsis thaliana"
"AT1G23410","AT5G02070","orthologs","Arabidopsis thaliana"
"AT1G02940","AT5G02070","orthologs","Arabidopsis thaliana"
"AT2G26300","AT5G02070","orthologs","Arabidopsis thaliana"
"AT5G52640","AT5G02070","orthologs","Arabidopsis thaliana"
"AT1G23490","AT5G02070","orthologs","Arabidopsis thaliana"
"AT4G02890","AT5G02070","orthologs","Arabidopsis thaliana"
"AT2G30870","AT5G02070","orthologs","Arabidopsis thaliana"
"AT1G17240","AT5G02070","orthologs","Arabidopsis thaliana"
"AT5G56010","AT5G02070","orthologs","Arabidopsis thaliana"
"AT3G03190","AT5G02070","orthologs","Arabidopsis thaliana"
"AT2G02930","AT5G02070","orthologs","Arabidopsis thaliana"
"AT5G56030","AT4G31100","orthologs","Arabidopsis thaliana"
"AT3G52590","AT4G31100","orthologs","Arabidopsis thaliana"
"AT4G02520","AT4G31100","orthologs","Arabidopsis thaliana"
"AT1G80080","AT4G31100","orthologs","Arabidopsis thaliana"
"AT3G03190","AT4G31100","orthologs","Arabidopsis thaliana"
"AT2G30870","AT4G31100","orthologs","Arabidopsis thaliana"
"AT1G02920","AT4G31100","orthologs","Arabidopsis thaliana"
"AT1G02940","AT4G31100","orthologs","Arabidopsis thaliana"
"AT4G02890","AT4G31100","orthologs","Arabidopsis thaliana"
"AT3G23010","AT4G31100","orthologs","Arabidopsis thaliana"
"AT2G36170","AT4G31100","orthologs","Arabidopsis thaliana"
"AT5G03240","AT4G31100","orthologs","Arabidopsis thaliana"
"AT3G12610","AT4G31100","orthologs","Arabidopsis thaliana"
"AT1G13230","AT4G31100","orthologs","Arabidopsis thaliana"
"AT1G23410","AT4G31100","orthologs","Arabidopsis thaliana"
"AT5G56000","AT4G31100","orthologs","Arabidopsis thaliana"
"AT5G06860","AT4G31100","orthologs","Arabidopsis thaliana"
"AT2G47110","AT4G31100","orthologs","Arabidopsis thaliana"
"AT4G24190","AT4G31100","orthologs","Arabidopsis thaliana"
"AT1G23490","AT4G31100","orthologs","Arabidopsis thaliana"
"AT5G17220","AT4G31100","orthologs","Arabidopsis thaliana"
"AT3G62250","AT4G31100","orthologs","Arabidopsis thaliana"
"AT1G17250","AT4G31100","orthologs","Arabidopsis thaliana"
"AT1G70490","AT4G31100","orthologs","Arabidopsis thaliana"
"AT2G30860","AT4G31100","orthologs","Arabidopsis thaliana"
"AT5G37640","AT4G31100","orthologs","Arabidopsis thaliana"
"AT1G02930","AT4G31100","orthologs","Arabidopsis thaliana"
"AT2G02930","AT4G31100","orthologs","Arabidopsis thaliana"
"AT1G02950","AT4G31100","orthologs","Arabidopsis thaliana"
"AT3G62760","AT4G31100","orthologs","Arabidopsis thaliana"
"AT2G26300","AT4G31100","orthologs","Arabidopsis thaliana"
"AT3G28890","AT4G31100","orthologs","Arabidopsis thaliana"
"AT1G68090","AT4G31100","orthologs","Arabidopsis thaliana"
"AT3G12145","AT4G31100","orthologs","Arabidopsis thaliana"
"AT2G47730","AT4G31100","orthologs","Arabidopsis thaliana"
"AT4G05320","AT4G31100","orthologs","Arabidopsis thaliana"
"AT1G17240","AT4G31100","orthologs","Arabidopsis thaliana"
"AT1G49860","AT4G31100","orthologs","Arabidopsis thaliana"
"AT2G42800","AT4G31100","orthologs","Arabidopsis thaliana"
"AT4G05050","AT4G31100","orthologs","Arabidopsis thaliana"
"AT5G06870","AT4G31100","orthologs","Arabidopsis thaliana"
"AT1G74200","AT4G31100","orthologs","Arabidopsis thaliana"
"AT5G52640","AT4G31100","orthologs","Arabidopsis thaliana"
"AT5G56010","AT4G31100","orthologs","Arabidopsis thaliana"
"AT1G59970","AT3G42880","orthologs","Arabidopsis thaliana"
"AT1G70170","AT3G42880","orthologs","Arabidopsis thaliana"
"AT1G24140","AT3G42880","orthologs","Arabidopsis thaliana"
"AT5G52640","AT3G53840","orthologs","Arabidopsis thaliana"
"AT2G42800","AT3G53840","orthologs","Arabidopsis thaliana"
"AT4G02890","AT3G53840","orthologs","Arabidopsis thaliana"
"AT1G17250","AT3G53840","orthologs","Arabidopsis thaliana"
"AT3G62250","AT3G53840","orthologs","Arabidopsis thaliana"
"AT3G62760","AT3G53840","orthologs","Arabidopsis thaliana"
"AT3G52590","AT3G53840","orthologs","Arabidopsis thaliana"
"AT1G02950","AT3G53840","orthologs","Arabidopsis thaliana"
"AT4G02520","AT3G53840","orthologs","Arabidopsis thaliana"
"AT5G56000","AT3G53840","orthologs","Arabidopsis thaliana"
"AT2G26300","AT3G53840","orthologs","Arabidopsis thaliana"
"AT2G30870","AT3G53840","orthologs","Arabidopsis thaliana"
"AT5G37640","AT3G53840","orthologs","Arabidopsis thaliana"
"AT2G47730","AT3G53840","orthologs","Arabidopsis thaliana"
"AT5G03240","AT3G53840","orthologs","Arabidopsis thaliana"
"AT1G68090","AT3G53840","orthologs","Arabidopsis thaliana"
"AT4G05050","AT3G53840","orthologs","Arabidopsis thaliana"
"AT1G02940","AT3G53840","orthologs","Arabidopsis thaliana"
"AT2G30860","AT3G53840","orthologs","Arabidopsis thaliana"
"AT5G06860","AT3G53840","orthologs","Arabidopsis thaliana"
"AT3G03190","AT3G53840","orthologs","Arabidopsis thaliana"
"AT5G56010","AT3G53840","orthologs","Arabidopsis thaliana"
"AT5G06870","AT3G53840","orthologs","Arabidopsis thaliana"
"AT5G56030","AT3G53840","orthologs","Arabidopsis thaliana"
"AT5G17220","AT3G53840","orthologs","Arabidopsis thaliana"
"AT4G24190","AT3G53840","orthologs","Arabidopsis thaliana"
"AT1G49860","AT3G53840","orthologs","Arabidopsis thaliana"
"AT1G02920","AT3G53840","orthologs","Arabidopsis thaliana"
"AT3G23010","AT3G53840","orthologs","Arabidopsis thaliana"
"AT2G02930","AT3G53840","orthologs","Arabidopsis thaliana"
"AT1G23410","AT3G53840","orthologs","Arabidopsis thaliana"
"AT2G47110","AT3G53840","orthologs","Arabidopsis thaliana"
"AT3G28890","AT3G53840","orthologs","Arabidopsis thaliana"
"AT1G74200","AT3G53840","orthologs","Arabidopsis thaliana"
"AT1G13230","AT3G53840","orthologs","Arabidopsis thaliana"
"AT1G80080","AT3G53840","orthologs","Arabidopsis thaliana"
"AT1G70490","AT3G53840","orthologs","Arabidopsis thaliana"
"AT2G36170","AT3G53840","orthologs","Arabidopsis thaliana"
"AT1G17240","AT3G53840","orthologs","Arabidopsis thaliana"
"AT3G12610","AT3G53840","orthologs","Arabidopsis thaliana"
"AT1G23490","AT3G53840","orthologs","Arabidopsis thaliana"
"AT1G02930","AT3G53840","orthologs","Arabidopsis thaliana"
