LR_pair,timepoint,n_qualities,max_quality,min_quality,max_mean_strength,min_mean_strength,max_min_ratio,pvalue,padj,specificity,mean_HZE-Fe,std_HZE-Fe,n_HZE-Fe,mean_UV-B,std_UV-B,n_UV-B,mean_gamma,std_gamma,n_gamma,mean_GCR,std_GCR,n_GCR
AT1G02900->AT4G28280,0.5-2h,3,gamma,UV-B,67.81319139038293,0.17366439080991294,390.48414631303956,0.01117080950080255,0.011321109272479356,quality-specific,0.17735555220246418,0.0003230353045684522,8,0.17366439080991294,0.0011327946904318273,9.0,67.81319139038293,52.0384265839806,22,,,
AT1G02900->AT5G28680,0.5-2h,3,gamma,UV-B,5.024548812968811,0.1516135788043701,33.14049343464204,0.01117080950080255,0.011321109272479356,quality-specific,0.1548512046450786,0.00028196064936810496,8,0.1516135788043701,0.0009912409111504023,9.0,5.024548812968811,3.7417868866954045,22,,,
AT1G02900->AT5G54380,0.5-2h,3,gamma,UV-B,254.69556881844485,0.34451959509166374,739.2774531465471,0.01117080950080255,0.011321109272479356,quality-specific,0.3517327130928603,0.0006347211877279068,8,0.34451959509166374,0.002219541755443234,9.0,254.69556881844485,192.71696623121642,22,,,
AT1G02900->AT5G56170,0.5-2h,3,gamma,UV-B,244.71589739120407,0.39705981747384544,616.3199765418813,0.01117080950080255,0.011321109272479356,quality-specific,0.40533294640360007,0.0007298768941143616,8,0.39705981747384544,0.0025449278665633673,9.0,244.71589739120407,185.16348987718584,22,,,
AT1G02940->AT1G16130,0.5-2h,3,gamma,UV-B,46.912849442777,0.07619381032832706,615.7042053760621,0.01117080950080255,0.011321109272479356,quality-specific,0.07785349125746446,0.0001426483477925725,8,0.07619381032832706,0.0005053592476530918,9.0,46.912849442777,36.099397107434285,22,,,
AT1G02940->AT1G16150,0.5-2h,3,gamma,UV-B,30.9697301571801,0.08151926004242603,379.9069096194219,0.01117080950080255,0.011321109272479356,quality-specific,0.08330857249329612,0.00015225799566206852,8,0.08151926004242603,0.0005406656700017144,9.0,30.9697301571801,23.888451971397117,22,,,
AT1G02940->AT1G16160,0.5-2h,3,gamma,UV-B,18.080782100789072,0.06556805190499763,275.7559752878817,0.01117080950080255,0.011321109272479356,quality-specific,0.0670020290508722,0.0001229555609739544,8,0.06556805190499763,0.00043575191569549063,9.0,18.080782100789072,13.956497779096415,22,,,
AT1G02940->AT1G16260,0.5-2h,3,gamma,UV-B,37.03038699463613,0.10499102185793716,352.7005103802282,0.01117080950080255,0.011321109272479356,quality-specific,0.10722547884347446,0.0001977570590928037,8,0.10499102185793716,0.0006910132825966673,9.0,37.03038699463613,28.503524808912797,22,,,
AT1G02940->AT1G17910,0.5-2h,3,gamma,UV-B,0.19992730943629278,0.06259652811196183,3.1939041264189196,0.01117080950080255,0.011321109272479356,quality-specific,0.06396185110885916,0.00011762594407276972,8,0.06259652811196183,0.00041597536313508213,9.0,0.19992730943629278,0.1047851896649446,22,,,
AT1G02940->AT1G19390,0.5-2h,3,gamma,UV-B,4.08321811328139,0.059499903628519264,68.6256256610849,0.01117080950080255,0.011321109272479356,quality-specific,0.06080061573320065,0.0001116653806144479,8,0.059499903628519264,0.00039600151062598013,9.0,4.08321811328139,3.0988083392329284,22,,,
AT1G02940->AT1G21210,0.5-2h,3,gamma,UV-B,19.67061954596906,0.0588868372019861,334.04102649455285,0.01117080950080255,0.011321109272479356,quality-specific,0.06017410324839845,0.00011048030168981515,8,0.0588868372019861,0.00039204206793387993,9.0,19.67061954596906,15.192928317290901,22,,,
AT1G02940->AT1G21230,0.5-2h,3,gamma,UV-B,1.5637508398732607,0.05673775626268142,27.561027133915747,0.01117080950080255,0.011321109272479356,quality-specific,0.057978147837828856,0.00010651689197418055,8,0.05673775626268142,0.0003777321366356234,9.0,1.5637508398732607,1.1523867606351417,22,,,
AT1G02940->AT1G21250,0.5-2h,3,gamma,UV-B,36.68076761623686,0.06556601270152346,559.4478923587885,0.01117080950080255,0.011321109272479356,quality-specific,0.06699880508148554,0.00012294402645780084,8,0.06556601270152346,0.00043620595459250975,9.0,36.68076761623686,28.277898848660165,22,,,
AT1G02940->AT1G21270,0.5-2h,3,gamma,UV-B,42.179029668647324,0.0797827990273988,528.6732250915678,0.01117080950080255,0.011321109272479356,quality-specific,0.0815295905838018,0.00014729052882127462,8,0.0797827990273988,0.0005314901928443581,9.0,42.179029668647324,32.47754018007798,22,,,
AT1G02940->AT1G25390,0.5-2h,3,gamma,UV-B,59.222729443776345,0.1288886474366905,459.4875547349216,0.01117080950080255,0.011321109272479356,quality-specific,0.1316588880640499,0.0002393078295589068,8,0.1288886474366905,0.0008480853849968567,9.0,59.222729443776345,45.40825065419378,22,,,
AT1G02940->AT1G69730,0.5-2h,3,gamma,UV-B,31.52660012079751,0.11831677140920754,266.4592664700118,0.01117080950080255,0.011321109272479356,quality-specific,0.12084995371873658,0.00022095780636055846,8,0.11831677140920754,0.0007768142154530073,9.0,31.52660012079751,24.278406871982995,22,,,
AT1G02940->AT1G69910,0.5-2h,3,gamma,UV-B,42.81220575897446,0.08573578471261138,499.35048594332113,0.01117080950080255,0.011321109272479356,quality-specific,0.087588150123692,0.00016034825580823152,8,0.08573578471261138,0.0005689708908914408,9.0,42.81220575897446,32.950940773880504,22,,,
AT1G02940->AT1G79670,0.5-2h,3,gamma,UV-B,55.748702901364034,0.10755588819664903,518.3231140208362,0.01117080950080255,0.011321109272479356,quality-specific,0.10988866439277833,0.0002013018629077754,8,0.10755588819664903,0.0007102797586639215,9.0,55.748702901364034,42.7823176818057,22,,,
AT1G02940->AT1G79680,0.5-2h,3,gamma,UV-B,10.20526017276362,0.07062691002367794,144.49535126685095,0.01117080950080255,0.011321109272479356,quality-specific,0.07217095342135388,0.00013212002141780072,8,0.07062691002367794,0.000469006134023405,9.0,10.20526017276362,7.847063333212642,22,,,
AT1G02940->AT2G23450,0.5-2h,3,gamma,UV-B,64.31879518659174,0.1272106455046839,505.6085906287106,0.01117080950080255,0.011321109272479356,quality-specific,0.1299528047680295,0.00023702782909419736,8,0.1272106455046839,0.0008372988556828826,9.0,64.31879518659174,49.254152012316446,22,,,
AT1G02940->AT3G25490,0.5-2h,3,gamma,UV-B,0.08814091113928023,0.056204960347067616,1.5682052010179703,0.01117080950080255,0.011321109272479356,intermediate,0.05743438762314171,0.00010562497930213785,8,0.056204960347067616,0.00037427950075463447,9.0,0.08814091113928023,0.0254734125677362,22,,,
AT1G02940->AT3G53840,0.5-2h,3,gamma,UV-B,11.783219179567238,0.06473426516099685,182.02445258723296,0.01117080950080255,0.011321109272479356,quality-specific,0.06614237104837348,0.00012168207917467145,8,0.06473426516099685,0.00043006292281706304,9.0,11.783219179567238,9.071787946178656,22,,,
AT1G02940->AT4G31100,0.5-2h,3,gamma,UV-B,45.76278605749317,0.062343034897435055,734.0480958743952,0.01117080950080255,0.011321109272479356,quality-specific,0.0637050768929609,0.00011726166590244746,8,0.062343034897435055,0.00041467393510145043,9.0,45.76278605749317,35.223616773902634,22,,,
AT1G02940->AT5G02070,0.5-2h,3,gamma,UV-B,12.635729199997451,0.059355507111989,212.88217075050827,0.01117080950080255,0.011321109272479356,quality-specific,0.06065051127814458,0.00011152830821988612,8,0.059355507111989,0.0003951347910651425,9.0,12.635729199997451,9.747131640013311,22,,,
AT1G02950->AT1G16130,0.5-2h,3,gamma,UV-B,171.81932380466455,0.11795961291275171,1456.594503508162,0.01117080950080255,0.011321109272479356,quality-specific,0.12052339321832214,0.00022011732281454352,8,0.11795961291275171,0.0007771748483527436,9.0,171.81932380466455,130.8200868015412,22,,,
AT1G02950->AT1G16150,0.5-2h,3,gamma,UV-B,133.05117911877957,0.12620298485648007,1054.2633303807147,0.01117080950080255,0.011321109272479356,quality-specific,0.12896689876148387,0.0002349390630306075,8,0.12620298485648007,0.0008314306765964045,9.0,133.05117911877957,101.73833907026804,22,,,
AT1G02950->AT1G16160,0.5-2h,3,gamma,UV-B,91.83586339197136,0.10151129067460321,904.6861958080441,0.01117080950080255,0.011321109272479356,quality-specific,0.10372667864986812,0.00018974463259524023,8,0.10151129067460321,0.0006702007567905108,9.0,91.83586339197136,70.56812694144257,22,,,
AT1G02950->AT1G16260,0.5-2h,3,gamma,UV-B,148.4394291988916,0.1625335729573135,913.2847232606922,0.01117080950080255,0.011321109272479356,quality-specific,0.1659840438211398,0.0003050983643386933,8,0.1625335729573135,0.0010623537297264117,9.0,148.4394291988916,113.24201960548812,22,,,
AT1G02950->AT1G17910,0.5-2h,3,gamma,UV-B,1.567900099096183,0.09691135870936303,16.178703095044952,0.01117080950080255,0.011321109272479356,quality-specific,0.09902073650584473,0.00018152407080869129,8,0.09691135870936303,0.0006398002584895344,9.0,1.567900099096183,1.1260707927533107,22,,,
AT1G02950->AT1G19390,0.5-2h,3,gamma,UV-B,28.32357781092444,0.09211771379445852,307.4715670226315,0.01117080950080255,0.011321109272479356,quality-specific,0.09412734289287653,0.00017232865222803717,8,0.09211771379445852,0.0006091022890062569,9.0,28.32357781092444,21.88018582331129,22,,,
AT1G02950->AT1G21210,0.5-2h,3,gamma,UV-B,97.40567301815932,0.09116866694052625,1068.4117283595006,0.01117080950080255,0.011321109272479356,quality-specific,0.09315753419201994,0.0001705002584200403,8,0.09116866694052625,0.0006030167415168017,9.0,97.40567301815932,74.81321228463165,22,,,
AT1G02950->AT1G21230,0.5-2h,3,gamma,UV-B,11.567615753235616,0.08784180260942785,131.68691226281928,0.01117080950080255,0.011321109272479356,quality-specific,0.08975829045773238,0.0001643861968984562,8,0.08784180260942785,0.0005810172423123198,9.0,11.567615753235616,8.843117448361426,22,,,
AT1G02950->AT1G21250,0.5-2h,3,gamma,UV-B,147.74045045799386,0.10150813475176215,1455.4542925972653,0.01117080950080255,0.011321109272479356,quality-specific,0.10372169008049985,0.00018972735174118,8,0.10150813475176215,0.0006709032575804816,9.0,147.74045045799386,112.79696066691398,22,,,
AT1G02950->AT1G21270,0.5-2h,3,gamma,UV-B,161.07876756029714,0.12351510155079623,1304.1220509708496,0.01117080950080255,0.011321109272479356,quality-specific,0.12621337312045788,0.00022726882724472382,8,0.12351510155079623,0.0008173572017987174,9.0,161.07876756029714,122.79149244600234,22,,,
AT1G02950->AT1G25390,0.5-2h,3,gamma,UV-B,194.79610575006237,0.19952009504230156,976.3232405676349,0.01117080950080255,0.011321109272479356,quality-specific,0.2037969475473247,0.00036913720938886233,8,0.19952009504230156,0.0013035515035204378,9.0,194.79610575006237,147.919077744867,22,,,
AT1G02950->AT1G69730,0.5-2h,3,gamma,UV-B,133.70053601967427,0.1831583435111147,729.9724023304504,0.01117080950080255,0.011321109272479356,quality-specific,0.18706961733350813,0.000340863211265317,8,0.1831583435111147,0.001194097589571892,9.0,133.70053601967427,102.17258486582297,22,,,
AT1G02950->AT1G69910,0.5-2h,3,gamma,UV-B,162.45452361494574,0.1327297360239651,1223.9497228082612,0.01117080950080255,0.011321109272479356,quality-specific,0.13559083748820622,0.0002474119645777634,8,0.1327297360239651,0.0008749288166501041,9.0,162.45452361494574,123.80139841889263,22,,,
AT1G02950->AT1G79670,0.5-2h,3,gamma,UV-B,188.6331173257214,0.16650335119857654,1132.9088331726866,0.01117080950080255,0.011321109272479356,quality-specific,0.1701056840730232,0.0003105612190897719,8,0.16650335119857654,0.0010919740992876032,9.0,188.6331173257214,143.34398648861574,22,,,
AT1G02950->AT1G79680,0.5-2h,3,gamma,UV-B,59.241780592989016,0.10934231489816028,541.8010460832651,0.01117080950080255,0.011321109272479356,quality-specific,0.11172761987564449,0.00020387994974725671,8,0.10934231489816028,0.0007213100443133579,9.0,59.241780592989016,45.726465251375174,22,,,
AT1G02950->AT2G23450,0.5-2h,3,gamma,UV-B,202.59792941238237,0.19692312502377163,1028.8173589969472,0.01117080950080255,0.011321109272479356,quality-specific,0.2011567183754948,0.0003656263592782157,8,0.19692312502377163,0.0012869945458839425,9.0,202.59792941238237,153.74279066390957,22,,,
AT1G02950->AT3G25490,0.5-2h,3,gamma,UV-B,0.6286806278255715,0.08701700820152054,7.224801688994243,0.01117080950080255,0.011321109272479356,quality-specific,0.08891656775682716,0.0001630107329268826,8,0.08701700820152054,0.0005757102037994194,9.0,0.6286806278255715,0.4209314215346787,22,,,
AT1G02950->AT3G53840,0.5-2h,3,gamma,UV-B,65.97260014398039,0.10022059321638378,658.273893884669,0.01117080950080255,0.011321109272479356,quality-specific,0.10239601010153276,0.00018778068677024196,8,0.10022059321638378,0.0006614541042519779,9.0,65.97260014398039,50.83410549819945,22,,,
AT1G02950->AT4G31100,0.5-2h,3,gamma,UV-B,169.23983665274997,0.09651894517480088,1753.4364507014425,0.01117080950080255,0.011321109272479356,quality-specific,0.09862326541144129,0.00018096253853113503,8,0.09651894517480088,0.0006378043781556769,9.0,169.23983665274997,128.90294750798128,22,,,
AT1G02950->AT5G02070,0.5-2h,3,gamma,UV-B,71.37944670730356,0.09189418381396834,776.7569583272533,0.01117080950080255,0.011321109272479356,quality-specific,0.09389498994535506,0.00017211727136947228,8,0.09189418381396834,0.0006077709726008334,9.0,71.37944670730356,55.014146414057,22,,,
AT1G04110->AT1G63700,0.5-2h,3,gamma,UV-B,184.58431223479948,0.17438974880651945,1058.4585017069473,0.01117080950080255,0.011321109272479356,quality-specific,0.1780982080941176,0.0003249178944600911,8,0.17438974880651945,0.001145986809486683,9.0,184.58431223479948,140.235216062452,22,,,
AT1G04110->AT1G80080,0.5-2h,3,gamma,UV-B,149.20927979255615,0.14070404734733447,1060.447674431327,0.01117080950080255,0.011321109272479356,quality-specific,0.14368422628795696,0.0002647019406403084,8,0.14070404734733447,0.0009308030775778203,9.0,149.20927979255615,113.84722340358117,22,,,
AT1G04110->AT5G07180,0.5-2h,3,gamma,UV-B,156.0301156066463,0.1358926271731676,1148.18676224294,0.01117080950080255,0.011321109272479356,quality-specific,0.1387829608952626,0.0002546084499789001,8,0.1358926271731676,0.0008964382121311064,9.0,156.0301156066463,118.95078436881928,22,,,
AT1G04110->AT5G62230,0.5-2h,3,gamma,UV-B,128.11227929845822,0.13925166151033905,920.0053910232607,0.01117080950080255,0.011321109272479356,quality-specific,0.1422057398588651,0.00026112799080285734,8,0.13925166151033905,0.0009187962906786115,9.0,128.11227929845822,98.01737635521842,22,,,
AT1G05260->AT2G01950,0.5-2h,3,gamma,UV-B,246.41800104308925,0.26676648345766696,923.7217428860143,0.00011086720473243204,0.002704103917331033,quality-specific,0.27239903814098576,0.0004936497277605397,16,0.26676648345766696,0.001732854799382926,18.0,246.41800104308925,186.54099081291744,44,,,
AT1G05850->AT2G22125,0.5-2h,3,gamma,UV-B,277.75467935964053,0.4945044151938727,561.6829108608576,0.01117080950080255,0.011321109272479356,quality-specific,0.5047818294483037,0.0009039630345532504,8,0.4945044151938727,0.003149961740055412,9.0,277.75467935964053,210.15290746249008,22,,,
AT1G05850->AT3G15380,0.5-2h,3,gamma,UV-B,261.9205185042431,0.35427391568969596,739.3164071770273,0.01117080950080255,0.011321109272479356,quality-specific,0.3616876611497759,0.0006508467761953414,8,0.35427391568969596,0.0022782851873607724,9.0,261.9205185042431,198.16499379673655,22,,,
AT1G05850->AT4G12730,0.5-2h,3,gamma,UV-B,272.63516226319604,0.52950791761041,514.8840143761357,0.01117080950080255,0.011321109272479356,quality-specific,0.540399584956492,0.0009681272002926994,8,0.52950791761041,0.003362163824003946,9.0,272.63516226319604,206.17456644269777,22,,,
AT1G05850->AT4G23400,0.5-2h,3,gamma,UV-B,272.3124319074637,0.5870050474802084,463.9013464643931,0.01117080950080255,0.011321109272479356,quality-specific,0.599106963561723,0.001072419860975227,8,0.5870050474802084,0.0037134675690160502,9.0,272.3124319074637,205.8919891255281,22,,,
AT1G05850->AT4G32410,0.5-2h,3,gamma,UV-B,279.48456238012284,0.5109387936123334,547.0020399198289,0.01117080950080255,0.011321109272479356,quality-specific,0.5215338325421301,0.0009331592695473388,8,0.5109387936123334,0.003251340722546517,9.0,279.48456238012284,211.48952167427566,22,,,
AT1G05850->AT5G05170,0.5-2h,3,gamma,UV-B,280.14989683980696,0.5646604396452417,496.13870066019905,0.01117080950080255,0.011321109272479356,quality-specific,0.5762968829237098,0.0010302770950894327,8,0.5646604396452417,0.0035787328974891475,9.0,280.14989683980696,211.97340391374175,22,,,
AT1G05850->AT5G15630,0.5-2h,3,gamma,UV-B,229.61653534778577,0.3138329930304607,731.6519946820861,0.01117080950080255,0.011321109272479356,quality-specific,0.3204150122407807,0.0005793503043035923,8,0.3138329930304607,0.0020215529156669618,9.0,229.61653534778577,173.8722830029127,22,,,
AT1G05850->AT5G49720,0.5-2h,3,gamma,UV-B,279.61776307254587,0.591089225500451,473.055083749505,0.01117080950080255,0.011321109272479356,quality-specific,0.6032865861924737,0.0010776692535181486,8,0.591089225500451,0.0037378159603954227,9.0,279.61776307254587,211.5361402709692,22,,,
AT1G05850->AT5G60920,0.5-2h,3,gamma,UV-B,276.2490212854386,0.530100466572435,521.1257840832155,0.01117080950080255,0.011321109272479356,quality-specific,0.541068800621701,0.0009669282268115111,8,0.530100466572435,0.0033707859537728084,9.0,276.2490212854386,208.95765548166338,22,,,
AT1G06225->AT1G31812,0.5-2h,3,gamma,UV-B,24.333981206813007,0.18823611731055304,129.27370981981457,0.00011086720473243204,0.002704103917331033,quality-specific,0.19224519337202503,0.0003480637172632545,16,0.18823611731055304,0.0012215048554142743,18.0,24.333981206813007,18.52221955317089,44,,,
AT1G06225->AT1G75820,0.5-2h,3,gamma,UV-B,18.7287388825353,0.1320070980510566,141.87675631875155,0.01117080950080255,0.011321109272479356,quality-specific,0.13484802561606918,0.0002459174645585873,8,0.1320070980510566,0.0008662246186991402,9.0,18.7287388825353,14.29105613116456,22,,,
AT1G06225->AT2G23950,0.5-2h,3,gamma,UV-B,14.446917705228161,0.08454548039784344,170.8774689935604,0.01117080950080255,0.011321109272479356,quality-specific,0.08637552700857681,0.00015822095611651564,8,0.08454548039784344,0.0005594966655329897,9.0,14.446917705228161,11.05199718395576,22,,,
