LR_pair,timepoint,n_qualities,max_quality,min_quality,max_mean_strength,min_mean_strength,max_min_ratio,pvalue,padj,specificity,mean_HZE-Fe,std_HZE-Fe,n_HZE-Fe,mean_UV-B,std_UV-B,n_UV-B,mean_gamma,std_gamma,n_gamma,mean_GCR,std_GCR,n_GCR
AT3G28890->AT1G69910,0.5-2h,3,gamma,UV-B,45.011547745288944,0.08484757902651846,530.4989047621609,0.01117080950080255,0.011321109272479356,quality-specific,0.0866846553407467,0.00015879818471260736,8,0.08484757902651846,0.0005625874599783866,9.0,45.011547745288944,34.68943933828463,22,,,
AT3G28890->AT1G79670,0.5-2h,3,gamma,UV-B,59.00080610501505,0.10644171064655833,554.3015585396623,0.01117080950080255,0.011321109272479356,quality-specific,0.10875522320326328,0.00019935709933172597,8,0.10644171064655833,0.00070231089889672,9.0,59.00080610501505,45.32738622597025,22,,,
AT3G28890->AT1G79680,0.5-2h,3,gamma,UV-B,10.210902281599878,0.06989519299005378,146.08876297191009,0.01117080950080255,0.011321109272479356,quality-specific,0.07142645073700314,0.00013084338310801843,8,0.06989519299005378,0.00046374371373268355,9.0,10.210902281599878,7.8746255593269945,22,,,
AT3G28890->AT2G23450,0.5-2h,3,gamma,UV-B,68.25062469839405,0.12589294811308974,542.132229972758,0.01117080950080255,0.011321109272479356,quality-specific,0.1286125074115928,0.00023473929515141072,8,0.12589294811308974,0.0008279048496794189,9.0,68.25062469839405,52.315080549405366,22,,,
AT3G28890->AT3G25490,0.5-2h,3,gamma,UV-B,0.08161298140620991,0.05562263160647217,1.467262138613261,0.01117080950080255,0.011321109272479356,quality-shared,0.05684187390743166,0.00010460347834320133,8,0.05562263160647217,0.0003700798358881621,9.0,0.08161298140620991,0.02132152926032705,22,,,
AT3G28890->AT3G53840,0.5-2h,3,gamma,UV-B,11.860085867834892,0.06406358473715057,185.12991298404833,0.01117080950080255,0.011321109272479356,quality-specific,0.0654600435699273,0.00012050521594178531,8,0.06406358473715057,0.0004252368119518659,9.0,11.860085867834892,9.149190328491732,22,,,
AT3G28890->AT4G31100,0.5-2h,3,gamma,UV-B,48.21185848224777,0.061697123815746754,781.4279742801044,0.01117080950080255,0.011321109272479356,quality-specific,0.06304788705571471,0.00011612758241670611,8,0.061697123815746754,0.00041002109937377147,9.0,48.21185848224777,37.15274737178712,22,,,
AT3G28890->AT5G02070,0.5-2h,3,gamma,UV-B,12.709662884825617,0.05874054253345161,216.36951816690674,0.01117080950080255,0.011321109272479356,quality-specific,0.06002482596484726,0.00011044964620014962,8,0.05874054253345161,0.0003907011514399403,9.0,12.709662884825617,9.824448909151762,22,,,
AT3G29780->AT1G07560,0.5-2h,3,gamma,UV-B,75.72467268050895,0.12690493268800554,596.7039348003696,0.01117080950080255,0.011321109272479356,quality-specific,0.1296254529185541,0.0002382667014664203,8,0.12690493268800554,0.0008331950170831857,9.0,75.72467268050895,58.27463269331268,22,,,
AT3G29780->AT1G23140,0.5-2h,3,gamma,UV-B,80.81816075210783,0.11042302756419872,731.8958964888102,0.01117080950080255,0.011321109272479356,quality-specific,0.11277660055864261,0.00020738495799630437,8,0.11042302756419872,0.0007285858317405908,9.0,80.81816075210783,62.174747212191825,22,,,
AT3G29780->AT4G23320,0.5-2h,3,gamma,UV-B,12.379349679041592,0.09807389094337676,126.22472260419283,0.01117080950080255,0.011321109272479356,quality-specific,0.10018379617096673,0.00018418885448785719,8,0.09807389094337676,0.0006478807817711908,9.0,12.379349679041592,9.502518253267429,22,,,
AT3G30350->AT3G24240,0.5-2h,3,gamma,UV-B,150.22462606809134,0.12720365174514262,1180.9773069178243,0.01117080950080255,0.011321109272479356,quality-specific,0.12994334686144368,0.0002376109121200316,8,0.12720365174514262,0.000836520952542574,9.0,150.22462606809134,114.46622065179315,22,,,
AT3G30350->AT4G26540,0.5-2h,3,gamma,UV-B,152.52978261116252,0.1040225402833826,1466.3147255934573,0.01117080950080255,0.011321109272479356,quality-specific,0.10628012993947125,0.0001943580795477373,8,0.1040225402833826,0.0006882569785103699,9.0,152.52978261116252,116.21045975691095,22,,,
AT3G30350->AT5G48940,0.5-2h,3,gamma,UV-B,134.1610866856755,0.09165064420421064,1463.831354930202,0.01117080950080255,0.011321109272479356,quality-specific,0.09363802253941983,0.0001719463999480661,8,0.09165064420421064,0.0006064949592595608,9.0,134.1610866856755,102.47176805484033,22,,,
AT3G43270->AT3G54920,0.5-2h,3,gamma,UV-B,244.1453964066137,0.26361594668094557,926.1404686648298,0.01117080950080255,0.011321109272479356,quality-specific,0.2692583395871936,0.00048768168164676134,8,0.26361594668094557,0.0017154048779742374,9.0,244.1453964066137,184.83765502220584,22,,,
AT3G43270->AT3G57770,0.5-2h,3,gamma,UV-B,204.57505803000504,0.1780874569547816,1148.733670120007,0.01117080950080255,0.011321109272479356,quality-specific,0.18195431956343555,0.00033049522517719773,8,0.1780874569547816,0.0011711055779760357,9.0,204.57505803000504,155.27470237979466,22,,,
AT3G43270->AT4G16640,0.5-2h,3,gamma,UV-B,123.1692024206347,0.1410612136678092,873.161368869907,0.01117080950080255,0.011321109272479356,quality-specific,0.14410174098433629,0.00026272562852677636,8,0.1410612136678092,0.0009287146739257713,9.0,123.1692024206347,94.09999085300852,22,,,
AT3G44735->AT2G02220,0.5-2h,3,gamma,UV-B,230.81884729112792,0.1866116688714276,1236.8939664226375,0.01117080950080255,0.011321109272479356,quality-specific,0.19056587342417505,0.00034755997754894354,8,0.1866116688714276,0.001216621195613163,9.0,230.81884729112792,174.9053351647018,22,,,
AT3G44735->AT5G53890,0.5-2h,3,gamma,UV-B,214.37604572933014,0.16787071815521543,1277.0306107293547,0.01117080950080255,0.011321109272479356,quality-specific,0.17141215991894082,0.00031399769428383246,8,0.16787071815521543,0.0010959999685114415,9.0,214.37604572933014,162.6240783560558,22,,,
AT3G45010->AT4G18780,0.5-2h,3,gamma,UV-B,229.91351537703275,0.23561817045024405,975.7885605243847,0.01117080950080255,0.011321109272479356,quality-specific,0.2405782572139831,0.00043773867242848346,8,0.23561817045024405,0.0015290176632920356,9.0,229.91351537703275,174.18511636893018,22,,,
AT3G45010->AT5G44030,0.5-2h,3,gamma,UV-B,239.58216988693866,0.2535194717566712,945.0247281869157,0.01117080950080255,0.011321109272479356,quality-specific,0.2588646135755132,0.0004696050831642227,8,0.2535194717566712,0.0016423582115236586,9.0,239.58216988693866,181.41492979528348,22,,,
AT3G45640->AT1G30570,0.5-2h,3,gamma,UV-B,258.7128641447391,0.23027544083916934,1123.4930794266995,0.01117080950080255,0.011321109272479356,quality-specific,0.23519907597430076,0.0004248344114742154,8,0.23027544083916934,0.001500118935534194,9.0,258.7128641447391,195.83202371367585,22,,,
AT3G45640->AT2G21480,0.5-2h,3,gamma,UV-B,40.957094472786245,0.14713697378121512,278.3603156993515,0.01117080950080255,0.011321109272479356,quality-specific,0.15030892599891363,0.0002721374931997972,8,0.14713697378121512,0.000964052944443758,9.0,40.957094472786245,31.39335297578079,22,,,
AT3G45640->AT2G23200,0.5-2h,3,gamma,UV-B,246.93147050593498,0.1847325773998198,1336.6969377117339,0.01117080950080255,0.011321109272479356,quality-specific,0.18869309944688062,0.00034096727728502997,8,0.1847325773998198,0.0012085096577430638,9.0,246.93147050593498,186.98989977403886,22,,,
AT3G45640->AT2G39360,0.5-2h,3,gamma,UV-B,260.9564432520557,0.23187541903794415,1125.4165893684174,0.01117080950080255,0.011321109272479356,quality-specific,0.23681033669696255,0.0004257311421839733,8,0.23187541903794415,0.001510148901434493,9.0,260.9564432520557,197.52554172068204,22,,,
AT3G45640->AT3G04690,0.5-2h,3,gamma,UV-B,195.58276343257194,0.152023228534536,1286.5320998503873,0.01117080950080255,0.011321109272479356,quality-specific,0.15530469742112024,0.00028108003829223235,8,0.152023228534536,0.000995283284497328,9.0,195.58276343257194,148.42693175838878,22,,,
AT3G45640->AT3G46290,0.5-2h,3,gamma,UV-B,264.89644254895677,0.2935736209738414,902.316910048809,0.01117080950080255,0.011321109272479356,quality-specific,0.299804713121716,0.0005384341999462988,8,0.2935736209738414,0.0019027119251672664,9.0,264.89644254895677,200.46556104527318,22,,,
AT3G45640->AT3G51550,0.5-2h,3,gamma,UV-B,277.1133802608409,0.38830767263502675,713.6438442752633,0.01117080950080255,0.011321109272479356,quality-specific,0.39652169928231823,0.0007091075670176487,8,0.38830767263502675,0.0024954756480708978,9.0,277.1133802608409,209.75630161834124,22,,,
AT3G45640->AT4G39110,0.5-2h,3,gamma,UV-B,213.63647434674797,0.14682422979099521,1455.0491744507035,0.01117080950080255,0.011321109272479356,quality-specific,0.1499897799421806,0.00027166236397710767,8,0.14682422979099521,0.0009615598053485443,9.0,213.63647434674797,162.02472936706312,22,,,
AT3G45640->AT5G24010,0.5-2h,3,gamma,UV-B,259.49053788433133,0.23534478559520697,1102.5973540397663,0.01117080950080255,0.011321109272479356,quality-specific,0.2403854848371595,0.00043257827257865976,8,0.23534478559520697,0.001532762302582104,9.0,259.49053788433133,196.4179356931155,22,,,
AT3G45640->AT5G28680,0.5-2h,3,gamma,UV-B,8.718052243540576,0.14298672579576757,60.97106004086592,0.01117080950080255,0.011321109272479356,quality-specific,0.1460766096546504,0.00026430846948744896,8,0.14298672579576757,0.0009371606866281932,9.0,8.718052243540576,6.562441446971118,22,,,
AT3G45640->AT5G39020,0.5-2h,3,gamma,UV-B,216.32799396025896,0.1692202782055888,1278.3810324282658,0.01117080950080255,0.011321109272479356,quality-specific,0.17286220196936658,0.0003126750751941351,8,0.1692202782055888,0.0011065597386790877,9.0,216.32799396025896,164.01344191446398,22,,,
AT3G45640->AT5G39030,0.5-2h,3,gamma,UV-B,213.09285851934956,0.1505304836598806,1415.6126608935033,0.01117080950080255,0.011321109272479356,quality-specific,0.15376654141130286,0.000278839465043557,8,0.1505304836598806,0.0009856262153448974,9.0,213.09285851934956,161.6086084829684,22,,,
AT3G45640->AT5G54380,0.5-2h,3,gamma,UV-B,273.9350923183255,0.3249280268544297,843.0639085530488,0.01117080950080255,0.011321109272479356,quality-specific,0.3318148751580846,0.0005950342928151593,8,0.3249280268544297,0.002098883391093385,9.0,273.9350923183255,207.34868076717024,22,,,
AT3G45640->AT5G61350,0.5-2h,3,gamma,UV-B,232.81691882251923,0.17124852941870414,1359.5265291492217,0.01117080950080255,0.011321109272479356,quality-specific,0.1748872276573777,0.00031703806891126315,8,0.17124852941870414,0.0011195187006793187,9.0,232.81691882251923,176.37836766639916,22,,,
AT3G45940->AT1G11820,0.5-2h,3,gamma,UV-B,38.80373448232916,0.15118153732112463,256.66979692041474,0.01117080950080255,0.011321109272479356,quality-specific,0.1544229831480164,0.00028255859109014886,8,0.15118153732112463,0.0009876840716108587,9.0,38.80373448232916,29.723732716558086,22,,,
AT3G45940->AT1G32090,0.5-2h,3,gamma,UV-B,40.63524405858411,0.11538604080913968,352.16776460680336,0.01117080950080255,0.011321109272479356,quality-specific,0.11787961786505476,0.0002156322140666027,8,0.11538604080913968,0.0007616246051020721,9.0,40.63524405858411,31.14520743686239,22,,,
AT3G45940->AT1G54280,0.5-2h,3,gamma,UV-B,7.9430219257115935,0.06735839584508316,117.9217798473061,0.01117080950080255,0.011321109272479356,quality-specific,0.06882452539640142,0.0001266140195494635,8,0.06735839584508316,0.0004469793134047646,9.0,7.9430219257115935,6.077772826364887,22,,,
AT3G45940->AT1G64060,0.5-2h,3,gamma,UV-B,41.685666474272104,0.1161710242910379,358.83015346269934,0.01117080950080255,0.011321109272479356,quality-specific,0.11866789994033164,0.00021719611246667238,8,0.1161710242910379,0.000763898499665848,9.0,41.685666474272104,31.944264248280632,22,,,
AT3G45940->AT1G66250,0.5-2h,3,gamma,UV-B,25.916039091762446,0.10817029405040224,239.58554720843043,0.01117080950080255,0.011321109272479356,quality-specific,0.11049323991702029,0.0002028027680985507,8,0.10817029405040224,0.0007120465967823873,9.0,25.916039091762446,19.90877866984058,22,,,
AT3G45940->AT2G01630,0.5-2h,3,gamma,UV-B,30.75244449249523,0.09008453895312463,341.37316846897806,0.01117080950080255,0.011321109272479356,quality-specific,0.09203770430378772,0.00016866159874513097,8,0.09008453895312463,0.0005965067199842605,9.0,30.75244449249523,23.6273461607627,22,,,
AT3G45940->AT3G13560,0.5-2h,3,gamma,UV-B,28.986993188356745,0.12263157380324305,236.37463248139585,0.01117080950080255,0.011321109272479356,quality-specific,0.12526819486349422,0.0002285725608148049,8,0.12263157380324305,0.0008073389937713332,9.0,28.986993188356745,22.253794128494217,22,,,
AT3G45940->AT3G13900,0.5-2h,3,gamma,UV-B,5.141716885349305,0.07690595931713282,66.85719716656408,0.01117080950080255,0.011321109272479356,quality-specific,0.07857417475018577,0.00014463557176586054,8,0.07690595931713282,0.0005092843708468664,9.0,5.141716885349305,3.899560246067494,22,,,
AT3G45940->AT3G25610,0.5-2h,3,gamma,UV-B,35.80133235179909,0.10001869654581534,357.94639990533824,0.01117080950080255,0.011321109272479356,quality-specific,0.10216722163575478,0.0001875893353203886,8,0.10001869654581534,0.000659559614970813,9.0,35.80133235179909,27.478920624534297,22,,,
AT3G45940->AT4G04340,0.5-2h,3,gamma,UV-B,42.86214570211849,0.15794542748452203,271.3731342828446,0.01117080950080255,0.011321109272479356,quality-specific,0.16133712438045097,0.00029357156720409116,8,0.15794542748452203,0.0010334536567734006,9.0,42.86214570211849,32.80943327204944,22,,,
AT3G45940->AT4G19640,0.5-2h,3,gamma,UV-B,41.33323456032657,0.17521320119348827,235.9025135022914,0.01117080950080255,0.011321109272479356,quality-specific,0.17895974184969232,0.0003256435186588357,8,0.17521320119348827,0.0011412412936759497,9.0,41.33323456032657,31.629152304730777,22,,,
AT3G45940->AT4G31140,0.5-2h,3,gamma,UV-B,30.736369330900278,0.13812855015806322,222.52003149043443,0.01117080950080255,0.011321109272479356,quality-specific,0.14110139152759904,0.00025804409962413877,8,0.13812855015806322,0.0009052302766830134,9.0,30.736369330900278,23.57914265265094,22,,,
AT3G45940->AT5G58090,0.5-2h,3,gamma,UV-B,39.323661796775646,0.14476214441099108,271.64326666184695,0.01117080950080255,0.011321109272479356,quality-specific,0.14787870210240817,0.0002699060447191091,8,0.14476214441099108,0.0009469968635163733,9.0,39.323661796775646,30.126855366245554,22,,,
AT3G45960->AT2G22470,0.5-2h,3,gamma,UV-B,228.43510927497056,0.15965537375411243,1430.8012558774676,0.01117080950080255,0.011321109272479356,quality-specific,0.16303396555285204,0.0002963927061928755,8,0.15965537375411243,0.0010429573703923762,9.0,228.43510927497056,173.1148467785685,22,,,
AT3G45960->AT3G61640,0.5-2h,3,gamma,UV-B,189.39228291501365,0.11249146459625964,1683.614695521628,0.01117080950080255,0.011321109272479356,quality-specific,0.11491290777505901,0.00020867212831724764,8,0.11249146459625964,0.00073957204070116,9.0,189.39228291501365,143.96883531556156,22,,,
AT3G45960->AT5G64310,0.5-2h,3,gamma,UV-B,220.3082468280936,0.15678696286499388,1405.1439150447516,0.01117080950080255,0.011321109272479356,quality-specific,0.16013673008501608,0.0002893151817063133,8,0.15678696286499388,0.0010224405269790905,9.0,220.3082468280936,167.02696782958802,22,,,
AT3G46290->AT1G30570,0.5-2h,3,gamma,UV-B,248.21413776844665,0.19458574473321724,1275.6028870910122,0.01117080950080255,0.011321109272479356,quality-specific,0.19872731858320736,0.00036248382570934295,8,0.19458574473321724,0.0012734005750460492,9.0,248.21413776844665,187.95090882996266,22,,,
AT3G46290->AT2G21480,0.5-2h,3,gamma,UV-B,33.32133417868307,0.12432733222593957,268.0129427866138,0.01117080950080255,0.011321109272479356,quality-specific,0.12699489753047494,0.0002321569301141695,8,0.12432733222593957,0.0008181586016535731,9.0,33.32133417868307,25.613924189092,22,,,
AT3G46290->AT2G23200,0.5-2h,3,gamma,UV-B,234.57682262362084,0.1560977713596963,1502.7557445588711,0.01117080950080255,0.011321109272479356,quality-specific,0.15942879989727146,0.00029090283021934,8,0.1560977713596963,0.0010257259025245754,9.0,234.57682262362084,177.7465566607306,22,,,
AT3G46290->AT2G39360,0.5-2h,3,gamma,UV-B,250.872091413021,0.19593789858425067,1280.365326083914,0.01117080950080255,0.011321109272479356,quality-specific,0.20008888990638285,0.0003632667984984404,8,0.19593789858425067,0.0012819216299996895,9.0,250.872091413021,189.94646438176167,22,,,
AT3G46290->AT3G04690,0.5-2h,3,gamma,UV-B,179.43311423847223,0.1284564281493384,1396.8402891435715,0.01117080950080255,0.011321109272479356,quality-specific,0.13121615245491508,0.00023978700433064797,8,0.1284564281493384,0.0008446758212219392,9.0,179.43311423847223,136.39307200247018,22,,,
AT3G46290->AT3G51550,0.5-2h,3,gamma,UV-B,271.02263056086855,0.3281516677671438,825.9066071643008,0.01117080950080255,0.011321109272479356,quality-specific,0.3350639160070232,0.0006052492887066835,8,0.3281516677671438,0.0021193055615178783,9.0,271.02263056086855,205.1262191335386,22,,,
AT3G46290->AT4G39110,0.5-2h,3,gamma,UV-B,198.12454021691627,0.12406305062478958,1596.966536121337,0.01117080950080255,0.011321109272479356,quality-specific,0.12672523080244066,0.00023175057767255207,8,0.12406305062478958,0.0008160437177827066,9.0,198.12454021691627,150.472194572312,22,,,
AT3G46290->AT5G24010,0.5-2h,3,gamma,UV-B,249.11252882160534,0.19886992506661935,1252.6405324392576,0.01117080950080255,0.011321109272479356,quality-specific,0.20311006728462577,0.00036910336485196875,8,0.19886992506661935,0.0013011281319029848,9.0,249.11252882160534,188.62376365323445,22,,,
AT3G46290->AT5G28680,0.5-2h,3,gamma,UV-B,6.7791005752830324,0.12082021108596394,56.10899463219512,0.01117080950080255,0.011321109272479356,quality-specific,0.12341875575022734,0.00022547651355684663,8,0.12082021108596394,0.0007953261200824808,9.0,6.7791005752830324,5.103387064414367,22,,,
AT3G46290->AT5G39020,0.5-2h,3,gamma,UV-B,200.96174291837315,0.14298884136298795,1405.4365431790345,0.01117080950080255,0.011321109272479356,quality-specific,0.14605182417737145,0.00026675240760158756,8,0.14298884136298795,0.0009391597135383239,9.0,200.96174291837315,152.56848177784698,22,,,
AT3G46290->AT5G39030,0.5-2h,3,gamma,UV-B,197.560312870983,0.12719499111812896,1553.2082760043918,0.01117080950080255,0.011321109272479356,quality-specific,0.12991645938963178,0.0002378738230715038,8,0.12719499111812896,0.0008364772310311895,9.0,197.560312870983,150.0351058710725,22,,,
AT3G46290->AT5G54380,0.5-2h,3,gamma,UV-B,266.8851778107967,0.27458175590261874,971.969812537175,0.01117080950080255,0.011321109272479356,quality-specific,0.280376109875971,0.0005078160279611585,8,0.27458175590261874,0.0017821678905810337,9.0,266.8851778107967,202.00413557907564,22,,,
AT3G46290->AT5G61350,0.5-2h,3,gamma,UV-B,218.9044610070953,0.14470282624111364,1512.7863545826112,0.01117080950080255,0.011321109272479356,quality-specific,0.14776292447358375,0.0002704740931970651,8,0.14470282624111364,0.0009501670117656215,9.0,218.9044610070953,165.99914108855285,22,,,
AT3G47380->AT1G18280,0.5-2h,3,gamma,UV-B,81.4756527496421,0.11161900637740008,729.9442576487473,0.01117080950080255,0.011321109272479356,quality-specific,0.11404740360367317,0.00020903178419105444,8,0.11161900637740008,0.0007379531464054603,9.0,81.4756527496421,62.62468837129685,22,,,
AT3G47400->AT3G54920,0.5-2h,3,gamma,UV-B,205.4905628235908,0.2068951305018427,993.2112095879445,0.01117080950080255,0.011321109272479356,quality-specific,0.21130699510798723,0.0003849754706709446,8,0.2068951305018427,0.001351413439001495,9.0,205.4905628235908,155.89617165822364,22,,,
AT3G48460->AT5G64080,0.5-2h,3,gamma,UV-B,182.14046437477185,0.2921090234596578,623.53590525055,0.01117080950080255,0.011321109272479356,quality-specific,0.2982416075302651,0.000535365424849685,8,0.2921090234596578,0.0018825446603306978,9.0,182.14046437477185,138.45435397889446,22,,,
AT3G48610->AT1G55180,0.5-2h,3,gamma,UV-B,184.02649712574225,0.1793913953122902,1025.837927205946,0.01117080950080255,0.011321109272479356,quality-specific,0.18318395414438982,0.00033325339724357857,8,0.1793913953122902,0.0011688710300026945,9.0,184.02649712574225,139.90975682095467,22,,,
AT3G48610->AT3G15730,0.5-2h,3,gamma,UV-B,261.19319560744185,0.3520473052959632,741.926416360037,0.01117080950080255,0.011321109272479356,quality-specific,0.35940588066486756,0.0006444619586506666,8,0.3520473052959632,0.002264784070053514,9.0,261.19319560744185,197.61772498182447,22,,,
AT3G48610->AT4G35790,0.5-2h,3,gamma,UV-B,255.5294493667379,0.32396076170533256,788.7666642763414,0.01117080950080255,0.011321109272479356,quality-specific,0.33076334056751033,0.0005945304387305073,8,0.32396076170533256,0.002091888131472282,9.0,255.5294493667379,193.35214213400127,22,,,
AT3G48610->AT5G58670,0.5-2h,3,gamma,UV-B,191.43916917847753,0.18596354533146295,1029.4446088197274,0.01117080950080255,0.011321109272479356,quality-specific,0.18990994965812044,0.00034471012600770814,8,0.18596354533146295,0.0012127389090420874,9.0,191.43916917847753,145.458730274579,22,,,
AT3G49780->AT3G61640,0.5-2h,3,gamma,UV-B,227.87352725590944,0.23525262345851783,968.633309613614,0.01117080950080255,0.011321109272479356,quality-specific,0.24021837218564285,0.0004374643836166237,8,0.23525262345851783,0.0015238116345843758,9.0,227.87352725590944,172.66130098687663,22,,,
AT3G49780->AT5G40730,0.5-2h,3,gamma,UV-B,247.05518797996822,0.3956224936624462,624.4720457951543,0.01117080950080255,0.011321109272479356,quality-specific,0.4038351377255335,0.0007343417806504987,8,0.3956224936624462,0.002534696294769591,9.0,247.05518797996822,186.91955538887348,22,,,
AT3G49780->AT5G59810,0.5-2h,3,gamma,UV-B,24.349950560941057,0.15559898065028627,156.49171003033985,0.01117080950080255,0.011321109272479356,quality-specific,0.15892725747649036,0.0002917228349748393,8,0.15559898065028627,0.0010160327015539409,9.0,24.349950560941057,18.689744757290814,22,,,
AT3G49960->AT2G20520,0.5-2h,3,gamma,UV-B,222.49217872917578,0.12184550317935298,1826.0187936658922,0.02028857011583169,0.020336214507493136,quality-specific,0.12434865109917648,0.00023045472782115903,8,0.12184550317935298,0.0008082467661401011,9.0,222.49217872917578,168.70060453164703,22,,,
AT3G49960->AT4G29180,0.5-2h,3,gamma,UV-B,226.6487078220157,0.14724952923064574,1539.2151608648085,0.01117080950080255,0.011321109272479356,quality-specific,0.15031618388678042,0.0002766128792021606,8,0.14724952923064574,0.00097032906133659,9.0,226.6487078220157,171.79432742764146,22,,,
AT3G49960->AT4G34580,0.5-2h,3,gamma,UV-B,241.60874100820138,0.13671098258200623,1767.2957683796335,0.0167092276690225,0.01677472836549064,quality-specific,0.1395422065414525,0.0002579732940532113,8,0.13671098258200623,0.0009020093178855657,9.0,241.60874100820138,183.0117573182676,22,,,
AT3G49960->AT4G40090,0.5-2h,3,gamma,UV-B,240.61216181821885,0.15801644928026534,1522.7032559848114,0.0167092276690225,0.01677472836549064,quality-specific,0.16125518422434845,0.00029782963127567984,8,0.15801644928026534,0.0010406839009162987,9.0,240.61216181821885,182.24918903623288,22,,,
AT3G50220->AT4G18780,0.5-2h,3,gamma,UV-B,126.40612326975747,0.12879892566869067,981.4221866641326,0.01117080950080255,0.011321109272479356,quality-specific,0.1315587042016958,0.00024105005708831916,8,0.12879892566869067,0.0008459051995274647,9.0,126.40612326975747,96.62889455097323,22,,,
AT3G50220->AT5G06320,0.5-2h,3,gamma,UV-B,162.83258462396682,0.1846943203950358,881.6328746638785,0.01117080950080255,0.011321109272479356,quality-specific,0.18865225093856708,0.00034071495839929145,8,0.1846943203950358,0.0012040821893244242,9.0,162.83258462396682,123.83523964606191,22,,,
AT3G50220->AT5G15630,0.5-2h,3,gamma,UV-B,98.82532977749452,0.12113835520798058,815.8054450039612,0.01117080950080255,0.011321109272479356,quality-specific,0.12374219178551986,0.00022679548432299709,8,0.12113835520798058,0.0007968195064127178,9.0,98.82532977749452,75.85070002131135,22,,,
AT3G50220->AT5G17420,0.5-2h,3,gamma,UV-B,127.91230787979467,0.13173367650699244,970.9917104834242,0.01117080950080255,0.011321109272479356,quality-specific,0.13457482347575211,0.0002456572847170032,8,0.13173367650699244,0.000865603107940106,9.0,127.91230787979467,97.75508821562335,22,,,
AT3G50220->AT5G44030,0.5-2h,3,gamma,UV-B,137.74238889566286,0.1385882625130367,993.8964988662423,0.01117080950080255,0.011321109272479356,quality-specific,0.14156265709074528,0.0002586248495282588,8,0.1385882625130367,0.0009087473899148511,9.0,137.74238889566286,105.12019453625308,22,,,
AT3G50610->AT1G72180,0.5-2h,3,gamma,UV-B,93.02144387038045,0.14956776157692964,621.9351208417678,0.01117080950080255,0.011321109272479356,quality-specific,0.15278995864482914,0.00027734320280731477,8,0.14956776157692964,0.0009814609727572924,9.0,93.02144387038045,71.14023778630452,22,,,
AT3G50610->AT5G49660,0.5-2h,3,gamma,UV-B,89.29349524096322,0.14083193529251073,634.0429466903147,0.01117080950080255,0.011321109272479356,quality-specific,0.1438793251999372,0.00026118602617093597,8,0.14083193529251073,0.0009244646748332776,9.0,89.29349524096322,68.3382726994356,22,,,
AT3G51550->AT1G30570,0.5-2h,3,gamma,UV-B,265.8450360638151,0.2574043685415881,1032.7914695855802,0.01117080950080255,0.011321109272479356,quality-specific,0.262867280615265,0.0004775820996238971,8,0.2574043685415881,0.0016711136371726988,9.0,265.8450360638151,201.23859727359445,22,,,
AT3G51550->AT2G21480,0.5-2h,3,gamma,UV-B,48.68300943864636,0.16447663718743477,295.9873832000105,0.01117080950080255,0.011321109272479356,quality-specific,0.16799685494389685,0.00030595787348327707,8,0.16447663718743477,0.0010741332772175012,9.0,48.68300943864636,37.22674467319336,22,,,
AT3G51550->AT2G23200,0.5-2h,3,gamma,UV-B,255.70923511609928,0.20649973770141516,1238.3029536136155,0.01117080950080255,0.011321109272479356,quality-specific,0.21089457239726528,0.00038332760770644206,8,0.20649973770141516,0.001346400672586349,9.0,255.70923511609928,193.6116950875457,22,,,
AT3G51550->AT2G39360,0.5-2h,3,gamma,UV-B,267.74358076911096,0.2591926894998926,1032.99048011623,0.01117080950080255,0.011321109272479356,quality-specific,0.2646679209613052,0.0004786025393394728,8,0.2591926894998926,0.0016822815994821272,9.0,267.74358076911096,202.67903579541434,22,,,
AT3G51550->AT3G04690,0.5-2h,3,gamma,UV-B,208.5055602241732,0.16993839782556705,1226.9478993099212,0.01117080950080255,0.011321109272479356,quality-specific,0.1735801501024286,0.00031600902884507023,8,0.16993839782556705,0.0011089159948461014,9.0,208.5055602241732,158.09737800279524,22,,,
AT3G51550->AT3G46290,0.5-2h,3,gamma,UV-B,271.02263056086855,0.3281516677671438,825.9066071643008,0.01117080950080255,0.011321109272479356,quality-specific,0.33506391600702323,0.0006052492887067051,8,0.3281516677671438,0.0021193055615178783,9.0,271.02263056086855,205.1262191335386,22,,,
AT3G51550->AT4G39110,0.5-2h,3,gamma,UV-B,225.6257558173754,0.1641270574749038,1374.701766354857,0.01117080950080255,0.011321109272479356,quality-specific,0.16764017526420258,0.00030542309922373804,8,0.1641270574749038,0.0010713544809960519,9.0,225.6257558173754,171.00690059081649,22,,,
AT3G51550->AT5G24010,0.5-2h,3,gamma,UV-B,266.52142287675883,0.26307041707283,1013.1181827372609,0.01117080950080255,0.011321109272479356,quality-specific,0.2686632215933781,0.00048629153940836175,8,0.26307041707283,0.0017074582406143828,9.0,266.52142287675883,201.75130573784145,22,,,
AT3G51550->AT5G28680,0.5-2h,3,gamma,UV-B,10.859589818845988,0.15983755321605908,67.94141677185604,0.01117080950080255,0.011321109272479356,quality-specific,0.16326678051355234,0.00029715779613296976,8,0.15983755321605908,0.0010441788981014077,9.0,10.859589818845988,8.177096371230991,22,,,
