Time,Source,Target,Strength
0-0.5h,hormone_response_ja,root_columella,1972.8392903854776
0-0.5h,hormone_response_ja,root_cortex,2163.001784184734
0-0.5h,hormone_response_ja,root_endodermis,2216.3178975211267
0-0.5h,hormone_response_ja,root_epidermis,1117.7488360794976
0-0.5h,hormone_response_ja,root_lateral_root_cap,0.0
0-0.5h,hormone_response_ja,root_meristem,1607.9879675132347
0-0.5h,hormone_response_ja,root_pericycle,2293.131813686563
0-0.5h,hormone_response_ja,root_phloem,1401.1991730550103
0-0.5h,hormone_response_ja,root_stele,1149.9183010221311
0-0.5h,hormone_response_ja,root_xylem,1677.7785833051432
0-0.5h,hormone_response_ja,shoot_apical_meristem,1613.1860288914536
0-0.5h,hormone_response_sa,cotyledon,2085.784764775936
0-0.5h,hormone_response_sa,dna_damage_response,2203.466732295576
0-0.5h,hormone_response_sa,hormone_response_aba,2389.035650842922
0-0.5h,hormone_response_sa,hormone_response_auxin,1977.0203611015042
0-0.5h,hormone_response_sa,hormone_response_cytokinin,1661.4156619475168
0-0.5h,hormone_response_sa,hormone_response_ethylene,2276.8929104294725
0-0.5h,hormone_response_sa,hormone_response_ja,2092.5399089341613
0-0.5h,hormone_response_sa,hormone_response_sa,2366.0916207984524
0-0.5h,hormone_response_sa,hypocotyl,2422.516605812839
0-0.5h,hormone_response_sa,leaf_epidermis,392.11738075379793
0-0.5h,hormone_response_sa,leaf_mesophyll,2767.6931487358434
0-0.5h,hormone_response_sa,leaf_vasculature,327.72483504938054
0-0.5h,hormone_response_sa,oxidative_stress,2591.2971894620932
0-0.5h,hormone_response_sa,root_columella,2260.051662289037
0-0.5h,hormone_response_sa,root_cortex,2446.30594891457
0-0.5h,hormone_response_sa,root_endodermis,2495.4586993680973
0-0.5h,hormone_response_sa,root_epidermis,1378.5993408488418
0-0.5h,hormone_response_sa,root_lateral_root_cap,0.0
0-0.5h,hormone_response_sa,root_meristem,1897.0121222706648
0-0.5h,hormone_response_sa,root_pericycle,2569.3806319682703
0-0.5h,hormone_response_sa,root_phloem,1682.9066683873416
0-0.5h,hormone_response_sa,root_stele,1413.2561906533886
0-0.5h,hormone_response_sa,root_xylem,1967.441955271171
0-0.5h,hormone_response_sa,shoot_apical_meristem,1901.5609060563581
0-0.5h,hypocotyl,cotyledon,2140.212873962195
0-0.5h,hypocotyl,dna_damage_response,2256.272061845002
0-0.5h,hypocotyl,hormone_response_aba,2438.927459840075
0-0.5h,hypocotyl,hormone_response_auxin,2032.0241533983335
0-0.5h,hypocotyl,hormone_response_cytokinin,1717.5125269352534
0-0.5h,hypocotyl,hormone_response_ethylene,2328.6426892227355
0-0.5h,hypocotyl,hormone_response_ja,2146.3198876486135
0-0.5h,hypocotyl,hormone_response_sa,2416.702616082958
0-0.5h,hypocotyl,hypocotyl,2471.928286873315
0-0.5h,hypocotyl,leaf_epidermis,416.2909164745529
0-0.5h,hypocotyl,leaf_mesophyll,2811.2443709041395
0-0.5h,hypocotyl,leaf_vasculature,348.20803924540985
0-0.5h,hypocotyl,oxidative_stress,2637.8503795319466
0-0.5h,hypocotyl,root_columella,2311.9284439701864
0-0.5h,hypocotyl,root_cortex,2495.543525328268
0-0.5h,hypocotyl,root_endodermis,2543.8801423445984
0-0.5h,hypocotyl,root_epidermis,1432.8708576018842
0-0.5h,hypocotyl,root_lateral_root_cap,0.0
0-0.5h,hypocotyl,root_meristem,1952.8559292739192
0-0.5h,hypocotyl,root_pericycle,2616.5094545944307
0-0.5h,hypocotyl,root_phloem,1739.0294986801991
0-0.5h,hypocotyl,root_stele,1467.746008336728
0-0.5h,hypocotyl,root_xylem,2022.662159374575
0-0.5h,hypocotyl,shoot_apical_meristem,1957.1174671434949
0-0.5h,leaf_epidermis,cotyledon,358.21639300949374
0-0.5h,leaf_epidermis,dna_damage_response,410.41114978555703
0-0.5h,leaf_epidermis,hormone_response_aba,508.0052934695729
0-0.5h,leaf_epidermis,hormone_response_auxin,316.8885191675169
0-0.5h,leaf_epidermis,hormone_response_cytokinin,215.34922865545917
0-0.5h,leaf_epidermis,hormone_response_ethylene,447.25407718250335
0-0.5h,leaf_epidermis,hormone_response_ja,364.3602931653029
0-0.5h,leaf_epidermis,hormone_response_sa,491.04613715137924
0-0.5h,leaf_epidermis,hypocotyl,527.1113354197178
0-0.5h,leaf_epidermis,leaf_epidermis,22.744178335233293
0-0.5h,leaf_epidermis,leaf_mesophyll,770.0363782591804
0-0.5h,leaf_epidermis,leaf_vasculature,18.695657879985752
0-0.5h,leaf_epidermis,oxidative_stress,638.8363149359782
0-0.5h,leaf_epidermis,root_columella,438.7201162628695
0-0.5h,leaf_epidermis,root_cortex,536.2053726666903
0-0.5h,leaf_epidermis,root_endodermis,569.8325717032727
0-0.5h,leaf_epidermis,root_epidermis,148.37886181623628
0-0.5h,leaf_epidermis,root_lateral_root_cap,0.0
0-0.5h,leaf_epidermis,root_meristem,286.29460246704707
0-0.5h,leaf_epidermis,root_pericycle,616.3842138466691
0-0.5h,leaf_epidermis,root_phloem,221.22593857273588
0-0.5h,leaf_epidermis,root_stele,155.6829736300682
0-0.5h,leaf_epidermis,root_xylem,311.93669811633356
0-0.5h,leaf_epidermis,shoot_apical_meristem,289.22552594322497
0-0.5h,leaf_mesophyll,cotyledon,2533.7303398419103
0-0.5h,leaf_mesophyll,dna_damage_response,2636.917142781415
0-0.5h,leaf_mesophyll,hormone_response_aba,2796.4689910177062
0-0.5h,leaf_mesophyll,hormone_response_auxin,2432.256210418502
0-0.5h,leaf_mesophyll,hormone_response_cytokinin,2135.585295763238
0-0.5h,leaf_mesophyll,hormone_response_ethylene,2700.576420965512
0-0.5h,leaf_mesophyll,hormone_response_ja,2534.493340428878
0-0.5h,leaf_mesophyll,hormone_response_sa,2780.6630105950826
0-0.5h,leaf_mesophyll,hypocotyl,2826.0425080515065
0-0.5h,leaf_mesophyll,leaf_epidermis,620.2780841258966
0-0.5h,leaf_mesophyll,leaf_mesophyll,3115.1377770404033
0-0.5h,leaf_mesophyll,leaf_vasculature,523.8347905842701
0-0.5h,leaf_mesophyll,oxidative_stress,2968.973693886098
0-0.5h,leaf_mesophyll,root_columella,2684.775840652488
0-0.5h,leaf_mesophyll,root_cortex,2848.9626108667444
0-0.5h,leaf_mesophyll,root_endodermis,2890.282542852164
0-0.5h,leaf_mesophyll,root_epidermis,1846.4272313523525
0-0.5h,leaf_mesophyll,root_lateral_root_cap,0.0
0-0.5h,leaf_mesophyll,root_meristem,2361.7409797223786
0-0.5h,leaf_mesophyll,root_pericycle,2952.813741947399
0-0.5h,leaf_mesophyll,root_phloem,2156.188093282825
0-0.5h,leaf_mesophyll,root_stele,1881.6583718325783
0-0.5h,leaf_mesophyll,root_xylem,2425.2461322904533
0-0.5h,leaf_mesophyll,shoot_apical_meristem,2363.2532435390935
0-0.5h,leaf_vasculature,cotyledon,287.16267466096735
0-0.5h,leaf_vasculature,dna_damage_response,330.9191345157803
0-0.5h,leaf_vasculature,hormone_response_aba,412.8534380143752
0-0.5h,leaf_vasculature,hormone_response_auxin,253.58195056147943
0-0.5h,leaf_vasculature,hormone_response_cytokinin,171.46523223140485
0-0.5h,leaf_vasculature,hormone_response_ethylene,361.43968296185693
0-0.5h,leaf_vasculature,hormone_response_ja,293.08378315726634
0-0.5h,leaf_vasculature,hormone_response_sa,398.2841848135202
0-0.5h,leaf_vasculature,hypocotyl,428.96472151808035
0-0.5h,leaf_vasculature,leaf_epidermis,18.10817912309501
0-0.5h,leaf_vasculature,leaf_mesophyll,640.3634946780621
0-0.5h,leaf_vasculature,leaf_vasculature,15.013244241342992
0-0.5h,leaf_vasculature,oxidative_stress,525.3996077366876
0-0.5h,leaf_vasculature,root_columella,354.5174905226421
0-0.5h,leaf_vasculature,root_cortex,436.9335132232901
0-0.5h,leaf_vasculature,root_endodermis,465.0944996837747
0-0.5h,leaf_vasculature,root_epidermis,118.04184424516346
0-0.5h,leaf_vasculature,root_lateral_root_cap,0.0
0-0.5h,leaf_vasculature,root_meristem,228.47611754152712
0-0.5h,leaf_vasculature,root_pericycle,505.49930737171144
0-0.5h,leaf_vasculature,root_phloem,176.34953514808663
0-0.5h,leaf_vasculature,root_stele,123.72939332417064
0-0.5h,leaf_vasculature,root_xylem,249.48043596708206
0-0.5h,leaf_vasculature,shoot_apical_meristem,231.1576102776636
0-0.5h,oxidative_stress,cotyledon,2323.453520837377
0-0.5h,oxidative_stress,dna_damage_response,2435.4271316616755
0-0.5h,oxidative_stress,hormone_response_aba,2610.429511904302
0-0.5h,oxidative_stress,hormone_response_auxin,2216.559397039246
0-0.5h,oxidative_stress,hormone_response_cytokinin,1905.0812135756012
0-0.5h,oxidative_stress,hormone_response_ethylene,2504.8751437538776
0-0.5h,oxidative_stress,hormone_response_ja,2327.4438644629076
0-0.5h,oxidative_stress,hormone_response_sa,2590.592194714602
0-0.5h,oxidative_stress,hypocotyl,2642.314578125127
0-0.5h,oxidative_stress,leaf_epidermis,501.10130461271945
0-0.5h,oxidative_stress,leaf_mesophyll,2964.8103441057965
0-0.5h,oxidative_stress,leaf_vasculature,420.8512234581768
0-0.5h,oxidative_stress,oxidative_stress,2800.5133745037083
0-0.5h,oxidative_stress,root_columella,2488.4481203715436
0-0.5h,oxidative_stress,root_cortex,2665.973232868137
0-0.5h,oxidative_stress,root_endodermis,2711.8569067797034
0-0.5h,oxidative_stress,root_epidermis,1614.791375376325
0-0.5h,oxidative_stress,root_lateral_root_cap,0.0
0-0.5h,oxidative_stress,root_meristem,2139.8933264261145
0-0.5h,oxidative_stress,root_pericycle,2781.161081902889
0-0.5h,oxidative_stress,root_phloem,1926.6576403124539
0-0.5h,oxidative_stress,root_stele,1650.2489363200757
0-0.5h,oxidative_stress,root_xylem,2207.963996128194
0-0.5h,oxidative_stress,shoot_apical_meristem,2143.156958211916
0-0.5h,root_columella,cotyledon,1969.2271665180701
0-0.5h,root_columella,dna_damage_response,2087.8528801651546
0-0.5h,root_columella,hormone_response_aba,2276.8478335730933
0-0.5h,root_columella,hormone_response_auxin,1860.6225159076002
0-0.5h,root_columella,hormone_response_cytokinin,1547.0394453772162
0-0.5h,root_columella,hormone_response_ethylene,2162.697252464868
0-0.5h,root_columella,hormone_response_ja,1976.8435529147791
0-0.5h,root_columella,hormone_response_sa,2252.4216559543956
0-0.5h,root_columella,hypocotyl,2310.8567309968666
0-0.5h,root_columella,leaf_epidermis,348.61931099993353
0-0.5h,root_columella,leaf_mesophyll,2665.6817211833823
0-0.5h,root_columella,leaf_vasculature,291.0372972323977
0-0.5h,root_columella,oxidative_stress,2483.943069518111
0-0.5h,root_columella,root_columella,2145.6168151256215
0-0.5h,root_columella,root_cortex,2334.006459040014
0-0.5h,root_columella,root_endodermis,2385.044276476071
0-0.5h,root_columella,root_epidermis,1270.9690522896908
0-0.5h,root_columella,root_lateral_root_cap,0.0
0-0.5h,root_columella,root_meristem,1780.1668829247499
0-0.5h,root_columella,root_pericycle,2460.4294818030066
0-0.5h,root_columella,root_phloem,1568.0805402632507
0-0.5h,root_columella,root_stele,1304.7714854183232
0-0.5h,root_columella,root_xylem,1850.6935259185157
0-0.5h,root_columella,shoot_apical_meristem,1785.0653312491672
0-0.5h,root_cortex,cotyledon,2173.995031496998
0-0.5h,root_cortex,dna_damage_response,2290.2455973979386
0-0.5h,root_cortex,hormone_response_aba,2472.3740705279097
0-0.5h,root_cortex,hormone_response_auxin,2065.3597975535245
0-0.5h,root_cortex,hormone_response_cytokinin,1749.360878956805
0-0.5h,root_cortex,hormone_response_ethylene,2362.3375241068884
0-0.5h,root_cortex,hormone_response_ja,2179.7392915218215
0-0.5h,root_cortex,hormone_response_sa,2450.703067371266
0-0.5h,root_cortex,hypocotyl,2505.338287115283
0-0.5h,root_cortex,leaf_epidermis,427.57886663638453
0-0.5h,root_cortex,leaf_mesophyll,2841.2419104399455
0-0.5h,root_cortex,leaf_vasculature,358.0633310810848
0-0.5h,root_cortex,oxidative_stress,2670.044970091656
0-0.5h,root_cortex,root_columella,2345.641812491078
0-0.5h,root_cortex,root_cortex,2529.2703065253754
0-0.5h,root_cortex,root_endodermis,2577.0972479478155
0-0.5h,root_cortex,root_epidermis,1462.1061017263632
0-0.5h,root_cortex,root_lateral_root_cap,0.0
0-0.5h,root_cortex,root_meristem,1986.1260779864342
0-0.5h,root_cortex,root_pericycle,2649.3235179968374
0-0.5h,root_cortex,root_phloem,1771.094428274741
0-0.5h,root_cortex,root_stele,1497.3298519491423
0-0.5h,root_cortex,root_xylem,2056.1539379251913
0-0.5h,root_cortex,shoot_apical_meristem,1990.2590740172818
0-0.5h,root_endodermis,cotyledon,2216.2203362859264
0-0.5h,root_endodermis,dna_damage_response,2330.282108460982
0-0.5h,root_endodermis,hormone_response_aba,2508.860142532808
0-0.5h,root_endodermis,hormone_response_auxin,2109.001973725779
0-0.5h,root_endodermis,hormone_response_cytokinin,1796.361503597725
0-0.5h,root_endodermis,hormone_response_ethylene,2401.0507881860335
0-0.5h,root_endodermis,hormone_response_ja,2221.5614501870477
0-0.5h,root_endodermis,hormone_response_sa,2487.794132554202
0-0.5h,root_endodermis,hypocotyl,2541.2038482136363
0-0.5h,root_endodermis,leaf_epidermis,451.1664784780085
0-0.5h,root_endodermis,leaf_mesophyll,2871.383820923683
0-0.5h,root_endodermis,leaf_vasculature,377.66969643699747
0-0.5h,root_endodermis,oxidative_stress,2702.9276657716327
0-0.5h,root_endodermis,root_columella,2384.5845296253538
0-0.5h,root_endodermis,root_cortex,2564.880297688883
0-0.5h,root_endodermis,root_endodermis,2611.7055442654055
0-0.5h,root_endodermis,root_epidermis,1509.5770182374729
0-0.5h,root_endodermis,root_lateral_root_cap,0.0
0-0.5h,root_endodermis,root_meristem,2031.0339292073725
0-0.5h,root_endodermis,root_pericycle,2682.627463467209
0-0.5h,root_endodermis,root_phloem,1817.9195211166636
0-0.5h,root_endodermis,root_stele,1544.7013181087425
0-0.5h,root_endodermis,root_xylem,2099.9744777361084
0-0.5h,root_endodermis,shoot_apical_meristem,2034.9391029144538
0-0.5h,root_epidermis,cotyledon,1199.539789220889
0-0.5h,root_epidermis,dna_damage_response,1306.9415814869215
0-0.5h,root_epidermis,hormone_response_aba,1492.568896987501
0-0.5h,root_epidermis,hormone_response_auxin,1105.545716198348
0-0.5h,root_epidermis,hormone_response_cytokinin,850.8417678998442
0-0.5h,root_epidermis,hormone_response_ethylene,1379.8690491484542
0-0.5h,root_epidermis,hormone_response_ja,1208.404857495039
0-0.5h,root_epidermis,hormone_response_sa,1464.1521473631296
0-0.5h,root_epidermis,hypocotyl,1526.674890340972
0-0.5h,root_epidermis,leaf_epidermis,138.92352489542927
0-0.5h,root_epidermis,leaf_mesophyll,1909.5314195550138
0-0.5h,root_epidermis,leaf_vasculature,115.46025863113742
0-0.5h,root_epidermis,oxidative_stress,1710.1500537069348
0-0.5h,root_epidermis,root_columella,1362.8806504000922
0-0.5h,root_epidermis,root_cortex,1545.2803402794975
0-0.5h,root_epidermis,root_endodermis,1602.1187928187053
0-0.5h,root_epidermis,root_epidermis,651.1523756196194
0-0.5h,root_epidermis,root_lateral_root_cap,0.0
0-0.5h,root_epidermis,root_meristem,1035.6307442509274
0-0.5h,root_epidermis,root_pericycle,1679.8944397770636
0-0.5h,root_epidermis,root_phloem,866.304920464778
0-0.5h,root_epidermis,root_stele,674.7476062150961
0-0.5h,root_epidermis,root_xylem,1095.6524076143448
0-0.5h,root_epidermis,shoot_apical_meristem,1040.6641101328473
0-0.5h,root_lateral_root_cap,cotyledon,0.0
0-0.5h,root_lateral_root_cap,dna_damage_response,0.0
0-0.5h,root_lateral_root_cap,hormone_response_aba,0.0
0-0.5h,root_lateral_root_cap,hormone_response_auxin,0.0
0-0.5h,root_lateral_root_cap,hormone_response_cytokinin,0.0
0-0.5h,root_lateral_root_cap,hormone_response_ethylene,0.0
0-0.5h,root_lateral_root_cap,hormone_response_ja,0.0
0-0.5h,root_lateral_root_cap,hormone_response_sa,0.0
0-0.5h,root_lateral_root_cap,hypocotyl,0.0
0-0.5h,root_lateral_root_cap,leaf_epidermis,0.0
0-0.5h,root_lateral_root_cap,leaf_mesophyll,0.0
0-0.5h,root_lateral_root_cap,leaf_vasculature,0.0
0-0.5h,root_lateral_root_cap,oxidative_stress,0.0
0-0.5h,root_lateral_root_cap,root_columella,0.0
0-0.5h,root_lateral_root_cap,root_cortex,0.0
0-0.5h,root_lateral_root_cap,root_endodermis,0.0
0-0.5h,root_lateral_root_cap,root_epidermis,0.0
0-0.5h,root_lateral_root_cap,root_lateral_root_cap,0.0
0-0.5h,root_lateral_root_cap,root_meristem,0.0
0-0.5h,root_lateral_root_cap,root_pericycle,0.0
0-0.5h,root_lateral_root_cap,root_phloem,0.0
0-0.5h,root_lateral_root_cap,root_stele,0.0
0-0.5h,root_lateral_root_cap,root_xylem,0.0
0-0.5h,root_lateral_root_cap,shoot_apical_meristem,0.0
0-0.5h,root_meristem,cotyledon,1627.6667874978461
0-0.5h,root_meristem,dna_damage_response,1745.567608317953
0-0.5h,root_meristem,hormone_response_aba,1939.803434113454
0-0.5h,root_meristem,hormone_response_auxin,1522.4279362941506
0-0.5h,root_meristem,hormone_response_cytokinin,1225.523653491647
0-0.5h,root_meristem,hormone_response_ethylene,1822.265926996653
0-0.5h,root_meristem,hormone_response_ja,1636.7138982316008
0-0.5h,root_meristem,hormone_response_sa,1912.3817241648735
0-0.5h,root_meristem,hypocotyl,1974.8312208728314
