Quality,Time,LR_pair,SignalStrength,n_samples,platform
gamma,12-30h,AT4G25820->AT4G34580,0.16876827193866956,16,microarray
gamma,12-30h,AT4G25820->AT2G20520,0.15038260137738532,16,microarray
gamma,12-30h,AT4G25980->AT4G16360,0.1346644849530409,16,microarray
gamma,12-30h,AT4G26010->AT4G40090,0.2245604300692965,16,microarray
gamma,12-30h,AT4G26010->AT5G49270,0.2435641605921055,16,microarray
gamma,12-30h,AT4G26010->AT4G26080,0.3042147196805603,16,microarray
gamma,12-30h,AT4G26010->AT1G64060,0.2506816710684703,16,microarray
gamma,12-30h,AT4G26140->AT1G54280,0.10665220887885604,16,microarray
gamma,12-30h,AT4G26790->AT1G32050,0.3089308312843162,16,microarray
gamma,12-30h,AT4G26790->AT1G03550,0.1644957794076506,16,microarray
gamma,12-30h,AT4G28780->AT4G35580,0.22601558893625684,16,microarray
gamma,12-30h,AT4G28850->AT4G34580,0.11014466228109576,16,microarray
gamma,12-30h,AT4G28850->AT2G20520,0.09814337113789166,16,microarray
gamma,12-30h,AT4G30610->AT5G10770,0.2332945543800178,16,microarray
gamma,12-30h,AT4G30610->AT4G39400,0.3588282977336891,16,microarray
gamma,12-30h,AT4G33220->AT3G54920,0.32458296641856516,16,microarray
gamma,12-30h,AT4G33420->AT4G27270,0.2886811129215927,16,microarray
gamma,12-30h,AT4G38700->AT4G38580,0.19571769931585065,16,microarray
gamma,12-30h,AT4G38700->AT2G21120,0.21746244858850827,16,microarray
gamma,12-30h,AT4G39010->AT3G16490,0.10678020382175338,16,microarray
gamma,12-30h,AT4G39640->AT5G22300,0.21918955688899389,16,microarray
gamma,12-30h,AT4G39640->AT3G63080,0.29238031361475303,16,microarray
gamma,12-30h,AT4G39650->AT5G22300,0.1042592665253992,16,microarray
gamma,12-30h,AT4G39650->AT3G63080,0.13909091298731935,16,microarray
gamma,12-30h,AT5G01190->AT5G15630,0.11956719609994146,16,microarray
gamma,12-30h,AT5G03260->AT4G35350,0.25604605221890536,16,microarray
gamma,12-30h,AT5G03340->AT3G09840,0.3304936932104011,16,microarray
gamma,12-30h,AT5G03340->AT4G16640,0.13364544932556,16,microarray
gamma,12-30h,AT5G03340->AT1G24140,0.13483244819214524,16,microarray
gamma,12-30h,AT5G03340->AT3G28860,0.2723340740182567,16,microarray
gamma,12-30h,AT5G03340->AT2G45040,0.1401647922835137,16,microarray
gamma,12-30h,AT5G03340->AT1G65590,0.19882981533058386,16,microarray
gamma,12-30h,AT5G03340->AT1G70170,0.19802455417795545,16,microarray
gamma,12-30h,AT5G03340->AT1G59970,0.18680044455445682,16,microarray
gamma,12-30h,AT5G03340->AT1G55350,0.2219353615310311,16,microarray
gamma,12-30h,AT5G03610->AT5G64080,0.29816335160861474,16,microarray
gamma,12-30h,AT5G04200->AT1G20850,0.24517103235064755,16,microarray
gamma,12-30h,AT5G04200->AT4G35350,0.21320966296629779,16,microarray
gamma,12-30h,AT5G04970->AT3G54920,0.18002967935450692,16,microarray
gamma,12-30h,AT5G05110->AT4G28280,0.14704966875128062,16,microarray
gamma,12-30h,AT5G05390->AT2G48130,0.16758620449951794,16,microarray
gamma,12-30h,AT5G05390->AT3G22600,0.20335801992767819,16,microarray
gamma,12-30h,AT5G05390->AT4G14815,0.0879923137850471,16,microarray
gamma,12-30h,AT5G06730->AT4G27270,0.12827039843764054,16,microarray
gamma,12-30h,AT5G06920->AT5G60490,0.10718847658341293,16,microarray
gamma,12-30h,AT5G06920->AT1G03870,0.20562760293637103,16,microarray
gamma,12-30h,AT5G06920->AT2G24450,0.07994935714802995,16,microarray
gamma,12-30h,AT5G06920->AT4G12730,0.18255155949622975,16,microarray
gamma,12-30h,AT5G06920->AT3G12660,0.07564095951145057,16,microarray
gamma,12-30h,AT5G06920->AT5G03170,0.13504592405454496,16,microarray
gamma,12-30h,AT5G07190->AT1G32090,0.12790288115967507,16,microarray
gamma,12-30h,AT5G07230->AT3G13220,0.06442355118533605,16,microarray
gamma,12-30h,AT5G07230->AT3G23870,0.07979671327513732,16,microarray
gamma,12-30h,AT5G07230->AT5G40260,0.07011123620070886,16,microarray
gamma,12-30h,AT5G07830->AT1G24140,0.1517363590533705,16,microarray
gamma,12-30h,AT5G07830->AT2G45040,0.15773686752540622,16,microarray
gamma,12-30h,AT5G07830->AT1G59970,0.21021497081946305,16,microarray
gamma,12-30h,AT5G07830->AT1G70170,0.22284491257766,16,microarray
gamma,12-30h,AT5G07830->AT4G16640,0.150400625767245,16,microarray
gamma,12-30h,AT5G08370->AT3G09840,0.37502888677794766,16,microarray
gamma,12-30h,AT5G08370->AT1G65590,0.22563622716236476,16,microarray
gamma,12-30h,AT5G08370->AT1G05590,0.17959971343377068,16,microarray
gamma,12-30h,AT5G08380->AT3G09840,0.33720596708067385,16,microarray
gamma,12-30h,AT5G08380->AT1G65590,0.20286995081647152,16,microarray
gamma,12-30h,AT5G08380->AT1G05590,0.1614759517768763,16,microarray
gamma,12-30h,AT5G08380->AT4G25830,0.25068777376046175,16,microarray
gamma,12-30h,AT5G09520->AT2G48130,0.27362808293403373,16,microarray
gamma,12-30h,AT5G09520->AT3G22600,0.3320098817387416,16,microarray
gamma,12-30h,AT5G09520->AT4G14815,0.14369447508135283,16,microarray
gamma,12-30h,AT5G09520->AT5G13900,0.2113543713202845,16,microarray
gamma,12-30h,AT5G09530->AT2G48130,0.3962102634484983,16,microarray
gamma,12-30h,AT5G09530->AT3G22600,0.4807046613481722,16,microarray
gamma,12-30h,AT5G09530->AT4G14815,0.2081082601176094,16,microarray
gamma,12-30h,AT5G09530->AT2G04780,0.44765314577591353,16,microarray
gamma,12-30h,AT5G09530->AT4G09030,0.376769446981249,16,microarray
gamma,12-30h,AT5G09530->AT3G22620,0.466570405135745,16,microarray
gamma,12-30h,AT5G09640->AT1G44120,0.06208788016196267,16,microarray
gamma,12-30h,AT5G09640->AT1G77460,0.10874401270354127,16,microarray
gamma,12-30h,AT5G10560->AT5G09870,0.3305658607135783,16,microarray
gamma,12-30h,AT5G10760->AT5G10380,0.09918754715582531,16,microarray
gamma,12-30h,AT5G10760->AT1G21250,0.06935015745205927,16,microarray
gamma,12-30h,AT5G10760->AT5G54610,0.06197179721064851,16,microarray
gamma,12-30h,AT5G10760->AT1G35710,0.0701736251625881,16,microarray
gamma,12-30h,AT5G10760->AT4G04490,0.05942424567475732,16,microarray
gamma,12-30h,AT5G10760->AT4G11890,0.07126077422220203,16,microarray
gamma,12-30h,AT5G10760->AT2G32680,0.070029179214392,16,microarray
gamma,12-30h,AT5G11920->AT5G58090,0.23023536247189316,16,microarray
gamma,12-30h,AT5G11920->AT4G31140,0.21968431283488402,16,microarray
gamma,12-30h,AT5G11920->AT1G66250,0.1720435223801725,16,microarray
gamma,12-30h,AT5G11920->AT1G11820,0.24043153551654756,16,microarray
gamma,12-30h,AT5G11920->AT2G01630,0.14329536236150703,16,microarray
gamma,12-30h,AT5G11920->AT3G13560,0.19506133229861541,16,microarray
gamma,12-30h,AT5G12370->AT2G31680,0.2531601307984495,16,microarray
gamma,12-30h,AT5G12370->AT3G53610,0.30910865923367975,16,microarray
gamma,12-30h,AT5G12370->AT4G35020,0.3034059285805474,16,microarray
gamma,12-30h,AT5G12370->AT4G19640,0.3836145501362351,16,microarray
gamma,12-30h,AT5G12370->AT3G11820,0.2932699841097647,16,microarray
gamma,12-30h,AT5G12370->AT2G38120,0.36131148957473186,16,microarray
gamma,12-30h,AT5G12370->AT3G09900,0.29753528699257203,16,microarray
gamma,12-30h,AT5G12370->AT3G54840,0.3321469231602373,16,microarray
gamma,12-30h,AT5G12370->AT5G03520,0.35151264914298264,16,microarray
gamma,12-30h,AT5G12370->AT1G16920,0.34473431295738105,16,microarray
gamma,12-30h,AT5G12370->AT1G17140,0.23324642996947387,16,microarray
gamma,12-30h,AT5G12370->AT3G46060,0.32496291205824757,16,microarray
gamma,12-30h,AT5G12990->AT3G55950,0.0904410410751249,16,microarray
gamma,12-30h,AT5G12990->AT1G65380,0.09331936758744534,16,microarray
gamma,12-30h,AT5G12990->AT1G75820,0.1362497104654187,16,microarray
gamma,12-30h,AT5G12990->AT5G61480,0.10844997651060484,16,microarray
gamma,12-30h,AT5G12990->AT3G59420,0.09239704013532869,16,microarray
gamma,12-30h,AT5G12990->AT3G02130,0.12117355931145488,16,microarray
gamma,12-30h,AT5G12990->AT5G13290,0.10290553770384274,16,microarray
gamma,12-30h,AT5G14450->AT5G64080,0.2366486744615683,16,microarray
gamma,12-30h,AT5G15180->AT1G63430,0.18889818598401648,16,microarray
gamma,12-30h,AT5G15180->AT2G42960,0.13677048390603666,16,microarray
gamma,12-30h,AT5G17820->AT4G40090,0.2616657950854486,16,microarray
gamma,12-30h,AT5G19730->AT3G54920,0.23444047927272116,16,microarray
gamma,12-30h,AT5G19890->AT2G25680,0.09398670219990045,16,microarray
gamma,12-30h,AT5G21100->AT1G70530,0.27289692522513564,16,microarray
gamma,12-30h,AT5G22410->AT4G40090,0.1545671155073377,16,microarray
gamma,12-30h,AT5G22410->AT5G49270,0.16765091407240856,16,microarray
gamma,12-30h,AT5G22410->AT2G20520,0.1191729923460819,16,microarray
gamma,12-30h,AT5G22960->AT4G18780,0.11057461591711731,16,microarray
gamma,12-30h,AT5G22960->AT5G44030,0.11899297436684013,16,microarray
gamma,12-30h,AT5G22980->AT4G18780,0.14230666849931853,16,microarray
gamma,12-30h,AT5G22980->AT5G44030,0.15313964158454924,16,microarray
gamma,12-30h,AT5G23210->AT1G08230,0.2429361661492248,16,microarray
gamma,12-30h,AT5G23870->AT1G18280,0.11075346871970053,16,microarray
gamma,12-30h,AT5G24090->AT3G02210,0.1868628570147695,16,microarray
gamma,12-30h,AT5G24090->AT1G65590,0.20214489865410884,16,microarray
gamma,12-30h,AT5G24090->AT1G05590,0.16089873320303158,16,microarray
gamma,12-30h,AT5G34940->AT1G24140,0.1630179755019528,16,microarray
gamma,12-30h,AT5G34940->AT1G70170,0.23940927794211714,16,microarray
gamma,12-30h,AT5G34940->AT2G45040,0.16946437558955652,16,microarray
gamma,12-30h,AT5G34940->AT4G16640,0.1615829862080126,16,microarray
gamma,12-30h,AT5G34940->AT1G59970,0.22584123711798312,16,microarray
gamma,12-30h,AT5G37180->AT1G06490,0.10523753928878339,16,microarray
gamma,12-30h,AT5G37180->AT1G09960,0.14343331854247088,16,microarray
gamma,12-30h,AT5G38440->AT5G10530,0.06362729566037253,16,microarray
gamma,12-30h,AT5G39130->AT5G42100,0.13236323663828328,16,microarray
gamma,12-30h,AT5G39580->AT4G38830,0.12417378140733647,16,microarray
gamma,12-30h,AT5G39580->AT2G35980,0.1574536834043963,16,microarray
gamma,12-30h,AT5G42180->AT2G36100,0.36715089170387477,16,microarray
gamma,12-30h,AT5G44360->AT5G10770,0.09841004101111508,16,microarray
gamma,12-30h,AT5G44360->AT5G64440,0.12809137643089843,16,microarray
gamma,12-30h,AT5G44380->AT5G64440,0.3463051472362745,16,microarray
gamma,12-30h,AT5G44390->AT5G64440,0.1471433639327845,16,microarray
gamma,12-30h,AT5G44400->AT5G64440,0.2161537135408298,16,microarray
gamma,12-30h,AT5G45280->AT1G18280,0.1964989068913841,16,microarray
gamma,12-30h,AT5G45670->AT1G29510,0.24781565740007286,16,microarray
gamma,12-30h,AT5G45670->AT1G18280,0.16852956743823333,16,microarray
gamma,12-30h,AT5G45950->AT1G55260,0.3896871662554068,16,microarray
gamma,12-30h,AT5G48540->AT4G19370,0.16593388276498794,16,microarray
gamma,12-30h,AT5G48540->AT1G07560,0.18641278627068292,16,microarray
gamma,12-30h,AT5G48540->AT1G51800,0.1809392392940461,16,microarray
gamma,12-30h,AT5G49180->AT3G54920,0.14362222824734305,16,microarray
gamma,12-30h,AT5G49360->AT5G21170,0.4634206551162341,16,microarray
gamma,12-30h,AT5G49680->AT2G23130,0.1407215264337161,16,microarray
gamma,12-30h,AT5G51490->AT3G54920,0.19076568913701644,16,microarray
gamma,12-30h,AT5G51500->AT3G54920,0.22546174627308907,16,microarray
gamma,12-30h,AT5G51890->AT1G20850,0.3851529858724256,16,microarray
gamma,12-30h,AT5G53470->AT3G60720,0.17176106003118896,16,microarray
gamma,12-30h,AT5G53470->AT3G15730,0.3251701058135068,16,microarray
gamma,12-30h,AT5G53470->AT1G53910,0.297030486049666,16,microarray
gamma,12-30h,AT5G55590->AT3G54920,0.17448250003116528,16,microarray
gamma,12-30h,AT5G56320->AT3G20190,0.08936380170245073,16,microarray
gamma,12-30h,AT5G56870->AT5G21170,0.4450009398307346,16,microarray
gamma,12-30h,AT5G57530->AT5G49270,0.16838133391654586,16,microarray
gamma,12-30h,AT5G57530->AT4G40090,0.15524056047229234,16,microarray
gamma,12-30h,AT5G57530->AT2G20520,0.11969228475091354,16,microarray
gamma,12-30h,AT5G57540->AT5G49270,0.1586727853420105,16,microarray
gamma,12-30h,AT5G57540->AT2G20520,0.11278999673258591,16,microarray
gamma,12-30h,AT5G58480->AT2G35980,0.18067481457783807,16,microarray
gamma,12-30h,AT5G58480->AT4G26540,0.18569989675051626,16,microarray
gamma,12-30h,AT5G58650->AT5G53890,0.20686544056036948,16,microarray
gamma,12-30h,AT5G58650->AT1G72300,0.2619888195202055,16,microarray
gamma,12-30h,AT5G58650->AT2G02220,0.22996831229275352,16,microarray
gamma,12-30h,AT5G59090->AT1G61590,0.29218282481199365,16,microarray
gamma,12-30h,AT5G59090->AT2G32270,0.2977426516123265,16,microarray
gamma,12-30h,AT5G59090->AT3G22600,0.4240118290432462,16,microarray
gamma,12-30h,AT5G59305->AT5G61480,0.11076618106336696,16,microarray
gamma,12-30h,AT5G60020->AT5G15630,0.1901853323377261,16,microarray
gamma,12-30h,AT5G60020->AT4G18780,0.2021989048892408,16,microarray
gamma,12-30h,AT5G60020->AT5G44030,0.21758780913726594,16,microarray
gamma,12-30h,AT5G60020->AT5G03170,0.23746861638183542,16,microarray
gamma,12-30h,AT5G60020->AT5G17420,0.2068360960729864,16,microarray
gamma,12-30h,AT5G60640->AT3G63080,0.3462132744694313,16,microarray
gamma,12-30h,AT5G61250->AT1G24140,0.11542340683315802,16,microarray
gamma,12-30h,AT5G61250->AT2G45040,0.11998846551172782,16,microarray
gamma,12-30h,AT5G61250->AT1G59970,0.15991461006878854,16,microarray
gamma,12-30h,AT5G61250->AT1G70170,0.16952416477884044,16,microarray
gamma,12-30h,AT5G61250->AT4G16640,0.11440720726976342,16,microarray
gamma,12-30h,AT5G63800->AT5G09870,0.3181463181894871,16,microarray
gamma,12-30h,AT5G63800->AT2G35620,0.2524374476877871,16,microarray
gamma,12-30h,AT5G64720->AT1G31820,0.0941158735676148,16,microarray
gamma,12-30h,AT5G65730->AT1G11820,0.42243048792996074,16,microarray
gamma,12-30h,AT5G65870->AT5G53890,0.14601380885401039,16,microarray
gamma,12-30h,AT5G65870->AT2G02220,0.16232443928116308,16,microarray
gamma,12-30h,AT5G66815->AT5G49660,0.1441169065206696,16,microarray
gamma,12-30h,AT5G66815->AT1G72180,0.15304463317565858,16,microarray
gamma,12-30h,AT5G67070->AT1G55910,0.31818336896974586,16,microarray
gamma,12-30h,AT5G67400->AT4G40090,0.20550801040951627,16,microarray
gamma,12-30h,AT5G67400->AT1G70460,0.1804935349522399,16,microarray
gamma,12-30h,AT5G67400->AT3G60280,0.15260265276529458,16,microarray
gamma,12-30h,AT5G67400->AT4G34580,0.17782718044683257,16,microarray
gamma,12-30h,AT5G67400->AT2G20520,0.15845515365594953,16,microarray
gamma,12-30h,AT5G67400->AT4G29180,0.191557578022669,16,microarray
gamma,12-30h,AT1G14700->AT1G07550,0.14261627197764004,16,microarray
gamma,12-30h,AT1G14700->AT1G12460,0.24786515186112434,16,microarray
gamma,12-30h,AT1G14700->AT2G28960,0.20101527949858294,16,microarray
gamma,12-30h,AT1G14700->AT4G31250,0.24684569054380023,16,microarray
gamma,12-30h,AT1G14700->AT5G16900,0.1596941145538849,16,microarray
gamma,12-30h,AT1G69970->AT5G59650,0.08854650468217728,16,microarray
gamma,12-30h,AT1G14700->AT5G65710,0.2636878752208424,16,microarray
gamma,12-30h,AT4G22212->AT4G35580,0.27775338730262544,16,microarray
gamma,12-30h,AT1G75880->AT4G35580,0.13996493052073297,16,microarray
gamma,12-30h,AT5G67210->AT4G35580,0.15348184578506244,16,microarray
gamma,12-30h,AT5G44420->AT4G35580,0.14094881926363928,16,microarray
gamma,12-30h,AT1G16950->AT4G35580,0.1220631279955657,16,microarray
gamma,12-30h,AT1G14700->AT2G23200,0.1833428481360982,16,microarray
gamma,12-30h,AT1G14700->AT2G41820,0.24732937185511877,16,microarray
gamma,12-30h,AT1G14700->AT4G37220,0.26240708848183436,16,microarray
gamma,12-30h,AT1G14700->AT2G19130,0.2678857695043533,16,microarray
gamma,12-30h,AT1G14700->AT1G61370,0.2373910715701898,16,microarray
gamma,12-30h,AT1G69970->AT2G26180,0.1148253289896814,16,microarray
gamma,12-30h,AT1G06225->AT2G26180,0.09045253419857094,16,microarray
gamma,12-30h,AT3G22060->AT2G26180,0.18291343837944773,16,microarray
gamma,12-30h,AT1G14700->AT5G53130,0.3098427097142742,16,microarray
gamma,12-30h,AT1G14700->AT2G23980,0.27582108867024724,16,microarray
gamma,12-30h,AT1G14700->AT4G34460,0.33904038181059626,16,microarray
gamma,12-30h,AT1G06225->AT1G31812,0.18919363403410455,16,microarray
gamma,12-30h,AT1G14700->AT4G23210,0.14762967998397947,16,microarray
gamma,12-30h,AT1G14700->AT5G12480,0.2340103454054259,16,microarray
gamma,12-30h,AT1G14700->AT1G77380,0.20176486863852322,16,microarray
gamma,12-30h,AT2G05380->AT1G21250,0.21402114153897434,16,microarray
gamma,12-30h,AT3G14210->AT4G26090,0.20160717848501802,16,microarray
gamma,12-30h,AT1G14700->AT1G44100,0.2870599253778136,16,microarray
gamma,12-30h,AT1G14700->AT4G23270,0.27480403562410277,16,microarray
gamma,12-30h,AT1G14700->AT5G49760,0.3266768662925381,16,microarray
gamma,12-30h,AT1G14700->AT1G69850,0.27851773155103,16,microarray
gamma,12-30h,AT1G14700->AT4G23220,0.154070401133454,16,microarray
gamma,12-30h,AT1G14700->AT4G10850,0.15424243845142988,16,microarray
gamma,12-30h,AT1G14700->AT5G57940,0.32332011913074965,16,microarray
gamma,12-30h,AT1G14700->AT1G79670,0.25583048788058044,16,microarray
gamma,12-30h,AT1G14700->AT2G23450,0.3025420221707722,16,microarray
gamma,12-30h,AT2G45220->AT5G08080,0.33326914789314754,16,microarray
gamma,12-30h,AT1G14700->AT1G70300,0.3297272755356222,16,microarray
gamma,12-30h,AT2G01880->AT5G67130,0.18481625245556133,16,microarray
gamma,12-30h,AT1G14700->AT5G05170,0.4192914778484284,16,microarray
gamma,12-30h,AT1G14700->AT5G12420,0.31923848781339015,16,microarray
gamma,12-30h,AT1G14700->AT5G48380,0.3420009280889902,16,microarray
gamma,12-30h,AT2G01890->AT4G23640,0.30282344423286994,16,microarray
gamma,12-30h,AT1G14700->AT5G24010,0.2335972531708383,16,microarray
gamma,12-30h,AT1G14700->AT5G16590,0.34634603470058967,16,microarray
gamma,12-30h,AT1G14700->AT5G59700,0.20160564524081775,16,microarray
gamma,12-30h,AT1G69970->AT5G06320,0.17721717094540224,16,microarray
gamma,12-30h,AT1G06225->AT5G06320,0.1396072843029056,16,microarray
gamma,12-30h,AT3G50220->AT5G06320,0.1856470513560558,16,microarray
gamma,12-30h,AT1G14700->AT3G17690,0.170617059796871,16,microarray
gamma,12-30h,AT1G14700->AT3G20190,0.15189558640650247,16,microarray
gamma,12-30h,AT2G05520->AT1G21230,0.19278748906306348,16,microarray
gamma,12-30h,AT1G14700->AT1G24400,0.1949585467192253,16,microarray
gamma,12-30h,AT1G14700->AT5G49770,0.16994906286204323,16,microarray
gamma,12-30h,AT1G14700->AT5G10530,0.16053526509458776,16,microarray
gamma,12-30h,AT1G14700->AT5G01540,0.17949260335380066,16,microarray
gamma,12-30h,AT1G14700->AT3G45430,0.19912363354774418,16,microarray
gamma,12-30h,AT1G06225->AT3G48890,0.13347090546476367,16,microarray
gamma,12-30h,AT1G14700->AT3G49190,0.21837775023758293,16,microarray
gamma,12-30h,AT1G14700->AT3G02880,0.3786466926297421,16,microarray
gamma,12-30h,AT1G14700->AT1G18880,0.345876408868636,16,microarray
gamma,12-30h,AT1G14700->AT3G05360,0.1820158597367973,16,microarray
gamma,12-30h,AT1G14700->AT4G20390,0.3423844948075625,16,microarray
gamma,12-30h,AT1G14700->AT1G61610,0.14227967228762295,16,microarray
gamma,12-30h,AT1G05260->AT2G01950,0.2680950938003932,16,microarray
gamma,12-30h,AT5G15230->AT2G01950,0.37003865251037493,16,microarray
gamma,12-30h,AT2G28100->AT2G01950,0.18454842957910556,16,microarray
gamma,12-30h,AT5G14920->AT2G01950,0.2750929873534356,16,microarray
gamma,12-30h,AT3G14220->AT2G01950,0.29248099970913916,16,microarray
gamma,12-30h,AT1G13750->AT2G01950,0.16156060744722256,16,microarray
gamma,12-30h,AT4G21960->AT2G01950,0.37888184804659275,16,microarray
gamma,12-30h,AT4G36360->AT2G01950,0.30432230311710656,16,microarray
gamma,12-30h,AT3G13750->AT2G01950,0.3543373629521235,16,microarray
gamma,12-30h,AT4G28250->AT3G11820,0.26906728531553237,16,microarray
gamma,12-30h,AT1G14700->AT2G39060,0.1474114703504059,16,microarray
gamma,12-30h,AT2G03670->AT4G34460,0.22613614638830565,16,microarray
gamma,12-30h,AT5G03260->AT4G01010,0.16339717929452502,16,microarray
gamma,12-30h,AT5G04200->AT3G09840,0.28822646813651365,16,microarray
gamma,12-30h,AT5G04200->AT1G04750,0.2490058002828498,16,microarray
gamma,12-30h,AT5G04200->AT2G18960,0.2982183584946958,16,microarray
gamma,12-30h,AT5G04200->AT3G61260,0.27227645270699,16,microarray
gamma,12-30h,AT3G13790->AT4G34460,0.38474229106707103,16,microarray
gamma,12-30h,AT5G64120->AT3G26090,0.2491725502528143,16,microarray
gamma,12-30h,AT5G57560->AT3G26090,0.29040552997552205,16,microarray
gamma,12-30h,AT5G51890->AT3G26090,0.2468365018574892,16,microarray
gamma,12-30h,AT5G14180->AT3G26090,0.12286579079923127,16,microarray
gamma,12-30h,AT4G08950->AT3G26090,0.2835908824469013,16,microarray
gamma,12-30h,AT4G08770->AT3G26090,0.18454827306269952,16,microarray
gamma,12-30h,AT3G14210->AT3G26090,0.24012884329701023,16,microarray
gamma,12-30h,AT3G01610->AT3G26090,0.15975569733189937,16,microarray
gamma,12-30h,AT1G78670->AT3G26090,0.2435933985851621,16,microarray
gamma,12-30h,AT2G06850->AT2G26300,0.4117762223140413,16,microarray
gamma,12-30h,AT1G69970->AT5G16590,0.17279069098602115,16,microarray
gamma,12-30h,AT4G28780->AT5G43980,0.17545039113802893,16,microarray
gamma,12-30h,AT5G49360->AT5G43980,0.25993131781858003,16,microarray
gamma,12-30h,AT5G07530->AT3G21630,0.16570524611866058,16,microarray
gamma,12-30h,AT5G48485->AT3G21630,0.33580986419174574,16,microarray
gamma,12-30h,AT3G10380->AT2G45960,0.49415268344016083,16,microarray
gamma,12-30h,AT4G02350->AT2G45960,0.43912946227906735,16,microarray
gamma,12-30h,AT4G12420->AT2G45960,0.6283761207767877,16,microarray
gamma,12-30h,AT5G12370->AT2G45960,0.4607171648381519,16,microarray
gamma,12-30h,AT3G10380->AT3G53420,0.49926742910129945,16,microarray
gamma,12-30h,AT4G12420->AT3G53420,0.6348772176462459,16,microarray
gamma,12-30h,AT5G17820->AT3G53420,0.5344045613122381,16,microarray
gamma,12-30h,AT3G12490->AT1G02680,0.28301646651735207,16,microarray
gamma,12-30h,AT5G20340->AT1G04750,0.17151610531079856,16,microarray
gamma,12-30h,AT5G63140->AT1G07430,0.12632050983436166,16,microarray
gamma,12-30h,AT4G13090->AT1G15520,0.08336605123576228,16,microarray
gamma,12-30h,AT5G20340->AT1G27320,0.14825813303452956,16,microarray
gamma,12-30h,AT4G29360->AT1G32090,0.17094714880690248,16,microarray
gamma,12-30h,AT5G20340->AT1G35350,0.12646607909359286,16,microarray
gamma,12-30h,AT5G24090->AT1G35350,0.21406243414829013,16,microarray
gamma,12-30h,AT2G14620->AT1G04750,0.1819446021993891,16,microarray
gamma,12-30h,AT2G15230->AT1G04750,0.36634496141948547,16,microarray
gamma,12-30h,AT5G24090->AT2G32670,0.13534074352157,16,microarray
gamma,12-30h,AT5G14180->AT2G45960,0.2515560158111311,16,microarray
gamma,12-30h,AT5G24090->AT3G13900,0.1370418562998364,16,microarray
gamma,12-30h,AT3G23730->AT2G13680,0.1707877523433671,16,microarray
gamma,12-30h,AT4G29360->AT3G45780,0.23745930674504562,16,microarray
gamma,12-30h,AT5G20340->AT4G04340,0.1662722344195257,16,microarray
gamma,12-30h,AT5G14180->AT4G36490,0.07908160709168904,16,microarray
gamma,12-30h,AT4G39640->AT3G54820,0.23749300192084222,16,microarray
gamma,12-30h,AT5G14180->AT2G32670,0.09078734445223993,16,microarray
gamma,12-30h,AT5G14180->AT3G47960,0.150298929436456,16,microarray
gamma,12-30h,AT5G20340->AT1G47830,0.14929334226810925,16,microarray
gamma,12-30h,AT5G24090->AT2G26300,0.22535874488553526,16,microarray
gamma,12-30h,AT5G24090->AT4G34460,0.2612596076546182,16,microarray
gamma,12-30h,AT3G19020->AT2G38940,0.06343752444967199,16,microarray
gamma,12-30h,AT2G06850->AT2G46710,0.45920846940427984,16,microarray
gamma,12-30h,AT2G06850->AT2G47160,0.37155021493367335,16,microarray
gamma,12-30h,AT2G06850->AT4G19640,0.5702264194926361,16,microarray
gamma,12-30h,AT2G15230->AT2G46710,0.3171997955888005,16,microarray
gamma,12-30h,AT3G12490->AT5G26340,0.3272171484779195,16,microarray
gamma,12-30h,AT3G57240->AT5G47510,0.06634308218551772,16,microarray
gamma,12-30h,AT3G12490->AT4G36750,0.3323882225277431,16,microarray
gamma,12-30h,AT4G39640->AT5G26340,0.2809485019911475,16,microarray
gamma,12-30h,AT2G14610->AT5G01410,0.2272828737379273,16,microarray
gamma,12-30h,AT5G24090->AT5G26340,0.23299975420615782,16,microarray
gamma,12-30h,AT1G78580->AT3G54840,0.26611021565372783,16,microarray
gamma,12-30h,AT3G53230->AT5G01410,0.3555759563196154,16,microarray
gamma,12-30h,AT5G03340->AT5G01410,0.31475009207608534,16,microarray
gamma,12-30h,AT2G28950->AT1G47830,0.36671219876643046,16,microarray
gamma,12-30h,AT1G53940->AT5G06970,0.16414208838926042,16,microarray
gamma,12-30h,AT1G54030->AT5G61130,0.3543989891792996,16,microarray
gamma,12-30h,AT1G01900->AT4G35350,0.2314769214118199,16,microarray
gamma,12-30h,AT1G01900->AT1G20850,0.26617423655101047,16,microarray
gamma,12-30h,AT5G03340->AT5G10450,0.3550057104929973,16,microarray
gamma,12-30h,AT3G53230->AT5G10450,0.40104607750009247,16,microarray
gamma,12-30h,AT5G03340->AT5G12110,0.23727942531908125,16,microarray
gamma,12-30h,AT3G53230->AT5G12110,0.26806565734217,16,microarray
gamma,12-30h,AT5G60640->AT3G09840,0.4796754484365016,16,microarray
gamma,12-30h,AT1G53940->AT3G01390,0.17665297453287132,16,microarray
gamma,12-30h,AT4G30020->AT1G20850,0.3336383323458115,16,microarray
gamma,12-30h,AT4G30020->AT4G35350,0.29015523238713714,16,microarray
gamma,12-30h,AT5G64260->AT4G35350,0.41219083338177614,16,microarray
gamma,12-30h,AT5G09440->AT4G35350,0.32734574095496577,16,microarray
gamma,12-30h,AT5G64260->AT1G20850,0.47393347682790404,16,microarray
gamma,12-30h,AT5G09440->AT1G20850,0.3763952789334034,16,microarray
gamma,12-30h,AT3G50610->AT1G72180,0.1503429941402476,16,microarray
gamma,12-30h,AT3G50610->AT5G49660,0.14157279181963936,16,microarray
