RRI,RRI_latent,RRI_pathway,RRI_module,latent_distance,TimePostExposure_h,StudyID,RadiationQuality,AbsorbedDose_Gy,IsControl
0.7853572917157715,0.7449321501758505,0.971556021719089,0.6800088447922961,3.1828685624723985,,OSD-251,,,False
0.7153864509668588,0.5932660281178636,0.9716408571764398,0.7033728904552687,4.238244077702038,,OSD-251,,,False
0.7745993966517406,0.7402064483798402,0.9592496833273816,0.6587350065199002,3.2170792893302234,,OSD-251,,,False
0.7135797715574634,0.6180501510394046,0.9668742325978879,0.6513445515531567,4.068743559667542,,OSD-251,,,False
0.7852628052939499,0.7098993438095266,0.9712303345015796,0.7500221990551663,3.4333493066325302,,OSD-251,,,False
0.8152637444655679,0.7867110804565908,0.976976031178785,0.7106567857703052,2.8728560123854465,,OSD-251,,,False
0.748813993432628,0.6622411945838299,0.9732808265827814,0.6974927579800708,3.7654656448526267,,OSD-251,,,False
0.7172057058635003,0.6312278088392328,0.9660724402798943,0.6402947654956413,3.978548356069207,,OSD-251,,,False
0.6826004318591208,0.5437497780410984,0.9649252284847786,0.6779769428695079,4.578334110641523,,OSD-251,,,False
0.7527024735618477,0.6858574161860023,0.9715409388433374,0.6675541230320488,3.601835734017153,,OSD-251,,,False
0.6826138144590094,0.5375518535821467,0.9720990588973394,0.6832524917744047,4.621206332074506,,OSD-251,,,False
0.7301418725585984,0.6793560597027746,0.9673923232381586,0.5944630475906859,3.6470394376440916,,OSD-251,,,False
0.7839489931865422,0.738435352823567,0.9758792227617369,0.683046044337298,3.2298631894738157,,OSD-251,,,False
0.8028636873917527,0.7676911919206113,0.9725471641473492,0.7035252015784392,3.0158392363259003,,OSD-251,,,False
0.6869787802666376,0.5529575056020795,0.9693078622453756,0.672692247617016,4.514801571924205,,OSD-251,,,False
0.806637673739278,0.8228300960014904,0.9705682371350385,0.6103222658190923,2.590165136649497,,OSD-251,,,False
0.6880831727983405,0.5563425329030223,0.9724712212602928,0.667176404127025,4.491488122985829,,OSD-251,,,False
0.7710103775993589,0.728741501788052,0.9706761590383296,0.655882347783002,3.299491820292306,,OSD-251,,,False
0.7435704954758415,0.6473587378624863,0.9687656677237472,0.7107988384546463,3.867907196694944,,OSD-251,,,False
0.7208805078798172,0.6053048214407348,0.9689522131002397,0.7039601755375596,4.1559070830127105,,OSD-251,,,False
0.8406398413455973,0.8502253803897173,0.9723007281542241,0.6898078764487304,2.3626610805924115,,OSD-314,spaceflight-LEO,,False
0.7790927724333716,0.7069783071973221,0.9710739625150986,0.7313405128237436,3.4539458581952998,,OSD-314,spaceflight-LEO,,False
0.7198751287991937,0.6117106332671689,0.9725934524374101,0.683485796225027,4.112102549082242,,OSD-314,spaceflight-LEO,,False
0.765285524125845,0.7593246207457078,0.966926154248554,0.5755667007634107,3.0777086551167394,,OSD-314,spaceflight-LEO,,False
0.7435153980031238,0.7072230525623674,0.9714037100381421,0.5882117768496181,3.4522215929722515,,OSD-314,spaceflight-LEO,,False
0.6160433304020557,0.4628936557606253,0.9714556099610231,0.5669304001259493,5.147804732558607,,OSD-314,spaceflight-LEO,,False
0.7453919076747857,0.6378936321756705,0.9719445688639569,0.7338357974838448,3.93286706542008,,OSD-314,spaceflight-LEO,,False
0.7840980917913122,0.700263095876838,0.9738463827701106,0.7620197926414621,3.501155300358652,,OSD-314,spaceflight-LEO,,False
0.7947372493684994,0.7255058915319704,0.9757920570893347,0.7521451573207224,3.322610375569204,,OSD-314,spaceflight-LEO,,False
0.7109133107028262,0.6400508091003875,0.9656146596304991,0.5979369649800303,3.918072899254052,,OSD-314,spaceflight-LEO,,False
0.6633257421425296,0.5501845375926339,0.9703670253674008,0.5825668680174497,4.533916173020543,,OSD-314,spaceflight-LEO,,False
0.6875696234811363,0.6038312753165551,0.9685779809780086,0.5740379623134264,4.165983466946763,,OSD-314,spaceflight-LEO,,False
0.67343223172404,0.5980268883331952,0.9704711179018841,0.5272040323278857,4.205678191602016,,OSD-314,spaceflight-LEO,,False
0.726370767213086,0.6547962790070114,0.976862085576594,0.6190284252617272,3.8167644506197,,OSD-314,spaceflight-LEO,,False
