Module,ME_name,Classification,n_genes,n_hubs,Time_rho,Time_pvalue,Dose_rho,LET_rho
blue,MEblue,early-response,739,525,-0.65761398074043,3.48542163150393e-10,-0.0029483556119136,0.0021264982914642
turquoise,MEturquoise,sustained,1212,894,-0.0272854027912181,0.820023587846557,-0.0156852518553805,0.0148854880402495
grey,MEgrey,DDR-core,49,29,0.138410815589302,0.246256117841676,-0.041512847015744,0.0425299658292843
