"Gene","Module","kME_MEblue","kME_MEturquoise","kME_MEgrey","IsHub"
"AT1G78370","turquoise",-0.00575599717023603,0.783072866422278,0.0160782043861342,TRUE
"AT5G52310","turquoise",0.153289600617403,0.303267091131262,0.00170428966493022,FALSE
"AT5G24280","grey",0.0787355998449766,-0.00673682179600678,0.936386072977658,TRUE
"AT5G61790","turquoise",0.124220207087273,0.79882950672069,-0.0836066628078976,TRUE
"AT2G34480","turquoise",0.315293588012091,0.939256543829185,-0.108849443694128,TRUE
"ATCG00420","turquoise",0.269535018329153,0.365489742105602,-0.655347610778828,FALSE
"AT4G33150","blue",0.801305550196154,0.0595215126374687,-0.104347546466011,TRUE
"AT2G30950","blue",0.73149398675156,0.718695736060197,0.293362917229404,TRUE
"AT4G39090","blue",0.841372435526401,0.283458743327545,0.067592771239308,TRUE
"AT5G53300","blue",0.827905555894943,0.466046578947619,0.0142454036068306,TRUE
"AT4G15530","blue",0.718663579651425,0.16232555148241,0.274036915557271,TRUE
"AT2G36830","turquoise",0.515820953115956,0.77857096919416,-0.322978969708663,TRUE
"AT4G20260","blue",0.718438484790019,0.429995498102772,0.00987201749308637,TRUE
"ATCG00440","grey",0.0568690660918281,0.202844257227736,-0.790314411839898,TRUE
"AT1G68560","turquoise",0.404688404398997,0.728599909962056,-0.121358286706541,TRUE
"AT2G01250","turquoise",0.291433532703068,0.933661328702811,-0.0920959547237765,TRUE
"AT2G21790","grey",0.176249276480803,0.252717216541257,0.889510579458486,TRUE
"AT1G08260","grey",0.216882386071928,0.113192378823217,0.897564112986827,TRUE
"AT4G26850","turquoise",-0.158273843977105,0.397163804746286,0.220207087272493,FALSE
"AT3G45780","turquoise",0.546080133770661,0.65367547752267,-0.149527300791048,FALSE
"AT4G15560","turquoise",0.712586018393466,0.667213325615795,0.071065663386713,FALSE
"AT5G48020","grey",0.234999035307737,0.168467425557914,0.940349861727442,TRUE
"AT3G60245","turquoise",0.24326323236221,0.862885072995048,-0.165283941089459,TRUE
"AT3G51600","blue",0.572030355649881,0.38092481831629,0.0791690783973246,FALSE
"AT3G48990","blue",0.878448774840826,0.179079040452762,0.240787188886745,TRUE
"AT4G18480","turquoise",0.241655411923596,0.944272943597659,0.0318348446845456,TRUE
"AT1G62380","blue",0.42854845970802,0.278152935880121,0.270049520869509,FALSE
"AT3G04400","turquoise",0.297189529873304,0.890250176860248,-0.0314168113705061,TRUE
"AT4G08950","blue",0.796096211975047,0.223197633288314,0.283137179239823,TRUE
"AT5G20700","turquoise",-0.172615602289536,0.560357579265548,0.335519969129848,FALSE
"AT1G53240","turquoise",0.15650524149463,0.935429931185285,0.0636696893690913,TRUE
"AT2G39010","blue",0.768152292751946,0.48723390571741,-0.142742298540099,TRUE
"AT3G12120","blue",0.796713588629422,0.49899108458012,0.0171395036623943,TRUE
"AT1G70600","turquoise",0.155829956910412,0.898803781593672,-0.205382982828478,TRUE
"AT3G01120","turquoise",0.192327480866937,0.875683323686411,0.125699401890797,TRUE
"AT4G31700","turquoise",0.19776191394945,0.919448196025468,-0.0994276159238536,TRUE
"AT2G15620","turquoise",0.405878191523571,0.746285934786803,0.0525435719338864,TRUE
"AT5G61410","turquoise",0.636954144961091,0.681651553154544,0.111261174352048,FALSE
"AT1G08930","blue",0.83201492057367,0.0999742748729822,0.0753103093446524,TRUE
"AT1G23390","blue",0.607058445291105,0.361122276757025,-0.33626497311204,FALSE
"AT1G12780","blue",0.83109574735399,0.00692981751034184,-0.095924109667516,TRUE
"AT4G14960","turquoise",0.263971959611551,0.938452633609879,-0.111775676892405,TRUE
"AT1G03090","blue",0.832939399293613,-0.0414194523981304,-0.027768398405113,TRUE
"AT1G58290","turquoise",0.396745771432246,0.603704418290565,0.0274294166827449,FALSE
"AT5G42980","turquoise",0.391137622509444,0.857248514791631,0.33780578981886,TRUE
"AT2G37170","blue",0.587143867772847,0.302398868094411,-0.365907775419641,FALSE
"AT1G10960","turquoise",0.294231140266255,0.867676377902116,0.0319634703196347,TRUE
"AT4G27090","turquoise",0.465130113930024,0.865303759946284,-0.0750858181082378,TRUE
"AT1G17290","blue",0.722908225609364,0.279246253778378,0.674802238086051,TRUE
"AT4G32410","blue",0.775966300083607,0.727185027976076,0.0376229982635539,TRUE
"ATMG01390","blue",0.567055229593355,0.321569258020503,0.132904574339874,FALSE
"AT3G15730","turquoise",0.594737561418355,0.670788079545114,0.427812301546893,FALSE
"AT4G34620","turquoise",0.305228632066371,0.811499131776963,-0.0206444144317963,TRUE
"AT3G48560","turquoise",0.693195703903788,0.723712135828671,0.137243552640041,TRUE
"AT3G52960","turquoise",0.243231075953438,0.899639848221751,0.0577850665637662,TRUE
"AT2G30870","turquoise",0.496912984757862,0.635860827062834,0.506977940703582,FALSE
"AT3G25920","turquoise",0.468068686089138,0.811499131776963,0.304199626985658,TRUE
"AT4G16190","blue",0.620683002122323,0.34831821982121,0.135989452697923,FALSE
"AT4G17090","turquoise",0.0346646086565052,0.399189658498939,0.277477651295903,FALSE
"AT5G48300","turquoise",0.283587368962634,0.847128432696637,0.272300469483568,TRUE
"AT4G37300","blue",0.720625120586533,0.366390121551225,-0.0669496430638626,TRUE
"AT5G30510","turquoise",0.520644414431796,0.889799987137437,0.131776963148756,TRUE
"AT4G04020","turquoise",0.208727249340794,0.690719660428323,0.257251270178147,FALSE
"AT4G01050","turquoise",0.617370892018779,0.846099427615924,-0.0300340857932986,TRUE
"AT1G79550","turquoise",0.230272043218213,0.889832143546209,0.197536819088044,TRUE
"AT3G49010","turquoise",0.322014277445495,0.897710463695415,-0.183741719724741,TRUE
"AT3G01420","blue",0.555522505665466,0.167648784885352,0.381120820650465,FALSE
"AT1G11910","turquoise",0.512605312238729,0.607531030934465,0.398514373914721,FALSE
"AT5G52640","blue",0.561193645893627,0.24043346839025,0.310920316419062,FALSE
"AT3G13470","turquoise",0.31059875233134,0.836227410122838,-0.0279439192231012,TRUE
"AT3G05590","turquoise",0.279374879413467,0.93578365168178,-0.107273779664287,TRUE
"AT1G54010","turquoise",0.0144383436105348,0.754733059490105,-0.273637160253555,TRUE
"AT4G24280","turquoise",0.487973503119172,0.918869380667567,0.0990738954273587,TRUE
"AT5G13650","turquoise",0.338510515145669,0.825712264454306,0.092642613672905,TRUE
"AT5G27850","turquoise",0.33031063090874,0.90388449417969,-0.0993954595150814,TRUE
"AT1G65960","turquoise",0.401440607112998,0.836227410122838,0.106662807897614,TRUE
"AT3G19820","turquoise",0.719403177053187,0.72554505112869,-0.233359058460351,TRUE
"AT4G02380","blue",0.721975689754968,0.047816579844363,0.0518682873496688,TRUE
"AT1G78630","turquoise",0.469069305672319,0.797002998634978,-0.0766132598042298,TRUE
"AT3G49910","turquoise",0.2987008810856,0.914045919351727,-0.0993954595150814,TRUE
"AT4G13930","turquoise",0.0901665701974404,0.70994919287414,0.166988230754389,TRUE
"AT1G12090","turquoise",0.119557527815294,0.860634124380989,-0.0990417390185864,TRUE
"AT3G54210","turquoise",0.411910829574935,0.857939883138238,-0.0136987402630019,TRUE
"AT3G22890","turquoise",0.492861277252556,0.740208373528844,0.346903337835231,TRUE
"AT5G21940","blue",0.717055759212811,0.30989131133835,-0.223776448646215,TRUE
"AT1G48030","turquoise",0.226413274165541,0.879316997877677,0.0973052929448839,TRUE
"AT5G39740","turquoise",0.344813171265033,0.934400926104573,-0.0838960704868481,TRUE
"AT4G02510","blue",0.846035114798379,0.554312174416361,0.181683709563316,TRUE
"AT3G13920","turquoise",0.626117435204836,0.850215447938774,0.163611807833301,TRUE
"ATCG00780","blue",0.677760627693099,0.428741398160653,0.038233970030227,FALSE
"AT1G78040","turquoise",0.430638626278217,0.90912598880957,-0.0125731558299569,TRUE
"AT2G42600","turquoise",0.320502926233198,0.853752652903724,0.12489549167149,TRUE
"AT3G55980","blue",0.732898682404241,0.308913024264149,0.168758189906652,TRUE
"AT3G63140","turquoise",0.54379702874783,0.846292366068558,-0.051418097626857,TRUE
"AT1G70290","blue",0.775451797543251,0.2051257315583,-0.125088430124124,TRUE
"AT5G61310","turquoise",0.229286254346793,0.782499639133312,0.0922451080776684,TRUE
"AT4G34870","turquoise",0.192570202030485,0.92558143277022,0.137196420967365,TRUE
"AT5G28540","turquoise",0.273940446330954,0.758666152164126,0.345070422535211,TRUE
"AT2G05540","blue",0.716514860423022,0.0840253716132015,-0.25816980328993,TRUE
"AT2G38170","turquoise",0.519957231649316,0.662588129387683,0.25514707656523,FALSE
"AT3G16370","turquoise",0.140009003794456,0.823815036336742,-0.182809183870345,TRUE
"AT3G63410","turquoise",0.432201686631165,0.926112017780407,-0.0206767370636389,TRUE
"AT1G07320","turquoise",0.451186571483697,0.830117692456107,-0.0462730722232941,TRUE
"AT5G11740","turquoise",0.290854717345167,0.78310502283105,-0.108785130876584,TRUE
"AT5G65360","blue",0.420348575471091,0.413209852723648,0.63254871695929,FALSE
"AT1G01320","turquoise",0.435172679915107,0.746929062962248,0.103993825969516,TRUE
"AT2G21170","turquoise",0.629847578622419,0.848093124959805,0.0494244002829764,TRUE
"AT1G78900","turquoise",0.525789439835359,0.866840311274037,0.203550067528458,TRUE
"AT4G16720","turquoise",0.336645443436877,0.933500546658949,-0.135571419383883,TRUE
"ATCG00600","blue",0.313491483660665,0.0163293572778187,-0.0977348231160083,FALSE
"AT1G67430","turquoise",0.343462602096598,0.92925590070101,-0.111454112804682,TRUE
"AT1G05010","blue",0.719145925783009,0.130169142710142,0.322721718438485,TRUE
"AT1G03870","turquoise",0.620136343173194,0.605376551546723,-0.379027590198727,FALSE
"AT3G41768","blue",0.357611421956396,0.166827448710528,-0.0683966814586147,FALSE
"AT1G73600","turquoise",-0.431378223679979,0.492861277252556,0.0648273200848929,FALSE
"AT2G35370","turquoise",0.256383047141295,0.869605762428452,0.0364010547302077,TRUE
"AT5G23060","turquoise",0.196076855078002,0.846482836350271,-0.00176863091911277,TRUE
"AT5G14040","turquoise",0.351308765837031,0.921023860055309,0.117403048427552,TRUE
"AT3G26060","turquoise",0.394719917679594,0.861952537140652,0.10093896713615,TRUE
"AT3G62250","turquoise",0.267284069715094,0.938452633609879,-0.0570133127532317,TRUE
"AT2G33800","turquoise",0.568525307093704,0.782944240787189,0.0125088430124124,TRUE
"AT5G39570","turquoise",0.580358865521899,0.767380538941411,0.357032606598495,TRUE
"AT3G27830","turquoise",0.431989195446653,0.866261495916136,0.0167856453791241,TRUE
"AT3G63490","blue",0.733551996912985,0.685413852980899,0.0990095826098142,TRUE
"AT5G42020","turquoise",0.136278860376873,0.802784744999679,-0.0456299440478487,TRUE
"AT2G04965","turquoise",-0.122065215713957,0.550709092613546,0.0628664816829391,FALSE
"AT4G09320","turquoise",0.143740302759667,0.921336752688727,-0.0565635777526297,TRUE
"AT1G56340","turquoise",0.325133449096405,0.875136664737282,-0.157051900443758,TRUE
"AT5G15230","turquoise",0.312964764341938,0.769589439775333,-0.106551117045673,TRUE
"AT3G09630","turquoise",0.409254614444659,0.915685896199113,-0.0508392822689562,TRUE
"AT1G78570","turquoise",0.0500675284584218,0.593060646986944,0.333236864107017,FALSE
"ATCG00100","turquoise",0.409533373583355,0.406589405033811,-0.179646430561548,FALSE
"AT3G53020","turquoise",0.264936651874719,0.92018779342723,-0.0840568525307094,TRUE
"AT2G22990","blue",0.809151713936588,0.414817673162261,-0.306739983278668,TRUE
"AT3G56240","turquoise",0.139719596115506,0.493825969515725,0.477394044633095,FALSE
"AT5G09810","turquoise",0.450897163804746,0.93096019036594,0.140619975561129,TRUE
"AT3G18290","grey",0.298893819538234,0.162261238664866,0.274808669367805,FALSE
"AT4G27520","turquoise",0.297575406778571,0.766833879992283,0.0724805453726928,TRUE
"ATCG00740","blue",0.641166634510258,0.395652453533989,0.0394880699723455,FALSE
"AT1G32470","turquoise",0.337417197247411,0.822689562029713,-0.118978712457393,TRUE
"AT5G65220","turquoise",0.383760752521668,0.77527132416163,-0.0342471259791836,TRUE
"AT1G03220","blue",0.858769052672198,0.170171715222844,0.104572641327417,TRUE
"AT2G37660","turquoise",0.23319827641649,0.85780436040903,-0.104669110553733,TRUE
"AT1G17220","turquoise",0.356167246838048,0.83194121763909,0.0251304354824787,TRUE
"AT1G47128","turquoise",0.594604154608014,0.518650717087916,0.141648980641842,FALSE
"AT3G26740","blue",0.472236737399797,0.360218986915837,0.0508557693097123,FALSE
"AT5G07090","turquoise",0.313750080391022,0.936458936265998,-0.0836709756254422,TRUE
"AT1G35720","turquoise",-0.00289407678950415,0.819859798057753,-0.121229661071452,TRUE
"AT1G09970","blue",0.85015113512123,0.185478165798444,0.385748279632131,TRUE
"AT5G66040","turquoise",0.24850472699209,0.667631358929835,0.00897163804746286,FALSE
"AT5G16030","turquoise",0.448581902373143,0.535822239372307,-0.260145346967651,FALSE
"AT3G27850","turquoise",0.299665573348768,0.895073638176089,-0.0673676763779021,TRUE
"AT4G30950","turquoise",0.702424593221429,0.810823847192746,-0.0257251270178147,TRUE
"AT2G25450","turquoise",0.372724934079362,0.356453791240594,0.507846163740434,FALSE
"AT3G61440","turquoise",0.692263168049392,0.569779407035822,-0.0462730722232941,FALSE
"AT5G57660","blue",0.779564273756204,0.157440308726838,-0.0939143018048878,TRUE
"ATCG00560","blue",0.448201018235616,0.347884153571311,0.335258093163826,FALSE
"AT4G19690","turquoise",-0.0901190600635274,0.366827182042708,-0.334348948085826,FALSE
"AT4G25050","turquoise",0.361823911505563,0.844491607177311,-0.173901858640427,TRUE
"AT5G18380","turquoise",0.354781657984436,0.908804424721847,-0.118464209917036,TRUE
"AT5G22920","blue",0.741944819602547,0.21194289021802,-0.282429738246833,TRUE
"AT5G19120","blue",0.71477265418998,0.237410765965657,-0.246961219371021,TRUE
"AT5G24490","blue",0.834812528136858,0.136600424464596,-0.0224773297318156,TRUE
"AT4G24690","blue",0.614862692134543,0.200816772782816,0.678339443051,FALSE
"AT4G15000","turquoise",0.27757412052222,0.919962698565824,-0.128786417132935,TRUE
"AT1G04820","turquoise",0.290533153257444,0.91819409608335,-0.12971895298733,TRUE
"AT1G32080","turquoise",0.22746018603367,0.824754202501107,0.136714070958104,TRUE
"AT1G68530","blue",0.793137822367998,0.544054280018008,0.0855038909254615,TRUE
"AT3G62870","turquoise",0.428902180204515,0.920348575471092,-0.0405813878706026,TRUE
"AT5G02960","turquoise",0.338092481831629,0.898289279053315,-0.1548009518297,TRUE
"AT4G12420","turquoise",0.703164190623191,0.628786417132935,-0.275548266769567,FALSE
"AT3G61430","blue",0.719242395009325,0.47392115248569,-0.266319377451926,TRUE
"AT4G26630","turquoise",0.574024052993762,0.722554505112869,0.158820502926233,TRUE
"AT5G65010","turquoise",0.610392951315197,0.641874075503248,-0.0734452376358608,FALSE
"AT5G51070","blue",0.815582995691041,0.0704546916200399,0.422342272814972,TRUE
"AT2G23120","blue",0.654066612557412,0.362952303634981,0.450370203646649,FALSE
"AT4G13340","blue",0.84530231289561,0.309861645949028,-0.079780691531708,TRUE
"AT5G08690","turquoise",0.429870328253072,0.918683827637793,0.174546390017779,TRUE
"AT3G16400","turquoise",0.430027654511544,0.734162968679658,-0.0659849508006946,TRUE
"AT4G17520","turquoise",0.418579972988617,0.634928291208438,0.557624284519905,FALSE
"AT2G20260","turquoise",0.42372840480182,0.7325771157314,-0.0816940132351085,TRUE
"AT1G45201","turquoise",-0.216348318219821,0.708598623705705,-0.0277509807704676,TRUE
"AT5G25280","blue",0.723878737231067,0.427876614881462,-0.163436261471143,TRUE
"AT3G52590","turquoise",0.268152292751946,0.923692841983408,-0.0760499067464146,TRUE
"AT3G09390","turquoise",0.113319184513474,0.548877741333848,0.321049585182327,FALSE
"AT1G21400","blue",0.75210830561552,-0.0766948846182104,0.30983447098384,TRUE
"AT1G78850","blue",0.747925911634189,0.323750723519197,0.163515338606984,TRUE
"AT5G04590","turquoise",0.312495980448903,0.83413724355264,0.195928998649431,TRUE
"AT5G53450","grey",-0.00123803169043561,0.148515567851348,0.183727118527373,FALSE
"AT2G30520","turquoise",0.487366449356939,0.541373572060488,0.132871349217661,FALSE
"AT5G21020","blue",0.724741140909383,0.294874268441701,0.175059489356229,TRUE
"AT1G10070","blue",0.618522389339536,-0.18962939145469,-0.161524238303699,FALSE
"AT3G51840","blue",0.900379445623513,0.0962441314553991,0.0634767509164577,TRUE
"AT4G32020","blue",0.78593478680301,0.427069264904496,0.376905267219757,TRUE
"AT1G31580","grey",-0.0384117566777578,0.224682246887814,0.752494191827435,TRUE
"AT3G02260","blue",0.747218470641199,0.350344073573863,0.410380088751688,TRUE
"AT1G18540","turquoise",0.251881149913178,0.925750852144833,-0.0811949321499775,TRUE
"AT3G26570","turquoise",0.165701974403499,0.822753874847257,0.048652646472442,TRUE
"AT1G10760","turquoise",0.260774493339938,0.714215658712213,0.0940904084731066,TRUE
"AT2G19800","blue",0.799376165669818,0.0795549553025918,-0.116084635667889,TRUE
"AT3G13460","blue",0.908458007441468,0.373724787175135,0.210577935709548,TRUE
"AT1G04270","turquoise",0.329091332984885,0.9303566978619,-0.0968398035258922,TRUE
"AT2G27860","turquoise",0.746607498874526,0.685413852980899,0.122001414881986,FALSE
"AT3G57410","blue",0.958734956740067,0.320409032818193,0.102017026958623,TRUE
"AT4G36850","blue",0.770071789784593,0.0193261570377092,-0.180527530132611,TRUE
"AT4G23400","turquoise",0.651038652003344,0.481960254678758,-0.233069650781401,FALSE
"AT5G56710","turquoise",0.210817415910991,0.905202906939353,-0.140523506334813,TRUE
"AT2G27710","turquoise",0.26921345424143,0.906778570969194,-0.137404334683903,TRUE
"AT1G11840","turquoise",0.0611936458936266,0.856260852787961,0.161425172036787,TRUE
"AT2G39460","turquoise",0.314154561031447,0.904486659031889,-0.156667283007852,TRUE
"AT2G34250","turquoise",0.578847514309602,0.787928484146891,0.0569489999356872,TRUE
"AT5G02160","blue",0.657309151713937,0.192263168049392,-0.151810405813879,FALSE
"AT2G47610","turquoise",0.434722490192295,0.916296867965786,-0.0555341179497074,TRUE
"AT3G19170","blue",0.65858462431082,0.744153515953656,0.199934078838531,FALSE
"AT4G01310","turquoise",0.493665187471863,0.772814972023924,-0.0425750852144832,TRUE
"AT1G20450","turquoise",0.586392906258146,0.450756083654057,0.0622070728609791,FALSE
"AT4G18100","turquoise",0.218792205286514,0.904238214676185,-0.13595729628915,TRUE
"AT5G54600","turquoise",0.448292494694193,0.807736831950608,-0.0032477972859991,TRUE
"AT2G42840","turquoise",0.52707569618625,0.71548009518297,-0.269856582416876,TRUE
"AT3G17390","turquoise",0.311531288185735,0.850215447938774,0.206926490449547,TRUE
"AT5G63190","blue",0.908656784082389,0.110943177855865,0.0189085763997822,TRUE
"AT5G40950","turquoise",0.344266512315905,0.912566724548203,0.014502540356293,TRUE
"AT3G52880","turquoise",0.325937359315712,0.703614380346003,0.528426265354685,TRUE
"AT4G22890","turquoise",0.489870731236736,0.846774712200142,0.0673998327866744,TRUE
"ATMG00090","blue",0.642589501872234,0.378287114460364,0.0761720992382775,FALSE
"ATCG00170","turquoise",0.485211477475623,0.361934929183692,0.135785894133997,FALSE
"AT4G39330","turquoise",-0.168435269149141,0.720335712907583,0.121937102064441,TRUE
"AT4G05050","turquoise",0.554955302591807,0.50170428966493,0.196443501189787,FALSE
"AT3G11510","turquoise",0.231204579072609,0.919094475528973,-0.0733809248183163,TRUE
"ATMG00060","blue",0.671885361989739,0.169958452959855,0.161430763849874,FALSE
"AT3G61260","blue",0.806611357643578,0.265418998006303,-0.256061483053573,TRUE
"AT4G17390","turquoise",0.313524985529616,0.909029519583253,-0.197568975496817,TRUE
"AT5G60600","turquoise",0.770435397774777,0.762653546851888,0.186507170879156,TRUE
"AT4G05150","blue",0.728782628991884,0.502126359640314,-0.114654597201251,TRUE
"AT1G31812","turquoise",0.603447167020387,0.612933307608206,0.112354492250305,FALSE
"AT2G38230","turquoise",0.419387254718474,0.325039592907096,0.367470315388389,FALSE
"AT3G51730","blue",0.801939047063079,0.228714296057748,0.0930453167863752,TRUE
"AT4G37870","blue",0.862113319184514,0.305839603833044,0.188275773361631,TRUE
"AT2G16600","turquoise",0.141391729371664,0.870956331596887,0.190269470705512,TRUE
"AT1G78830","blue",0.802913370634768,0.191041224516046,-0.0484918644285806,TRUE
"AT3G16140","turquoise",0.646257737843804,0.765141892533984,0.095940188130417,TRUE
"AT1G09690","turquoise",0.3293137822368,0.900958260981414,-0.132484404141745,TRUE
"AT1G09070","blue",0.831706728944228,0.331344963464326,0.0894766460442049,TRUE
"AT3G09820","turquoise",0.24467811434819,0.908675799086758,0.0220592964177761,TRUE
"AT3G53430","turquoise",0.217280854074217,0.930027654511544,-0.121679850794263,TRUE
"ATCG00660","blue",0.445327217145851,0.189951598472721,0.366940620671713,FALSE
"AT2G27720","turquoise",0.279374879413467,0.835327030677214,-0.142034857547109,TRUE
"AT3G53260","turquoise",0.128337259130611,0.658681094312672,0.0438134591745071,FALSE
"AT3G53870","turquoise",0.301659270692649,0.946845456299441,-0.062672840697151,TRUE
"AT1G35680","turquoise",0.404305777762259,0.817679735698618,-0.262269778368646,TRUE
"AT3G14940","turquoise",0.179529230175574,0.610875297446781,0.218985143739147,FALSE
"AT2G15890","blue",0.772563931499107,0.26532466176063,-0.256240403252888,TRUE
"AT2G39570","blue",0.821458144104492,0.176186380049266,-0.170960921615609,TRUE
"AT5G26280","turquoise",0.65679464917358,0.571901730014792,-0.119461058588977,FALSE
"AT5G25980","turquoise",0.401826484018265,0.479966557334877,0.630201299118914,FALSE
"AT1G02500","turquoise",0.666409415396489,0.680815486526465,0.0477844234355907,FALSE
"AT3G05730","turquoise",0.452440671425815,0.46980513216284,0.531384654961734,FALSE
"AT5G08670","turquoise",0.675027332947457,0.787960640555663,0.183195060775613,TRUE
"AT1G64660","blue",0.727130937694341,-0.0406007301403819,0.125629110727447,TRUE
"AT2G29630","turquoise",0.158306000385877,0.631776963148756,0.211717795356615,FALSE
"AT2G24270","turquoise",0.420959547237765,0.775966300083607,-0.0150170428966493,TRUE
"AT5G17230","turquoise",0.334365026419468,0.859338698165094,0.171121704952029,TRUE
"AT4G05631","blue",0.585879723481131,0.32623030993178,0.458443244511477,FALSE
"AT1G56190","turquoise",0.353913434947585,0.846420991703647,0.118399897099492,TRUE
"AT4G02480","blue",0.952987330374944,0.429866872467683,0.145346967650653,TRUE
"AT2G18700","blue",0.818210320708804,0.107998167073455,-0.0972578402005847,TRUE
"AT3G08530","blue",0.871052800823204,0.489324072287607,0.29146568911184,TRUE
"AT1G17360","blue",0.464660106759277,0.268377387613351,0.864943083156473,FALSE
"AT5G54940","blue",0.842626535468519,0.420316419062319,0.0866293652324908,TRUE
"AT1G76160","blue",0.831661200077175,0.541899800630266,-0.0843784166184321,TRUE
"AT4G35830","blue",0.880956974725063,0.564859476493665,0.176152807254486,TRUE
"AT3G24830","turquoise",0.309749097613534,0.933122171248328,-0.119863977301266,TRUE
"AT3G45300","blue",0.80464981670847,-0.0482667695671747,0.0300340857932986,TRUE
"AT1G50010","turquoise",0.353527558042318,0.876937423628529,-0.193485111582738,TRUE
"AT2G19730","turquoise",0.297350311917165,0.892083092160268,-0.133706347675092,TRUE
"AT1G48300","blue",0.589050566841957,0.19778117214551,0.0632848299784349,FALSE
"AT4G25080","blue",0.707500603033809,0.713481791232991,-0.164096792367863,TRUE
"AT1G03600","turquoise",0.500160782043861,0.800598109203164,-0.148916329024375,TRUE
"AT4G30210","blue",0.897749837235882,0.33327169973181,0.135813684274151,TRUE
"AT3G01290","blue",0.790919030162711,-0.040742169914464,0.0373979034021481,TRUE
"AT5G64740","turquoise",0.640073316612001,0.803685124445302,0.126471155701331,TRUE
"AT2G43030","turquoise",0.383111454112805,0.869605762428452,-0.0543764872339057,TRUE
"AT3G32980","turquoise",0.43271619330771,0.709552941956027,-0.102000948624981,TRUE
"AT1G22530","blue",0.812045790726092,0.43507621068879,-0.185606791433533,TRUE
"AT2G30490","turquoise",0.237828799279696,0.762139044311531,0.229468132998907,TRUE
"AT2G20890","turquoise",0.517850969942211,0.913104645864012,0.126086292420728,TRUE
"AT1G05190","turquoise",0.423532059939546,0.803749437262847,0.00839282268956203,TRUE
"AT1G52300","turquoise",0.316965721268249,0.90841854781658,-0.1241880506785,TRUE
"AT2G34420","turquoise",0.375800666656728,0.469802401670839,0.0889922381638295,FALSE
"AT5G58070","blue",0.426908482860634,0.358961991124831,0.682969965914207,FALSE
"AT1G80440","blue",0.701311230839853,0.164776061940225,-0.254383496873176,TRUE
"AT5G64570","blue",0.815702100660649,0.3082055775839,-0.118851042281819,TRUE
"AT5G45390","turquoise",0.498810212875426,0.778152935880121,0.493311466975368,TRUE
"AT3G13120","turquoise",0.458586232137722,0.848823467963212,0.0118014968932434,TRUE
"AT1G76930","blue",0.633422032161057,0.182842810177062,0.226833131021632,FALSE
"AT2G43970","blue",0.797019076968621,0.456721145435247,0.25760706161246,TRUE
"AT5G64940","turquoise",0.360441185928356,0.719756897549682,0.179207666087851,TRUE
"AT5G01410","turquoise",0.0984950800694579,0.723615666602354,0.166023538491221,TRUE
"AT1G53210","blue",0.938999292559007,0.375715480095183,0.254453662614959,TRUE
"AT5G20230","blue",0.685248010378791,-0.109960607780111,0.0826754562370713,FALSE
"AT3G59970","turquoise",0.341951250884301,0.897003022702425,-0.0107402405299376,TRUE
"AT4G37800","turquoise",-0.0307736831950608,0.796321306836453,0.0127339378738183,TRUE
"AT3G11940","turquoise",0.525588873771611,0.901857062581401,0.0180721923007523,TRUE
"AT2G26250","turquoise",0.697333408388091,0.723862658897425,-0.0605670828294929,TRUE
"AT1G08830","turquoise",0.705865328960062,0.598495080069458,-0.00623834330182005,FALSE
"AT1G09210","turquoise",0.221847064119879,0.748601196218406,-0.348157437777349,TRUE
"AT5G64120","blue",0.721236092353206,0.124991960897807,-0.144414431796257,TRUE
"AT1G29070","turquoise",0.380088751688211,0.799601260531224,-0.0340857932986044,TRUE
"AT5G52920","blue",0.721139623126889,0.395459515081356,0.466589491285613,TRUE
"AT3G23820","turquoise",0.346549617338736,0.823171908161297,0.130683645250498,TRUE
"AT2G07698","blue",0.419873041537871,0.273697766325773,0.166553079101818,FALSE
"AT1G18270","blue",0.842729779512886,0.0607921795004812,-0.0947496201524295,TRUE
"AT5G16110","blue",0.907582481188501,0.211331918451347,-0.0444723133320471,TRUE
"AT1G55670","turquoise",0.503476939666244,0.798015933654426,0.0165124486503555,TRUE
"AT4G34350","blue",0.765226059553669,0.546240915814522,0.0930928033957168,TRUE
"AT5G10860","blue",0.834298025596501,0.238182519776191,0.0717731043797029,TRUE
"AT3G11130","blue",0.846742555791369,0.627114283876777,0.25332818830793,TRUE
"AT1G76680","blue",0.683104083114902,0.344703394951287,0.296789960698065,FALSE
"AT2G31400","turquoise",0.447295646022252,0.877998585118014,0.183806032542286,TRUE
"AT2G05710","turquoise",0.557463502476044,0.633031063090874,0.434336613287028,FALSE
"AT5G08280","turquoise",0.466846742555791,0.902051578879671,0.0141166634510258,TRUE
"AT5G10360","turquoise",0.477140629160614,0.911143089159685,-0.0631074595449322,TRUE
"AT3G09500","turquoise",0.352434240144061,0.891793684481317,-0.161232233584153,TRUE
"AT4G13430","turquoise",0.269792269599331,0.864589362659978,0.311016785645379,TRUE
"AT1G76080","turquoise",0.257122644543057,0.876422921088173,-0.0426715544408001,TRUE
"AT3G02090","turquoise",0.45874332754518,0.925075567560615,0.204386134156537,TRUE
"AT1G07610","turquoise",0.135474950157566,0.674480673998328,-0.319313139108624,FALSE
"AT2G45460","blue",0.349861727442279,0.0683645250498424,0.924979098334298,FALSE
"AT2G22125","blue",0.867644221493344,0.604251077239694,0.134060068171587,TRUE
"AT5G54160","turquoise",0.146153227770319,0.814840421361053,-0.0149529704979534,TRUE
