"Gene","Module","kME_MEblue","kME_MEturquoise","kME_MEgrey","IsHub"
"AT1G42970","turquoise",0.405286556114422,0.840736066141276,0.0827873399227659,TRUE
"AT3G26520","blue",0.729886166312946,0.420927390828992,-0.227699530516432,TRUE
"AT1G60950","turquoise",0.264679400604541,0.672551289471992,-0.0116084635667889,FALSE
"AT3G15450","blue",0.773715351469548,0.0156923274808669,-0.17692456106502,TRUE
"AT5G60390","turquoise",0.394366197183099,0.907035822239372,0.0184899350440543,TRUE
"AT5G38430","turquoise",-0.115056555542302,0.73392769575733,-0.0359833106908429,TRUE
"AT3G61470","turquoise",0.493600874654319,0.69393530130555,-0.00299054601582095,FALSE
"AT1G23310","blue",0.868962634253007,0.424239500932536,0.0601003279953695,TRUE
"ATCG01050","blue",0.613345124285406,0.194067047215373,0.371734062271701,FALSE
"AT5G35630","turquoise",0.632709499003151,0.789407678950415,0.108013377066049,TRUE
"ATCG00330","grey",0.348163751684874,0.412207358712115,-0.243905969117806,FALSE
"AT2G18193","grey",0.135448238269366,-0.0884819153841784,0.955630412310241,TRUE
"AT1G31330","turquoise",0.432600167213326,0.750241173065792,0.0252749372950029,TRUE
"AT4G12800","turquoise",0.409962055437649,0.816451218727893,0.014856260852788,TRUE
"AT4G37930","turquoise",0.612901151199434,0.833461958968423,0.2012991189144,TRUE
"AT3G16240","blue",0.706765708405685,0.342690848286063,-0.351051514566853,TRUE
"AT5G13630","turquoise",0.317641005852466,0.788442986687247,0.0598430767251913,TRUE
"AT1G62480","blue",0.665691247780593,0.183051828514409,-0.285808458820564,FALSE
"ATCG00540","blue",0.6790957189577,0.294599070977696,-0.078288553465255,FALSE
"AT3G26650","turquoise",0.607627500160782,0.768859733744935,0.169914463952666,TRUE
"AT3G47340","blue",0.68940124766866,-0.178178661007139,-0.0959547237764486,FALSE
"AT1G13440","turquoise",-0.0585733694578823,0.831394554295261,0.0639435328943173,TRUE
"ATCG00400","turquoise",0.161731958105089,0.601233208209731,-0.0215288887466661,FALSE
"ATMG01360","blue",0.551489014536094,0.299211098268052,0.0778305920829491,FALSE
"AT2G34430","turquoise",0.519904817030034,0.419416039616696,-0.114734066499453,FALSE
