"Module","Time_h_rho","Time_h_pvalue","Dose_Gy_rho","Dose_Gy_pvalue","LET_keV_um_rho","LET_keV_um_pvalue"
"MEblue",-0.65761398074043,3.48542163150393e-10,-0.00294835561191364,0.980390109786098,0.00212649829146422,0.985855719389778
"MEturquoise",-0.0272854027912181,0.820023587846557,-0.0156852518553805,0.895955316545369,0.0148854880402495,0.901233064992031
"MEgrey",0.138410815589302,0.246256117841676,-0.041512847015744,0.729167887636931,0.0425299658292843,0.722796826215504
