time_bin,RRI_mean,RRI_std
0-0.5h,0.7927418554984996,0.0443081220658117
0.5-2h,0.7861262425872023,0.0514742321605003
2-6h,0.6847720535076945,0.1344334381129384
6-12h,0.7544926791128204,0.0527496137314752
12-30h,0.7846035762956944,0.0467824498007205
