,cotyledon,dna_damage_response,hormone_response_aba,hormone_response_auxin,hormone_response_cytokinin,hormone_response_ethylene,hormone_response_ja,hormone_response_sa,hypocotyl,leaf_epidermis,leaf_mesophyll,leaf_vasculature,oxidative_stress,root_columella,root_cortex,root_endodermis,root_epidermis,root_lateral_root_cap,root_meristem,root_pericycle,root_phloem,root_stele,root_xylem,shoot_apical_meristem
OSD-314_13I4_WT_DARK_Col0_03g_Rep1,0.02093281705377883,0.013201724423769847,0.03481516706445488,0.011652792440278713,0.0034973452084665763,0.04184754439096213,0.006376625099919654,0.034732255863392174,0.06596716651831783,0.0003661014072902226,0.02256390650014131,0.002728532253157121,0.569208007441765,0.008381568689256106,0.010386512278592547,0.06595962913640291,0.00021320023130429923,0.00017012947750546533,0.009662923614771881,0.063864236964089,0.002834055599964308,0.0,0.005276167340359054,0.005361591002060111
OSD-314_14J4_WT_DARK_Col0_03g_Rep2,0.024736946121942386,0.012934758535928917,0.03146584783025071,0.012631242826149821,0.004507000402747321,0.05056654879908951,0.0034259855459997522,0.030409779470197372,0.06575064978694305,0.00028272696253397436,0.02817623646617908,0.003010210601096921,0.5504416777239705,0.009413144752601436,0.009670925218441227,0.07226168542412222,0.0002660959647378492,0.00038251294931064724,0.008997369807698547,0.06437859246876348,0.00361724202065515,0.0,0.006319779162523933,0.0063530411581161645
OSD-314_15A7_WT_DARK_Col0_03g_Rep3,0.020690605512450125,0.013345822888862869,0.03173366660055487,0.01134255553192523,0.0034409999928312496,0.042996569354868265,0.0059580277653652385,0.03323113881965734,0.060830826262157925,0.0002548888883578681,0.021401108288747698,0.0011469999976104234,0.5696448043687957,0.009868979146106292,0.010052180534613512,0.07174325679497918,0.0004938472211933887,0.00017523611074600164,0.009669847202076708,0.06490108319812274,0.0031861111044733693,9.558333313416242e-05,0.008172374982974214,0.005623486099395517
OSD-314_21H5_WT_RED_Col0_1g_Rep1,0.08553211656735342,0.013848346019544109,0.013953405121125384,0.014575977574940214,0.005470855437898007,0.028529382696065593,0.000926076525049468,0.03670842830805819,0.05257624372466422,0.000837359950380975,0.2879584370629834,0.0,0.21958649256428003,0.019198578044515486,0.01898845984135297,0.08568153395626892,0.000737748357770599,0.0,0.014308790230178012,0.08388385599587855,0.0033385447835821485,0.0007159583218870828,0.006443624896983715,0.006199784019239566
OSD-314_22A6_WT_RED_Col0_1g_Rep2,0.05288082329276411,0.015371747821467977,0.023332309587455954,0.011813373121380434,0.00450990779345101,0.023799099406841797,0.0016732619679522972,0.027497511052745092,0.04723912972184833,0.0005860007578751547,0.3520945337954633,0.0,0.214531813401847,0.02404326638928978,0.022578264494601874,0.06777070039298912,0.0012122172540358792,0.0,0.00861287061615538,0.08166667424701417,0.0034686074271287047,0.0008761285840780674,0.008136505620987253,0.00630525325262737
OSD-314_23B6_WT_RED_Col0_1g_Rep3,0.06978936594936426,0.015132645267610191,0.019973816828767005,0.013400872851073475,0.004979288379653625,0.027092145166678665,0.001423665667582222,0.032758476181931714,0.04907750950586052,0.0006997918803837528,0.3440992835632724,0.0,0.20464898850088956,0.02229701254502077,0.022304095458789835,0.06002769419283697,0.0010227727482531774,0.0,0.012045675349925455,0.08021399843467605,0.003576871453378499,0.0008357838247498257,0.00811701917935,0.006483227069952038
OSD-314_30H7_WT_DARK_Col0_1g_Rep1,0.045069688270686,0.01159167897891656,0.033848107096911946,0.008716511148437984,0.010873729684787678,0.02459903262231258,0.001617913902262197,0.02376985174740319,0.04786328627525887,0.0,0.03611183829849388,0.004273989225142831,0.609571533703731,0.008150241282646187,0.011022038459161717,0.05372822417095935,0.0003856028133724983,0.00020493576095324812,0.0054245057778626714,0.05217772334795823,0.003323464807563757,0.0,0.0038560281337250775,0.003820074491452585
OSD-314_31A8_WT_DARK_Col0_1g_Rep2,0.03920435825745037,0.011641407946291272,0.0344876251796842,0.011278187213015874,0.011821183864781112,0.02988682922486254,0.0008952106961534646,0.02460361855903853,0.05605339760587392,0.0002759010014374057,0.029192674045713955,0.0025926867156358347,0.5668787207194559,0.013758361108916567,0.009399712309611796,0.07489684898064604,0.000666271567301159,0.0,0.007279090250690797,0.06060282901255567,0.003529478236474064,0.0,0.006467041203906737,0.004588566300502664
OSD-314_32B8_WT_DARK_Col0_1g_Rep3,0.032737077930355865,0.01315100469856504,0.03951345396589669,0.01043121053949441,0.011597344505736457,0.030952324116168422,0.0021616141813267944,0.02356443880564722,0.056799256843545566,2.031592275683308e-05,0.02535630319279972,0.004285305306840697,0.5766390251607627,0.011789329975788502,0.010623196009546454,0.0772066012527812,0.0007923209875163717,2.0315922756828187e-05,0.006883034630014038,0.053379071247433185,0.002957998353394453,0.0,0.004114651555683319,0.005024804895189311
OSD-314_JBA1_WT_DARK_Col0_0g_Rep1,0.02343324458258584,0.01497335573051769,0.030860882250993225,0.008890310932339935,0.004738451927948122,0.027752701565136578,0.0013026933756898396,0.029961947640867993,0.05703663920345254,0.0010055878689536205,0.013925868367024362,0.000853226070627201,0.5946477839611275,0.011274773076146617,0.00940072295673304,0.07601330118499378,3.0472359665266264e-05,0.0,0.003971564209705704,0.07023117093851058,0.003473849001839769,0.0011274773076147227,0.008928401381921566,0.006165574105604511
OSD-314_JBA3_WT_RED_Col0_0g_Rep2,0.0038792432030866097,0.02254903722875253,0.053568005080460605,0.01684999460800174,0.004538265214421798,0.03990827611824052,0.00047179984902399305,0.04496327450064105,0.07360826533424394,0.002013012689169274,0.12970751404915107,0.0,0.23159631107436568,0.026458235977808924,0.01640066141845501,0.16666516888936814,0.0003774398792192384,0.0,0.005072472450882896,0.12734851480403078,0.003137843440334531,0.0012057107252836804,0.019021771690810832,0.01065918177424702
OSD-314_JBB1_WT_DARK_Col0_0g_Rep2,0.05093720876137006,0.015210923282518763,0.027274758989344002,0.009464067709513172,0.004720631363540306,0.03283917470288907,0.000600531204057512,0.031007174447473276,0.058593601530062274,0.0012694773554126095,0.03053131048071388,0.0073127977000415016,0.5278339878363293,0.012238673905474865,0.00947927103113488,0.08570872564237822,0.0,0.0,0.004794114084711896,0.07377411816933763,0.004256930054078237,0.0,0.005990108718952922,0.006162413030665607
OSD-314_JBB3_WT_RED_Col0_0g_Rep3,0.034803815764471925,0.021307329167796603,0.04718051458583534,0.01934262738738938,0.006014016717490638,0.03924791584804092,0.00047042155305522217,0.04005962362586175,0.0817611107114065,0.0022912296819396836,0.1205902591377081,0.0,0.21758687886675762,0.027625736301970048,0.015837525619526737,0.15214908858130077,0.001247078313197444,0.0,0.00641372130505393,0.1289047294891591,0.003431310151697107,0.001475832323310585,0.021307329167796592,0.010951905699233983
OSD-314_JBH2_WT_RED_Col0_0g_Rep1,0.035756053142587584,0.0248159647178857,0.050224352996675874,0.01795921054075106,0.0056280238285921136,0.032155434389090624,0.0011190222817083406,0.05042182751697731,0.07844126778642033,0.002312646048863973,0.1362310890719795,0.0,0.21099786800656792,0.03101447049401542,0.016269706311505084,0.11727792344571088,0.000969819310813923,0.0,0.006816527885962126,0.14807297780605805,0.004399293480049594,0.0017882414893967001,0.017586203113514935,0.009742076334872906
OSD-346_Athaliana_PhyA_Sample_112_0G,0.003807048326972013,0.025351101414145916,0.044098309787425904,0.017256949324235007,0.0032810745449561494,0.03674302562939442,0.013975874779278844,0.03291093093185021,0.07319384360211337,0.0012022257874648404,0.10015208712797447,0.0012105745776555764,0.44560276177979524,0.03766974134056524,0.03025601565119868,0.03755285827789486,0.00046753225068077507,0.0,0.005192947498632891,0.06108809782555758,0.0052430402397772545,0.002450369920978707,0.01200973468936239,0.009283854692089664
OSD-346_Athaliana_PhyA_Sample_115_0G,0.009246198583343896,0.029223859127793156,0.08187889237128111,0.015555016565185055,0.002809531150282029,0.04225345443429773,0.026785249224879848,0.02958688843372847,0.06819426592580632,0.0018719685079968968,0.04888899879148071,0.0,0.4494408033365025,0.03558476392309461,0.02485172357370257,0.04667294163698844,0.0005650630066297902,0.0,0.005113978048827972,0.05379936475132755,0.005153437755994859,0.0024543937857800725,0.012287752811767198,0.0077814542533092244
OSD-346_Athaliana_PhyA_Sample_117_0G,0.0,0.025549434460611174,0.026864786462130735,0.012651548226629734,0.0027608448371117035,0.03827070099120835,0.00843126689313236,0.0322191522068322,0.06095238921529108,0.00017104223906688672,0.16378533827166158,0.0033650701381630977,0.39633461439425804,0.028156899028994445,0.03453379989855212,0.044545348348280306,0.0015542533897813994,0.0,0.008099717625375983,0.08688759829118886,0.004750140443650105,0.0017383097122555156,0.008170985224987158,0.01020675970083721
OSD-346_Athaliana_PhyA_Sample_119_0G,0.003172418358587301,0.031305063274271044,0.041434878805451256,0.021136559714327596,0.004552291384476899,0.04977859700872759,0.014998059150557028,0.034019673292493106,0.09479856647957421,0.001557837958200597,0.11436181302419597,0.0009027206711427285,0.33486638229532645,0.046025858218691366,0.038507484629031245,0.05680692223405303,0.0012431753242594147,0.0,0.00742810152254588,0.06985768393685939,0.004023554991379035,0.0029531861955955085,0.014843307035504004,0.011425864494749383
OSD-346_Athaliana_PhyA_Sample_132_0-08G,0.0,0.028590888528573086,0.03673495980640908,0.0151237136410537,0.0036180469847066914,0.04155902245268466,0.006487532524301609,0.03491900518956394,0.07453731278455153,0.0010368962239695832,0.24304219067893143,0.003631909233690224,0.2557677352458308,0.05144280597795625,0.05647480235898511,0.04097680799537551,0.0004491368670670398,0.0,0.005822144573091257,0.07240252644108469,0.007069746981610808,0.0007624236940953243,0.008109415655377112,0.011440976161090423
OSD-346_Athaliana_PhyA_Sample_134_0-11G,0.0,0.04354464660313359,0.04260446847184633,0.02617252635745629,0.007301203145672274,0.04402744077865948,0.008842756478053162,0.0414186582161687,0.11504053494723991,0.0033677011261244753,0.15251778574215635,0.002574902269471387,0.22310172953249158,0.06533814508783749,0.057715079158481265,0.043485356090349654,0.00037945928181682396,0.0,0.00584999726134298,0.07985585064663361,0.009079918529188727,0.0011349898161486164,0.011366838307995591,0.015280012151731784
OSD-346_Athaliana_PhyA_Sample_137_0-08G,0.0,0.03547670806004684,0.0345203996902494,0.0150793502700988,0.003638636724107367,0.03910368248696155,0.011009208549863255,0.030310310403702075,0.0787904798335557,0.0013481615554705448,0.10352232474677267,0.003067184161667387,0.42921141101356264,0.04667251336499258,0.040619781122006274,0.040818040174281256,0.0004291725366895859,0.0,0.003739709966443687,0.05764673502327796,0.006227666700876085,0.0003440377671832633,0.00828606215537914,0.010138423692811984
OSD-346_Athaliana_PhyA_Sample_140_0-13G,0.004969407043606653,0.03778067159970413,0.06827089574022484,0.014474620174063856,0.0031457324313677814,0.051086269586435376,0.007906840976140599,0.03173363864886541,0.07122533363184733,0.0012965518804961896,0.06715288543015767,0.0029119279939011965,0.42800382022280853,0.04140464038043523,0.03715365060831663,0.042478015297895105,0.00010627474430295861,0.0,0.003946335505116779,0.06163935169571981,0.006344602234887035,0.00037196160506044687,0.006557151723492977,0.010039420845153448
OSD-346_Athaliana_PhyA_Sample_152_0-25G,0.002666754377753083,0.03020972226790508,0.03764829709769077,0.0161801653185304,0.00366868486503035,0.04583325953794811,0.003706636777427194,0.03437178199409468,0.07990142623286786,0.0014016906311909057,0.1296740942776107,0.003301816378527308,0.37892876088692784,0.040937462838752436,0.04469470216604214,0.042000116385864546,0.0006628934031985866,0.0,0.008248215627585482,0.06731404195457409,0.005945799608842298,0.0004617482674951983,0.011986478998676747,0.010255450105464149
OSD-346_Athaliana_PhyA_Sample_155_0-39G,0.0008134932906305068,0.022875319895092797,0.03420014943760313,0.012012955716434062,0.0025129142059887605,0.03716995713558983,0.01049183470039207,0.03248401290668396,0.06218766175840474,0.0006886833611091786,0.20138973627773335,0.0008246370343377799,0.35018471683840113,0.024109489510672637,0.03287404393643831,0.04238522919059078,0.0009071007377715383,0.0,0.008432099405165537,0.09806494462395157,0.0029698076979866985,0.0038278759634462925,0.009544616485274373,0.009048719890300988
OSD-346_Athaliana_PhyA_Sample_157_0-25G,0.009924700271987358,0.01904427665295547,0.024695627041840647,0.009669228268106254,0.0021134502139255476,0.04059682388947094,0.006797103618412531,0.023758896360943225,0.051884041515490927,0.0,0.22326704824033983,0.0021521580933014724,0.39691059512074284,0.02574848136086581,0.032545584979278376,0.038297575854540813,0.0012076858365288844,0.0,0.0064100248246533095,0.06662400198184343,0.0034682259920829355,0.0008902812256462965,0.006046170758519602,0.007948017898523424
OSD-346_Athaliana_PhyA_Sample_159_0-34G,0.032462019619621085,0.02477556840485141,0.036606495690292624,0.016121464186797194,0.0028025421887580637,0.041499533518222,0.007266526326551827,0.028134967510593967,0.07207189114086289,0.0011100623132018579,0.10333803770925498,0.0036880359747825968,0.4335998334906531,0.03572100190426808,0.03616831319823924,0.03538323623331013,0.0006098039681076175,0.0,0.005221674696969423,0.06020444864775062,0.005084742668202747,0.0004199248882178282,0.008654104218054213,0.009055771502436511
OSD-346_Athaliana_PhyA_Sample_172_0-64G,0.011253392200635698,0.024865764292886963,0.049970123737520425,0.014658041279035992,0.0030913632704548675,0.039534179274172805,0.009886138244105638,0.026940504742856666,0.06853905076474932,0.0006182726540909776,0.1016664315294157,0.005892262877913975,0.4503708252764247,0.03325808941301443,0.03892213084143173,0.039285210420176374,0.0005269840742923051,0.0,0.006722159057901863,0.05184776384474297,0.005954505091413063,0.0,0.007842518900885498,0.00835428821187803
OSD-346_Athaliana_PhyA_Sample_174_0-88G,0.014196900367136677,0.02611224073541177,0.036796677112617054,0.016969398952031898,0.003770977544895978,0.04835863656630754,0.006688148853211707,0.03380835528458626,0.07833672220623532,0.0008206026607132164,0.1213068927461255,0.0048461409539229195,0.3704649449294979,0.04181278875252584,0.046318988334477014,0.04322394072687359,0.0009202133883142384,0.0,0.00800048066128875,0.06963264196109804,0.008941248644187324,0.0,0.008451100619483861,0.010221957999057653
OSD-346_Athaliana_PhyA_Sample_177_0-64G,0.0028115280166135744,0.024459917871808613,0.044089871169621986,0.013061577349909322,0.0031479341095105202,0.043695204803653485,0.0070852009509579945,0.027946137437863543,0.0679671863107152,0.0008344374594762313,0.1259511929260753,0.004767319119079618,0.44972545629383237,0.02836899425854406,0.03489038611526137,0.04299984025408974,0.0002856632744152857,0.0,0.007899591864861232,0.05148516712241238,0.0051964404852516966,0.0,0.005988905489934441,0.0073420473161121035
OSD-346_Athaliana_PhyA_Sample_180_1G,0.010948093127083782,0.014680155087315313,0.08008327379996469,0.006615806762955109,0.0013658439768681628,0.03067280087115236,0.013941212154517492,0.01703570241460941,0.03475432681765291,0.00016859636589465715,0.05328925640999649,0.0,0.6227217037765409,0.017515881937727115,0.01604333140016614,0.02924826828590302,0.0003030466323676233,0.0,0.004264705542356548,0.032049315504089786,0.003083819604022629,0.000682921988434078,0.0073734233438741605,0.003158514196507602
OSD-346_Athaliana_PhyA_Sample_212_0-42G,0.003081379659948924,0.02371081824360945,0.0775634035970586,0.013036127600147432,0.0033539249529734947,0.045785120230016615,0.0018169686201637502,0.03189028828198357,0.05386191909636095,0.0011225381475258322,0.052366031232363136,0.00041068468811920325,0.5335374864894074,0.034217501514659056,0.027130079396965538,0.033564139510832834,5.724695652569096e-05,0.0,0.0031236926278157533,0.04032176937897631,0.006048265406846448,0.00040446219284467666,0.006913192250006587,0.006682959924848845
OSD-346_Athaliana_PhyA_Sample_215_0-65G,0.0,0.021041878519018387,0.05670945669046058,0.01203531688019612,0.0020822692284445206,0.03402866291747504,0.012339188705399715,0.0275277984602499,0.05093091050626039,0.0002729864921501269,0.13606815762014227,0.0,0.42339474311705405,0.0366439532163587,0.03361519797498486,0.03738121600537734,0.0009285525937369919,0.0,0.004732430064646655,0.08439666332130905,0.004617855442028895,0.0017634528872475,0.01000784421039487,0.009481465147064
OSD-346_Athaliana_PhyA_Sample_217_0-42G,0.0,0.023904366963494513,0.050014292886985924,0.013389040274803986,0.0029645307197603793,0.039810339227941915,0.015315660895742338,0.024118435921376576,0.06680897567354958,0.0009367138641868667,0.11710653152500562,1.2973876235133594e-05,0.4593919836148593,0.044500395486993895,0.027692738824194887,0.03762424108229801,0.00046186999397580266,0.0,0.00571283016893285,0.04571993985310976,0.004845742773875293,0.001647682281880116,0.009237399879516004,0.008783314211281305
